survey,mode_incl_hov,PM_Peak,area,area_dest,count,count_moe,sample_size
2017_2019,Other,Not PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,4.516903075,5.792401762,2
2017_2019,Other,Not PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,68.07014407,77.38275485,5
2017_2019,Other,Not PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,16.38001805,25.03368164,2
2017_2019,Other,Not PM Peak,Magnolia/Queen Anne,Northeast Seattle,236.7635887,384.5679334,2
2017_2019,Other,Not PM Peak,Magnolia/Queen Anne,Northwest Seattle,3.260073575,5.362821031,1
2017_2019,Other,Not PM Peak,Northeast Seattle,Capitol Hill/Central District,229.5120004,211.3156161,7
2017_2019,Other,Not PM Peak,Northeast Seattle,Downtown/Lake Union,1263.143488,686.4864844,19
2017_2019,Other,Not PM Peak,Northeast Seattle,Magnolia/Queen Anne,241.8677778,384.6131675,4
2017_2019,Other,Not PM Peak,Northeast Seattle,Northeast Seattle,1276.043155,861.0224253,21
2017_2019,Other,Not PM Peak,Northeast Seattle,Northwest Seattle,21.67291082,23.65856706,4
2017_2019,Other,Not PM Peak,Northeast Seattle,Southeast Seattle,51.22068047,84.25801938,1
2017_2019,Other,Not PM Peak,Northeast Seattle,Not Seattle,331.1952022,431.7176026,5
2017_2019,Other,Not PM Peak,Northwest Seattle,Capitol Hill/Central District,352.6261934,418.776129,12
2017_2019,Other,Not PM Peak,Northwest Seattle,Downtown/Lake Union,343.7207596,262.6095189,18
2017_2019,Other,Not PM Peak,Northwest Seattle,Northeast Seattle,232.661333,159.0832657,13
2017_2019,Other,Not PM Peak,Northwest Seattle,Northwest Seattle,2943.921434,4444.336212,16
2017_2019,Other,Not PM Peak,Northwest Seattle,Southeast Seattle,25.35281861,41.70538662,1
2017_2019,Other,Not PM Peak,Northwest Seattle,Not Seattle,2912.20636,4227.816133,9
2017_2019,Other,Not PM Peak,Southeast Seattle,Capitol Hill/Central District,41.07665665,43.01285121,3
2017_2019,Other,Not PM Peak,Southeast Seattle,Downtown/Lake Union,15.3660226,16.64428884,3
2017_2019,Other,Not PM Peak,Southeast Seattle,Duwamish,73.43470223,81.44269054,3
2017_2019,Other,Not PM Peak,Southeast Seattle,Northeast Seattle,108.719101,173.0142919,2
2017_2019,Other,Not PM Peak,Southeast Seattle,Southeast Seattle,202.3703766,161.5853206,9
2017_2019,Other,Not PM Peak,Southeast Seattle,Not Seattle,58.89452891,71.72865886,5
2017_2019,Other,Not PM Peak,West Seattle,Capitol Hill/Central District,261.415842,422.9389831,2
2017_2019,Other,Not PM Peak,West Seattle,Downtown/Lake Union,1351.826276,1513.867279,5
2017_2019,Other,Not PM Peak,West Seattle,Northwest Seattle,40.32029766,38.29332438,3
2017_2019,Other,Not PM Peak,West Seattle,Not Seattle,58.38503091,96.04337585,1
2017_2019,Other,Not PM Peak,Not Seattle,Capitol Hill/Central District,49.19306361,37.56413378,7
2017_2019,Other,Not PM Peak,Not Seattle,Downtown/Lake Union,173.1221835,187.886739,11
2017_2019,Other,Not PM Peak,Not Seattle,Northeast Seattle,767.2878138,1001.162272,8
2017_2019,Other,Not PM Peak,Not Seattle,Northwest Seattle,84.6696002,88.34013065,3
2017_2019,Other,Not PM Peak,Not Seattle,Southeast Seattle,10.55986085,12.05297123,3
2017_2019,Other,Not PM Peak,Not Seattle,West Seattle,96.09936116,101.4491163,6
2017_2019,Other,Not PM Peak,Not Seattle,Not Seattle,56765.94163,21663.82083,251
2017_2019,Other,PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,135.4442261,82.97179762,13
2017_2019,Other,PM Peak,Capitol Hill/Central District,Downtown/Lake Union,265.9714176,179.8072767,14
2017_2019,Other,PM Peak,Capitol Hill/Central District,Duwamish,13.44009922,22.10896322,1
2017_2019,Other,PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,44.4661582,73.14683023,1
2017_2019,Other,PM Peak,Capitol Hill/Central District,Northeast Seattle,1.892452392,3.113084185,1
2017_2019,Other,PM Peak,Capitol Hill/Central District,Northwest Seattle,3.192206967,5.25118046,1
2017_2019,Other,PM Peak,Capitol Hill/Central District,Southeast Seattle,105.1141104,172.9127116,1
2017_2019,Other,PM Peak,Capitol Hill/Central District,West Seattle,14.36157456,19.45648656,2
2017_2019,Other,PM Peak,Capitol Hill/Central District,Not Seattle,14.96677799,17.43611272,2
2017_2019,Other,PM Peak,Downtown/Lake Union,Capitol Hill/Central District,725.892919,691.5689136,23
2017_2019,Other,PM Peak,Downtown/Lake Union,Downtown/Lake Union,194.5899421,122.4945773,17
2017_2019,Other,PM Peak,Downtown/Lake Union,Duwamish,194.6441321,320.1895974,1
2017_2019,Other,PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,208.0593146,295.8910162,8
2017_2019,Other,PM Peak,Downtown/Lake Union,Northeast Seattle,102.6633662,104.82871,3
2017_2019,Other,PM Peak,Downtown/Lake Union,Northwest Seattle,367.8648245,448.7124338,10
2017_2019,Other,PM Peak,Downtown/Lake Union,Southeast Seattle,3.603166866,5.927209494,1
2017_2019,Other,PM Peak,Downtown/Lake Union,West Seattle,13.44009922,22.10896322,1
2017_2019,Other,PM Peak,Downtown/Lake Union,Not Seattle,320.8198372,471.7030886,3
2017_2019,Other,PM Peak,Duwamish,Downtown/Lake Union,6.86489054,7.994993055,2
2017_2019,Other,PM Peak,Duwamish,Northeast Seattle,3.18741091,5.243290947,1
2017_2019,Other,PM Peak,Duwamish,Northwest Seattle,627.2726043,734.3503136,2
2017_2019,Other,PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,4.355508731,7.164811863,1
2017_2019,Other,PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,1856.748227,3003.764853,5
2017_2019,Other,PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,375.0850743,615.2735643,2
2017_2019,Other,PM Peak,Magnolia/Queen Anne,Northeast Seattle,5.404750299,6.286712092,2
2017_2019,Other,PM Peak,Magnolia/Queen Anne,Northwest Seattle,44.4661582,73.14683023,1
2017_2019,Other,PM Peak,Northeast Seattle,Capitol Hill/Central District,15.43907686,25.39728143,1
2017_2019,Other,PM Peak,Northeast Seattle,Downtown/Lake Union,4.11038813,5.012590066,2
2017_2019,Other,PM Peak,Northeast Seattle,Northeast Seattle,26.28898588,23.74299397,5
2017_2019,Other,PM Peak,Northeast Seattle,Northwest Seattle,167.6200247,161.0222722,5
2017_2019,Other,PM Peak,Northeast Seattle,Southeast Seattle,3.219696459,5.296400674,1
2017_2019,Other,PM Peak,Northwest Seattle,Capitol Hill/Central District,17.84532208,24.43161865,2
2017_2019,Other,PM Peak,Northwest Seattle,Downtown/Lake Union,259.2794445,324.4229949,6
2017_2019,Other,PM Peak,Northwest Seattle,Duwamish,149.9217299,246.6212457,1
2017_2019,Other,PM Peak,Northwest Seattle,Northeast Seattle,4.951778924,5.992606957,2
2017_2019,Other,PM Peak,Northwest Seattle,Northwest Seattle,229.6319835,212.2781798,8
2017_2019,Other,PM Peak,Northwest Seattle,Southeast Seattle,50.70563722,58.97992045,2
2017_2019,Other,PM Peak,Northwest Seattle,Not Seattle,203.8072508,332.262951,2
2017_2019,Other,PM Peak,Southeast Seattle,Capitol Hill/Central District,3.383953791,5.566603986,1
2017_2019,Other,PM Peak,Southeast Seattle,Downtown/Lake Union,249.7048437,299.7336788,5
2017_2019,Other,PM Peak,Southeast Seattle,Duwamish,186.2702678,302.0018421,2
2017_2019,Other,PM Peak,Southeast Seattle,Northeast Seattle,1.121951719,1.845610578,1
2017_2019,Other,PM Peak,Southeast Seattle,Southeast Seattle,104.747303,99.48146929,3
2017_2019,Other,PM Peak,West Seattle,Northwest Seattle,3.72158873,6.12201346,1
2017_2019,Other,PM Peak,West Seattle,West Seattle,147.2571341,236.9357903,2
2017_2019,Other,PM Peak,Not Seattle,Capitol Hill/Central District,12.89723952,10.60958784,4
2017_2019,Other,PM Peak,Not Seattle,Downtown/Lake Union,106.5157836,102.2024898,4
2017_2019,Other,PM Peak,Not Seattle,Magnolia/Queen Anne,2555.048132,4198.885115,2
2017_2019,Other,PM Peak,Not Seattle,Northeast Seattle,19.81847476,32.60139099,1
2017_2019,Other,PM Peak,Not Seattle,Northwest Seattle,330.1184087,325.3807609,5
2017_2019,Other,PM Peak,Not Seattle,Southeast Seattle,55.69279115,71.73473774,4
2017_2019,Other,PM Peak,Not Seattle,West Seattle,28.10842841,30.41792881,3
2017_2019,Other,PM Peak,Not Seattle,Not Seattle,38714.09592,19963.3695,122
2017_2019,Other,NA,Southeast Seattle,Capitol Hill/Central District,3.468343367,5.70542484,1
2017_2019,Other,NA,Not Seattle,Not Seattle,2078.475672,2450.758118,6
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,45794.52133,15504.75259,395
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Downtown/Lake Union,5395.100398,1837.153077,130
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Duwamish,2296.766561,1130.354363,42
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,1752.90888,963.3999315,22
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Northeast Seattle,2652.292156,971.0817157,75
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Northwest Seattle,15175.07621,10759.90774,70
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Southeast Seattle,7482.35737,3486.81708,98
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,West Seattle,1214.166875,835.9215337,25
2017_2019,SOV,Not PM Peak,Capitol Hill/Central District,Not Seattle,20760.63855,9453.729407,215
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Capitol Hill/Central District,5631.155539,1876.137361,102
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Downtown/Lake Union,16808.63004,11686.31357,222
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Duwamish,1591.767867,920.7333916,39
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,8714.711505,10741.37601,59
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Northeast Seattle,14874.43268,11152.22396,68
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Northwest Seattle,2520.183934,996.1479957,86
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Southeast Seattle,2507.752887,1983.808792,40
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,West Seattle,1415.187283,1012.034401,36
2017_2019,SOV,Not PM Peak,Downtown/Lake Union,Not Seattle,35265.94145,18795.95949,211
2017_2019,SOV,Not PM Peak,Duwamish,Capitol Hill/Central District,1251.03409,954.2674511,30
2017_2019,SOV,Not PM Peak,Duwamish,Downtown/Lake Union,4645.342921,4765.06694,42
2017_2019,SOV,Not PM Peak,Duwamish,Duwamish,2578.983344,1019.094104,84
2017_2019,SOV,Not PM Peak,Duwamish,Magnolia/Queen Anne,657.6417476,720.1125012,11
2017_2019,SOV,Not PM Peak,Duwamish,Northeast Seattle,378.1915892,409.394052,14
2017_2019,SOV,Not PM Peak,Duwamish,Northwest Seattle,1052.995709,855.3832306,12
2017_2019,SOV,Not PM Peak,Duwamish,Southeast Seattle,1191.10523,668.0806744,37
2017_2019,SOV,Not PM Peak,Duwamish,West Seattle,2264.048747,1325.674483,35
2017_2019,SOV,Not PM Peak,Duwamish,Not Seattle,13031.42848,8743.297805,71
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,1357.508785,850.1322381,21
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,10645.52116,8477.618913,77
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Duwamish,2662.964522,3125.882055,12
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,54758.35307,28691.45082,126
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Northeast Seattle,399.7739465,284.1660389,20
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Northwest Seattle,12976.84123,9016.033444,90
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Southeast Seattle,253.434486,312.8413776,3
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,West Seattle,292.1700214,438.7927577,3
2017_2019,SOV,Not PM Peak,Magnolia/Queen Anne,Not Seattle,12350.77966,7763.068969,38
2017_2019,SOV,Not PM Peak,Northeast Seattle,Capitol Hill/Central District,2985.284631,1334.00378,69
2017_2019,SOV,Not PM Peak,Northeast Seattle,Downtown/Lake Union,2529.194412,1148.125399,79
2017_2019,SOV,Not PM Peak,Northeast Seattle,Duwamish,676.3178306,625.3030849,25
2017_2019,SOV,Not PM Peak,Northeast Seattle,Magnolia/Queen Anne,6918.978502,10507.77482,22
2017_2019,SOV,Not PM Peak,Northeast Seattle,Northeast Seattle,43773.28041,14364.402,479
2017_2019,SOV,Not PM Peak,Northeast Seattle,Northwest Seattle,22543.19139,12833.62697,206
2017_2019,SOV,Not PM Peak,Northeast Seattle,Southeast Seattle,1176.401149,756.7069854,20
2017_2019,SOV,Not PM Peak,Northeast Seattle,West Seattle,692.4232692,578.2062173,12
2017_2019,SOV,Not PM Peak,Northeast Seattle,Not Seattle,29535.7165,11697.98174,264
2017_2019,SOV,Not PM Peak,Northwest Seattle,Capitol Hill/Central District,11627.02466,9676.708788,82
2017_2019,SOV,Not PM Peak,Northwest Seattle,Downtown/Lake Union,14333.42559,8563.421213,135
2017_2019,SOV,Not PM Peak,Northwest Seattle,Duwamish,4265.02303,4756.037313,29
2017_2019,SOV,Not PM Peak,Northwest Seattle,Magnolia/Queen Anne,7748.074293,4682.387076,116
2017_2019,SOV,Not PM Peak,Northwest Seattle,Northeast Seattle,18798.16722,7805.242317,231
2017_2019,SOV,Not PM Peak,Northwest Seattle,Northwest Seattle,88442.07615,23802.73664,613
2017_2019,SOV,Not PM Peak,Northwest Seattle,Southeast Seattle,479.0746961,311.5686625,20
2017_2019,SOV,Not PM Peak,Northwest Seattle,West Seattle,243.2688839,172.2819404,11
2017_2019,SOV,Not PM Peak,Northwest Seattle,Not Seattle,41575.33094,17821.56436,321
2017_2019,SOV,Not PM Peak,Southeast Seattle,Capitol Hill/Central District,6956.173315,2843.750501,95
2017_2019,SOV,Not PM Peak,Southeast Seattle,Downtown/Lake Union,3004.342663,2005.008013,43
2017_2019,SOV,Not PM Peak,Southeast Seattle,Duwamish,11465.62127,6614.824683,53
2017_2019,SOV,Not PM Peak,Southeast Seattle,Magnolia/Queen Anne,167.4114818,167.8046358,4
2017_2019,SOV,Not PM Peak,Southeast Seattle,Northeast Seattle,2775.267135,2491.657194,18
2017_2019,SOV,Not PM Peak,Southeast Seattle,Northwest Seattle,515.0253054,380.3621533,11
2017_2019,SOV,Not PM Peak,Southeast Seattle,Southeast Seattle,20842.11282,6528.52358,276
2017_2019,SOV,Not PM Peak,Southeast Seattle,West Seattle,1689.835001,1922.05156,30
2017_2019,SOV,Not PM Peak,Southeast Seattle,Not Seattle,26458.88524,14314.56465,173
2017_2019,SOV,Not PM Peak,West Seattle,Capitol Hill/Central District,6446.216954,6501.195479,25
2017_2019,SOV,Not PM Peak,West Seattle,Downtown/Lake Union,2525.806151,1463.779666,54
2017_2019,SOV,Not PM Peak,West Seattle,Duwamish,2485.011574,1215.386603,60
2017_2019,SOV,Not PM Peak,West Seattle,Magnolia/Queen Anne,341.408644,446.2046851,4
2017_2019,SOV,Not PM Peak,West Seattle,Northeast Seattle,3032.400717,4794.530662,6
2017_2019,SOV,Not PM Peak,West Seattle,Northwest Seattle,713.8785857,629.5027354,21
2017_2019,SOV,Not PM Peak,West Seattle,Southeast Seattle,1751.52612,1776.292069,28
2017_2019,SOV,Not PM Peak,West Seattle,West Seattle,62435.33712,20981.24454,420
2017_2019,SOV,Not PM Peak,West Seattle,Not Seattle,13118.63958,4684.470449,159
2017_2019,SOV,Not PM Peak,Not Seattle,Capitol Hill/Central District,18763.81578,10968.61642,128
2017_2019,SOV,Not PM Peak,Not Seattle,Downtown/Lake Union,63035.74619,23150.28731,209
2017_2019,SOV,Not PM Peak,Not Seattle,Duwamish,17750.27424,9471.04568,71
2017_2019,SOV,Not PM Peak,Not Seattle,Magnolia/Queen Anne,20823.49728,13842.07786,32
2017_2019,SOV,Not PM Peak,Not Seattle,Northeast Seattle,64676.57313,29829.77201,162
2017_2019,SOV,Not PM Peak,Not Seattle,Northwest Seattle,31499.0266,15952.78131,163
2017_2019,SOV,Not PM Peak,Not Seattle,Southeast Seattle,33372.87979,17913.73306,82
2017_2019,SOV,Not PM Peak,Not Seattle,West Seattle,6283.571402,2899.390169,74
2017_2019,SOV,Not PM Peak,Not Seattle,Not Seattle,3714788.029,173565.2567,8295
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,10068.34461,5626.870219,165
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Downtown/Lake Union,2812.947452,1420.455455,39
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Duwamish,3024.688405,4423.162643,17
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,966.0402025,699.1420869,15
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Northeast Seattle,2219.173357,1314.288847,35
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Northwest Seattle,1480.861672,703.2419272,41
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Southeast Seattle,3030.192588,2430.375446,48
2017_2019,SOV,PM Peak,Capitol Hill/Central District,West Seattle,4490.183725,6398.121709,12
2017_2019,SOV,PM Peak,Capitol Hill/Central District,Not Seattle,17679.16726,13506.55406,33
2017_2019,SOV,PM Peak,Downtown/Lake Union,Capitol Hill/Central District,2814.951493,1429.857355,69
2017_2019,SOV,PM Peak,Downtown/Lake Union,Downtown/Lake Union,11938.74427,11541.94085,119
2017_2019,SOV,PM Peak,Downtown/Lake Union,Duwamish,1829.150586,1944.991606,16
2017_2019,SOV,PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,2234.932339,2669.134963,35
2017_2019,SOV,PM Peak,Downtown/Lake Union,Northeast Seattle,3128.9685,1432.933175,68
2017_2019,SOV,PM Peak,Downtown/Lake Union,Northwest Seattle,10628.44886,7879.732322,78
2017_2019,SOV,PM Peak,Downtown/Lake Union,Southeast Seattle,1959.813789,1258.179113,21
2017_2019,SOV,PM Peak,Downtown/Lake Union,West Seattle,1379.101524,926.1067353,34
2017_2019,SOV,PM Peak,Downtown/Lake Union,Not Seattle,40751.29951,16408.30131,110
2017_2019,SOV,PM Peak,Duwamish,Capitol Hill/Central District,3051.170338,4417.270932,24
2017_2019,SOV,PM Peak,Duwamish,Downtown/Lake Union,767.6054176,620.9133691,22
2017_2019,SOV,PM Peak,Duwamish,Duwamish,5114.61775,5429.615226,39
2017_2019,SOV,PM Peak,Duwamish,Magnolia/Queen Anne,2292.454123,3089.308974,11
2017_2019,SOV,PM Peak,Duwamish,Northeast Seattle,528.8473445,452.7079935,12
2017_2019,SOV,PM Peak,Duwamish,Northwest Seattle,1017.86788,715.309812,19
2017_2019,SOV,PM Peak,Duwamish,Southeast Seattle,9827.35034,6784.540176,28
2017_2019,SOV,PM Peak,Duwamish,West Seattle,1971.78586,1194.905484,35
2017_2019,SOV,PM Peak,Duwamish,Not Seattle,13929.59898,8323.637709,43
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,6915.690293,10513.34162,9
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,1264.038947,580.7904423,34
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Duwamish,12.68747052,10.50498357,4
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,8530.02114,7117.17687,55
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Northeast Seattle,638.1662092,553.3526594,18
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Northwest Seattle,3256.963357,1319.295483,68
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Southeast Seattle,70.92622803,102.8545731,2
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,West Seattle,7.043481659,8.230047899,2
2017_2019,SOV,PM Peak,Magnolia/Queen Anne,Not Seattle,10208.78723,6483.984485,19
2017_2019,SOV,PM Peak,Northeast Seattle,Capitol Hill/Central District,3133.116172,2527.181874,31
2017_2019,SOV,PM Peak,Northeast Seattle,Downtown/Lake Union,816.8653183,645.0764388,28
2017_2019,SOV,PM Peak,Northeast Seattle,Duwamish,30.78351366,50.63887997,1
2017_2019,SOV,PM Peak,Northeast Seattle,Magnolia/Queen Anne,1086.461378,956.7647099,17
2017_2019,SOV,PM Peak,Northeast Seattle,Northeast Seattle,19957.34976,9405.410525,267
2017_2019,SOV,PM Peak,Northeast Seattle,Northwest Seattle,18094.45864,8425.172413,140
2017_2019,SOV,PM Peak,Northeast Seattle,Southeast Seattle,637.4403233,735.4338647,13
2017_2019,SOV,PM Peak,Northeast Seattle,West Seattle,405.9890486,628.3525301,4
2017_2019,SOV,PM Peak,Northeast Seattle,Not Seattle,38526.9498,23941.96525,55
2017_2019,SOV,PM Peak,Northwest Seattle,Capitol Hill/Central District,7512.943477,6498.080831,33
2017_2019,SOV,PM Peak,Northwest Seattle,Downtown/Lake Union,1585.99801,895.1475707,44
2017_2019,SOV,PM Peak,Northwest Seattle,Duwamish,74.49613039,72.81895261,5
2017_2019,SOV,PM Peak,Northwest Seattle,Magnolia/Queen Anne,8765.60741,10119.36362,41
2017_2019,SOV,PM Peak,Northwest Seattle,Northeast Seattle,6276.13935,2613.287197,101
2017_2019,SOV,PM Peak,Northwest Seattle,Northwest Seattle,31462.87333,11342.63868,358
2017_2019,SOV,PM Peak,Northwest Seattle,Southeast Seattle,296.477437,297.4103321,5
2017_2019,SOV,PM Peak,Northwest Seattle,West Seattle,405.9470405,568.7126997,12
2017_2019,SOV,PM Peak,Northwest Seattle,Not Seattle,9034.258066,7383.744302,57
2017_2019,SOV,PM Peak,Southeast Seattle,Capitol Hill/Central District,758.4134059,411.1519015,39
2017_2019,SOV,PM Peak,Southeast Seattle,Downtown/Lake Union,698.8423718,501.922538,19
2017_2019,SOV,PM Peak,Southeast Seattle,Duwamish,433.4796612,487.3367379,14
2017_2019,SOV,PM Peak,Southeast Seattle,Magnolia/Queen Anne,183.6433935,299.9270986,2
2017_2019,SOV,PM Peak,Southeast Seattle,Northeast Seattle,691.095383,842.3566548,8
2017_2019,SOV,PM Peak,Southeast Seattle,Northwest Seattle,375.0495408,238.4996287,13
2017_2019,SOV,PM Peak,Southeast Seattle,Southeast Seattle,11327.70087,6011.378979,159
2017_2019,SOV,PM Peak,Southeast Seattle,West Seattle,1500.977458,1705.22895,17
2017_2019,SOV,PM Peak,Southeast Seattle,Not Seattle,12410.94528,9213.08451,29
2017_2019,SOV,PM Peak,West Seattle,Capitol Hill/Central District,1075.879943,885.4733548,19
2017_2019,SOV,PM Peak,West Seattle,Downtown/Lake Union,524.9004855,545.4380484,11
2017_2019,SOV,PM Peak,West Seattle,Duwamish,172.1063311,138.0346904,14
2017_2019,SOV,PM Peak,West Seattle,Northeast Seattle,164.2089752,160.492435,5
2017_2019,SOV,PM Peak,West Seattle,Northwest Seattle,81.90018829,61.31957405,7
2017_2019,SOV,PM Peak,West Seattle,Southeast Seattle,518.067086,604.2614473,11
2017_2019,SOV,PM Peak,West Seattle,West Seattle,38679.23252,21136.25619,193
2017_2019,SOV,PM Peak,West Seattle,Not Seattle,1615.441804,1276.296349,19
2017_2019,SOV,PM Peak,Not Seattle,Capitol Hill/Central District,6587.583728,2154.811167,127
2017_2019,SOV,PM Peak,Not Seattle,Downtown/Lake Union,10584.88798,4663.396024,109
2017_2019,SOV,PM Peak,Not Seattle,Duwamish,6214.497683,6032.249095,48
2017_2019,SOV,PM Peak,Not Seattle,Magnolia/Queen Anne,4474.970713,4819.099553,24
2017_2019,SOV,PM Peak,Not Seattle,Northeast Seattle,12202.05784,5249.774388,156
2017_2019,SOV,PM Peak,Not Seattle,Northwest Seattle,17029.43155,9161.853622,208
2017_2019,SOV,PM Peak,Not Seattle,Southeast Seattle,7368.430531,4640.62454,107
2017_2019,SOV,PM Peak,Not Seattle,West Seattle,12620.41392,7195.797607,100
2017_2019,SOV,PM Peak,Not Seattle,Not Seattle,1601305.526,108477.2635,3888
2017_2019,SOV,NA,Capitol Hill/Central District,Northeast Seattle,24.38339248,40.11068063,1
2017_2019,SOV,NA,Capitol Hill/Central District,Southeast Seattle,137.170767,225.6459117,1
2017_2019,SOV,NA,Capitol Hill/Central District,West Seattle,162.7255866,267.68359,1
2017_2019,SOV,NA,Northwest Seattle,Not Seattle,9.810324008,16.13798299,1
2017_2019,SOV,NA,Not Seattle,Northeast Seattle,422.3751205,491.2994367,2
2017_2019,SOV,NA,Not Seattle,Not Seattle,2194.47581,2642.764795,2
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,5505.608953,2299.844431,108
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Downtown/Lake Union,11627.84325,2640.442581,331
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Duwamish,487.5890203,562.9265591,15
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,2596.86647,1949.213607,15
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Northeast Seattle,2914.689701,1151.535457,100
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Northwest Seattle,333.9433429,325.1716909,12
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Southeast Seattle,986.9668408,698.6869871,24
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,West Seattle,191.2738898,268.1475078,7
2017_2019,Transit,Not PM Peak,Capitol Hill/Central District,Not Seattle,10624.65853,7837.117319,126
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Capitol Hill/Central District,9238.455181,2871.929006,181
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Downtown/Lake Union,12504.99605,2770.15205,384
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Duwamish,1181.618195,736.7568336,32
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,2557.916982,1598.151429,32
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Northeast Seattle,5835.599293,4037.041048,120
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Northwest Seattle,1594.308464,647.4735904,78
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Southeast Seattle,3620.956089,1753.824956,72
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,West Seattle,1771.604829,1159.998142,25
2017_2019,Transit,Not PM Peak,Downtown/Lake Union,Not Seattle,12252.02049,4178.897092,195
2017_2019,Transit,Not PM Peak,Duwamish,Capitol Hill/Central District,41.19412789,30.10902301,8
2017_2019,Transit,Not PM Peak,Duwamish,Downtown/Lake Union,1263.395587,1106.251831,42
2017_2019,Transit,Not PM Peak,Duwamish,Duwamish,874.5519744,965.8387009,4
2017_2019,Transit,Not PM Peak,Duwamish,Magnolia/Queen Anne,43.38656071,71.37089236,1
2017_2019,Transit,Not PM Peak,Duwamish,Northeast Seattle,559.6875688,628.1354566,8
2017_2019,Transit,Not PM Peak,Duwamish,Northwest Seattle,143.4073494,177.7675811,4
2017_2019,Transit,Not PM Peak,Duwamish,Southeast Seattle,72.89704003,89.68881291,5
2017_2019,Transit,Not PM Peak,Duwamish,West Seattle,24.48949155,16.37165571,8
2017_2019,Transit,Not PM Peak,Duwamish,Not Seattle,621.4948483,833.5566443,6
