geography_value,jobs_1_mile_walk,jobs_3_mile_bike,auto_jobs_30min,transit_jobs45,geography_group
53033032401,410.1409958,917.5970219,31691.04653,0,Census2010Tract
53033032402,249.6557449,1074.961555,26727.04412,0,Census2010Tract
53033032500,255.1865889,489.1520894,39883.93635,0,Census2010Tract
53033032601,275.4439163,579.081749,61724,0,Census2010Tract
53033032602,682.4896084,2878,56142.60293,2134.349158,Census2010Tract
53033032702,195.4224664,1265.171754,42112.37281,1297.461945,Census2010Tract
53033032703,1680.09673,3669.235695,52547.4564,4224.396458,Census2010Tract
53033032704,1157.379176,3365.165113,41487.44211,4851.394716,Census2010Tract
53033032800,41.4686941,646.921288,25853.19141,0,Census2010Tract
53033990100,,,0,0,Census2010Tract
53035080101,832.8065287,12293.18392,68034.70382,7849.203822,Census2010Tract
53035080102,2378.168219,17081.04244,69608,11002.8059,Census2010Tract
53035080200,2615.689345,14263.08087,68618,8152.432606,Census2010Tract
53035080300,3727.784146,25847.77927,68497.06098,11683.06951,Census2010Tract
53035080400,1770.269373,24889.56458,67823.2663,11211.42927,Census2010Tract
53035080500,10518.88959,30016.9264,65951.54061,31309.02221,Census2010Tract
53035080600,2683.287576,29674.40949,70882.50302,20299.19684,Census2010Tract
53035080700,900.9203883,17306.33463,74826.35599,3594.998058,Census2010Tract
53035080800,640.1557789,5318.060302,72477,237,Census2010Tract
53035080900,662,7453.336048,75369.49294,873.830076,Census2010Tract
53035081000,1804.086692,22323,79270.25732,6895.127002,Census2010Tract
53035081100,6604.099174,28384.11818,76516.48099,21623.13967,Census2010Tract
53035081200,11749.54198,30911.78711,72196.31184,26325.6057,Census2010Tract
53035081400,14404.94872,29281.25641,59559,10184,Census2010Tract
53035090101,65.15541126,487.8632035,16871.39177,2.558008658,Census2010Tract
53035090102,143,613,18344,204,Census2010Tract
53035090201,139.035753,1798.172806,45470.27465,665.3060672,Census2010Tract
53035090202,223.0736016,2658.52208,43374.5947,772.1776251,Census2010Tract
53035090300,922.5308964,3235.05483,64981.81201,0,Census2010Tract
53035090400,78.37845622,4564.797811,69166.47523,90.03456221,Census2010Tract
53035090501,2793.318182,7308.331867,53950.54985,3595.777126,Census2010Tract
53035090502,1397.508551,7150.222837,46547.79376,4905.297787,Census2010Tract
53035090700,141.9190405,1980.404798,23236.91154,2382.071964,Census2010Tract
53035090800,127.2563647,1955.831853,23357.10065,1449.608644,Census2010Tract
53035090900,2811.994883,6028.99062,17954.75895,3880.512791,Census2010Tract
53035091000,103.8205409,1835.775219,16206.8242,3989.063962,Census2010Tract
53035091100,275.4616935,1567.700605,64720.8372,0,Census2010Tract
53035091201,2510.738981,7806.653692,73459.55982,3624.174585,Census2010Tract
53035091203,134.5616584,6939.369242,71799.78101,4204.27321,Census2010Tract
53035091204,2062.344482,8952.289632,73117.70702,5286.123746,Census2010Tract
53035091301,14.01720047,62.81909846,35281.77936,0,Census2010Tract
53035091302,93.54861773,3614.829838,69257.36559,0.85986654,Census2010Tract
53035091400,118.4293354,3867.038961,74510.48816,212.8525592,Census2010Tract
53035091500,201.5974843,5314,67424.68064,398.055905,Census2010Tract
53035091600,226.563336,4197,65905.59756,1228.324941,Census2010Tract
53035091700,106.9768406,2567.801244,62099.73903,100.4752852,Census2010Tract
53035091800,307.1293103,8113.658621,65194.90776,926.537931,Census2010Tract
53035091900,691.2412253,6487.456924,67133,2671.860243,Census2010Tract
53035092000,4.982416592,40.48422002,20312.16997,0,Census2010Tract
53035092100,176,1897.217707,44728.27605,43.71320755,Census2010Tract
53035092200,1396.639362,8749.173614,56962.20188,6030.718376,Census2010Tract
53035092300,1043.776831,8531,40982.36371,5844.017462,Census2010Tract
53035092400,571.8213552,6511.903491,30855.00821,4999.041068,Census2010Tract
53035092500,839.787865,5550.994526,26788.08303,3972.054745,Census2010Tract
53035092600,31.11793612,529.9373464,15695.46396,66.00655201,Census2010Tract
53035092701,9.61406518,558.2641509,28691.61407,0,Census2010Tract
53035092704,27.34194053,132.6541471,25377.18545,0,Census2010Tract
53035092801,227.0018382,2863.583333,38987.51471,1110.144608,Census2010Tract
53035092802,21.6086412,195.4715091,36789.95304,0,Census2010Tract
53035092803,11.1237756,354.7987533,51362.61443,0,Census2010Tract
53035092901,4.264482431,232.122982,34686.33618,0,Census2010Tract
53035092902,41.54716024,470.5806288,52364.25862,0,Census2010Tract
53035940000,0.873092926,21.69417476,20426.80028,0,Census2010Tract
53035940100,482.1032015,1879.404896,34641.27382,376.1363465,Census2010Tract
53035990100,,,0,0,Census2010Tract
53053060200,12304.97059,60598.34948,277247.7024,102445.2145,Census2010Tract
53053060300,1301.368513,4669.734409,191034.5259,17157.91801,Census2010Tract
53053060400,725.5470799,14643.18951,197650.3456,34689.69249,Census2010Tract
53053060500,1913.400952,52329.03807,216019.4438,49097.94111,Census2010Tract
53053060600,13809.67261,64972.76328,232387,62906.87898,Census2010Tract
53053060700,5260.893333,68604,213427,70923.34968,Census2010Tract
53053060800,1791.85913,43502.62609,201189.7278,58405.4913,Census2010Tract
53053060903,942.2156727,9593.937587,193350.3613,19586.40499,Census2010Tract
53053060904,1062.429386,10401.51404,196071.3123,21933.39737,Census2010Tract
53053060905,1550.766288,15867,200628.2616,38633.09109,Census2010Tract
53053060906,1997.88427,28354.6382,201527.7034,63868.29775,Census2010Tract
53053061001,1108.888209,13953.47887,193732.2531,46164.27531,Census2010Tract
53053061002,3332.445242,23427.51885,200365.8483,82421.91472,Census2010Tract
53053061100,5100.067284,67911.96903,213136.4325,82715.39729,Census2010Tract
53053061200,7385.402114,79930.94464,241094.4494,85720,Census2010Tract
53053061300,24071.2936,77353.35706,252854.5877,83199.85375,Census2010Tract
53053061400,36357.49658,75786.71448,248171.929,93987.10451,Census2010Tract
53053061500,28058.63695,65333.48444,242951.8539,83089.52061,Census2010Tract
53053061601,35238.66404,70933.73502,252054.1806,106127.5363,Census2010Tract
53053061602,25015.4701,78722.53402,261960.4268,117857,Census2010Tract
53053061700,13231.39794,82756.0793,265362.1855,99639.61038,Census2010Tract
53053061800,3506.899452,77514.76691,261545.0201,76831.57404,Census2010Tract
53053061900,3553.322904,72418.78723,278952.1502,90828.39424,Census2010Tract
53053062000,1920.075518,52769.26127,291843.6334,62890.23995,Census2010Tract
53053062300,600.3584906,22780.17314,283007.4623,42428.3263,Census2010Tract
53053062400,1579.132834,44188.35875,264314.3003,82855.26894,Census2010Tract
53053062500,2168.06176,52237.68898,257526,81844.25888,Census2010Tract
53053062600,7573.933742,43855.59939,243134.1031,80377.39877,Census2010Tract
53053062801,2507.776763,40111.50201,231398.1527,36319.35842,Census2010Tract
53053062802,2176.028278,31337.83419,234856.8548,33011.36568,Census2010Tract
53053062900,6768.968958,38399.95059,245614.8077,62276,Census2010Tract
53053063000,3628.438104,34061.26953,247768.5979,41775.31431,Census2010Tract
53053063100,1243.424528,29333.17107,246454.8899,73183.69308,Census2010Tract
53053063200,1070.784775,18944.05586,250785.4688,75896.71961,Census2010Tract
53053063300,796.4485382,9147.92511,268379.5631,28513.31758,Census2010Tract
53053063400,1304.451962,15524.2023,240374.1258,61984.87551,Census2010Tract
53053063501,1812.51995,23746.93392,243816.697,54995.65461,Census2010Tract
53053063502,1145.35614,22248.77193,238507.4906,33813.46257,Census2010Tract
53053070100,24.6627451,212.4258824,15403.73176,0,Census2010Tract
53053070203,37.61386482,1219.847834,51516.44229,0,Census2010Tract
53053070204,35.05538222,2217.861934,73779,0,Census2010Tract
53053070205,67.97277228,1815.064356,57792.85149,0,Census2010Tract
53053070206,54.22179732,342.1650733,24101.53091,0,Census2010Tract
53053070207,1139.765936,3055.500255,43404.85212,0,Census2010Tract
53053070307,26.91343451,692.0213603,94975.82687,0,Census2010Tract
53053070308,770.5958647,4842.105263,132287.8722,229.768797,Census2010Tract
53053070309,501.4580675,4058.563355,98808.04284,0,Census2010Tract
53053070310,593.7504373,4343.647813,85052.62332,0,Census2010Tract
53053070311,292.2007458,3883.004351,79054.30392,0,Census2010Tract
53053070312,157.5200373,3578.423113,104431.5489,1299.00932,Census2010Tract
53053070313,195.2235717,3331.612686,143701.1053,0,Census2010Tract
53053070314,30.11013986,2469.613636,174838.4685,402.9807692,Census2010Tract
53053070315,152.1311164,4087.101188,190652,2262.827078,Census2010Tract
53053070316,131.1896485,9610.314407,196479.5937,3727.412128,Census2010Tract
53053070401,168.6406869,6972.692206,134624.0647,68.06472919,Census2010Tract
53053070403,652.8368173,1359.890088,54966.08564,0,Census2010Tract
53053070404,196.0106195,1258.40531,60878.08319,0,Census2010Tract
53053070703,867.0654971,10664.11813,328724.8994,10767.01442,Census2010Tract
53053071100,453.0886598,6301.925773,241355.1351,361.1298969,Census2010Tract
53053071205,153,5976.525208,247375.9169,112.8731302,Census2010Tract
53053071206,721.3740458,12990.11031,205724.2504,14555.98321,Census2010Tract
53053071207,4007.209104,19888.62287,162462.446,19496.31569,Census2010Tract
53053071208,897.2745915,13405.36463,131721.4511,18323.36655,Census2010Tract
53053071209,326.9719298,17163.98246,149611.3305,4325,Census2010Tract
53053071210,147.8634953,11862.22802,147646.2156,496.6008273,Census2010Tract
53053071304,1543.506726,14532.75173,145045.927,18191.76763,Census2010Tract
53053071305,879.8259608,8165.324873,223314.9739,12983.15664,Census2010Tract
53053071306,185.0251545,4459.958076,130664.3989,128.6751986,Census2010Tract
53053071307,552.6927283,8685.772007,172633.2214,9634.413887,Census2010Tract
53053071309,49.10258152,4377.256114,103132.3261,0,Census2010Tract
53053071310,102.668566,5213.570275,118688.0427,0,Census2010Tract
53053071403,308.4878827,3655.929209,108877.6614,3789.401786,Census2010Tract
53053071406,485.5063376,4412.877585,74274.57272,0,Census2010Tract
53053071407,264.5038065,2835.224362,45611.94536,0,Census2010Tract
53053071408,568,4496,102161.4064,6641.678445,Census2010Tract
53053071409,719,4013,94381.70419,4868,Census2010Tract
53053071410,325.9110294,3288.422426,66497,2445.462132,Census2010Tract
53053071411,265.069912,2888.96116,56877.4319,2927.136199,Census2010Tract
53053071503,1017.277857,6810.074917,185532.835,9705.547179,Census2010Tract
53053071504,2230.008249,11552.0165,226299.5596,31486.4467,Census2010Tract
53053071505,795.8918784,7511.676134,184055.5037,9245.437967,Census2010Tract
53053071506,96,4487,118101,909,Census2010Tract
53053071601,1009.311384,9187.719308,250771.3655,12346.51283,Census2010Tract
53053071602,1278.348131,11336.30474,238729.4182,23382.41789,Census2010Tract
53053071703,1151.084876,23461.35737,245451.1729,43081.06892,Census2010Tract
53053071704,1376.879503,22722.20248,242212.1988,28530.16522,Census2010Tract
53053071705,1160.989977,17885.39861,242870.1426,37511.20123,Census2010Tract
53053071706,999,18268.41545,231039.5286,32156.39814,Census2010Tract
53053071707,1979.33427,14856.64045,239219.6779,44122.86517,Census2010Tract
53053071803,2640.423455,26983.13026,230788.5695,37858.99134,Census2010Tract
53053071805,4995.976929,23211.27397,232576.7736,31746.16366,Census2010Tract
53053071806,801.3982709,15612.05591,227579,10242,Census2010Tract
53053071807,4830.694055,25262.5511,231478,40238.13093,Census2010Tract
53053071808,3543.216305,31048.77252,240445.8705,45653.92768,Census2010Tract
53053071901,3786.350165,20302.31052,223997.0576,25499.33554,Census2010Tract
53053071902,1667.792916,17527.45005,209187.8697,13772.2752,Census2010Tract
53053072000,283.8918511,1040.627767,117685.8068,329.832998,Census2010Tract
53053072105,103.6579787,7517.484574,130817.3952,1433.012766,Census2010Tract
53053072106,1340.888929,17761.52704,201297.1583,13025.33829,Census2010Tract
53053072107,817,12236.97326,163254.7913,4050.863372,Census2010Tract
53053072108,277.0545775,7851.595951,148232.8873,12491.31558,Census2010Tract
53053072109,826.3285979,5367.399629,133764.2261,5202.467573,Census2010Tract
53053072111,563.5986904,5785.706268,127559.782,4911.541628,Census2010Tract
53053072112,847.6288258,6033.066778,127462.6439,8187.174179,Census2010Tract
53053072305,1781.271474,28520.75965,222445.1383,51454.88771,Census2010Tract
53053072307,1464.742662,8364.802411,199331.3506,32584.03459,Census2010Tract
53053072308,417.8730876,7035.18185,196686.9628,13804.81398,Census2010Tract
53053072309,542.0432883,9205.845512,194236.0071,19173.34154,Census2010Tract
53053072310,2290.138768,12204.93902,199853.379,61103.04045,Census2010Tract
53053072311,2797.009025,15921.75496,209480.9901,73585.15298,Census2010Tract
53053072312,646.7786325,21649.20598,229847.5333,21592.32692,Census2010Tract
53053072313,691.2475661,19766.36787,223716.4451,23776.80111,Census2010Tract
53053072405,31.80934101,278.9526552,78032.39411,0,Census2010Tract
53053072406,239.2968817,6664.007689,144389.7446,365.5937633,Census2010Tract
53053072407,1299.623054,10559.52626,197919.4742,4122.6357,Census2010Tract
53053072408,1108.273857,7844.399759,191645.4723,5232.542502,Census2010Tract
53053072409,29.52258727,725.1560575,114540.729,0,Census2010Tract
53053072410,0.806517312,10.47454175,32694.23218,0,Census2010Tract
53053072503,21,614.5635462,49599.07502,0,Census2010Tract
53053072504,153.4693095,3936.214834,121152.9335,313.4066496,Census2010Tract
53053072505,419.8405756,5220.681998,120785.0731,1177.478273,Census2010Tract
53053072506,35.23600809,1942.482131,68761.4909,366.6756575,Census2010Tract
53053072507,3797.106887,14269.98512,182962.989,6574.02259,Census2010Tract
53053072601,10.50446429,113.094246,26229.95833,0,Census2010Tract
53053072602,22.23325213,147.7697929,12179.59257,0,Census2010Tract
53053072603,13.92314567,95.3489723,2689.511618,0,Census2010Tract
53053072800,1047.262171,3703.882764,17160.7465,0,Census2010Tract
53053072901,0,4583,146793,521,Census2010Tract
53053072903,11,1847.705769,54351.36154,86.74615385,Census2010Tract
53053072905,26.94372881,3141.702373,18968.94644,0,Census2010Tract
53053072906,15.0952381,258.0952381,15215.66667,0,Census2010Tract
53053072907,0,511.4914005,44576.99017,116.2260442,Census2010Tract
53053073001,19.43734542,75.84460016,5072.232069,0,Census2010Tract
53053073005,4.832847425,56.17298348,11297.13605,0,Census2010Tract
53053073006,8.165100671,50.04161074,3561.452349,0,Census2010Tract
53053073108,164.4221169,3843.367773,69216,238.1023697,Census2010Tract
53053073110,156.334567,6519.930422,108299.9645,1453.721688,Census2010Tract
53053073111,516.1387782,7946.708499,93968.89641,6646.816733,Census2010Tract
53053073113,99.84545093,2179.622169,47904.15217,0,Census2010Tract
53053073114,119.5037473,955,29275.91702,0,Census2010Tract
53053073115,50.68565815,851.8100851,30042,0,Census2010Tract
53053073116,21,683.5290404,25565,0,Census2010Tract
53053073117,8.483801296,84.2512599,15963.86177,0,Census2010Tract
53053073118,42.27849661,479,21754.374,0,Census2010Tract
53053073119,2.940882598,30.86011657,17923.35887,0,Census2010Tract
53053073120,623.8704742,7389.478327,98865.62366,8546.809281,Census2010Tract
53053073121,730.4990666,4941.655881,73208.90292,3122.125078,Census2010Tract
53053073122,229.0436508,3629.012472,63820.30102,681.2278912,Census2010Tract
53053073123,94.49202297,2370.148054,57177.79579,0,Census2010Tract
53053073124,104.375986,1962.90447,42128,0,Census2010Tract
53053073125,247.6569176,3335.433622,51247.58138,855.7601729,Census2010Tract
53053073126,220.3259871,4078.369146,54950,1579,Census2010Tract
53053073200,245.3761981,493.4313099,3822.803115,0,Census2010Tract
53053073301,4369.626706,16483.00043,212450.7871,1547.517491,Census2010Tract
53053073302,2754,17303.05066,232295.9284,6376.03304,Census2010Tract
53053073404,3842.667576,26259.09197,239346.1076,21031.15511,Census2010Tract
53053073405,5033.968149,27804.99602,204885.0265,16142.2787,Census2010Tract
53053073406,2425.129969,25639.24163,210190.3421,6296.948638,Census2010Tract
53053073407,6088.269105,27268.80927,284001.1169,34652.83736,Census2010Tract
53053073408,2300.19977,20518.61137,283894.8594,15128.77382,Census2010Tract
53053073500,366.846225,9027.358398,291607.6413,6616.428968,Census2010Tract
53053940001,63.8955495,999.2615804,224337.6222,529.6603088,Census2010Tract
53053940002,2200.360954,15505.28876,321370.4401,18522.21281,Census2010Tract
53053940003,1758.746616,16977.8688,323558.386,7060.642832,Census2010Tract
53053940004,188.1525822,4953.466354,256060.3282,355,Census2010Tract
53053940005,430.373648,5981.333333,297215.7198,11940.67207,Census2010Tract
53053940006,414.6381119,15021.70017,292898,56194,Census2010Tract
53053940007,2165.906561,33453.77833,300720.8668,58276.09841,Census2010Tract
53053940008,161.4548611,3661.231337,259777.4349,8292.892795,Census2010Tract
53053940009,420.2225042,9889.01692,311175.3604,3423.360406,Census2010Tract
53053940010,1477.126712,21132.87329,297598.9163,9657.231898,Census2010Tract
53053940011,118.584472,1243.967081,210178.4988,117.2161491,Census2010Tract
53061040100,7969,30882.21421,172053.1251,37422.1174,Census2010Tract
53061040200,7078.029046,29083.37005,178914.0483,43561.75179,Census2010Tract
53061040300,10396.15552,32432.22389,178999.1886,40161.88956,Census2010Tract
53061040400,13598.92251,33679.97944,183028,44452.3864,Census2010Tract
53061040500,3749.83454,32174.13444,183514.1365,34570,Census2010Tract
53061040700,15900.1573,35145.14021,194001,71196.26966,Census2010Tract
53061040800,14026.48047,35178,187176.8985,56001.6484,Census2010Tract
53061040900,669.0237316,27600.70786,184340.0638,39408.47872,Census2010Tract
53061041000,7386.489905,33226,203700.9032,70399.50556,Census2010Tract
53061041100,2714.772132,48584.70613,212135.9555,76046.93609,Census2010Tract
53061041201,839.0410298,42366.76348,192347.0225,56260.88013,Census2010Tract
53061041202,2939.780426,46216.49021,217875.043,72196.88809,Census2010Tract
53061041301,687.0068058,9446,210860.314,20302.77405,Census2010Tract
53061041303,4727.474824,39662.09854,176908.209,68489.4667,Census2010Tract
53061041304,3287.263484,13013.916,176821.817,41965.53581,Census2010Tract
53061041400,1494.455441,35786.19481,218015.6426,49939.45186,Census2010Tract
53061041500,673.9529617,26173.06272,198411.676,18124.65157,Census2010Tract
53061041601,604.8141509,15801.5783,211844.2472,3857.12217,Census2010Tract
53061041605,1202.276865,17182.80573,221607.7485,4525.759737,Census2010Tract
53061041606,1171.743404,14966.18298,231601.2217,14575.02596,Census2010Tract
53061041607,54.88578472,5704.023829,211567.3509,0,Census2010Tract
53061041608,143.9280992,4782.144628,214409.4318,6731.466116,Census2010Tract
53061041701,2209.045728,23251.09948,238730.6827,34548.73646,Census2010Tract
53061041703,667.5215029,14960.06066,253352.8158,24019.09552,Census2010Tract
53061041704,2862.853881,17142.62972,250146.5542,32409.77958,Census2010Tract
53061041805,5757.808126,43957.25865,222402.3186,54408.94167,Census2010Tract
53061041806,3714.429981,44022.9007,227434.219,37689.0401,Census2010Tract
53061041808,1445.249007,32848.87238,233746.0959,42631,Census2010Tract
53061041809,2003.919227,39626.4995,243111.1457,92077.92864,Census2010Tract
53061041810,2679.183248,32165.37807,246010.8464,116005.7126,Census2010Tract
53061041811,1657.049293,24630.28921,252876.6219,95902.93588,Census2010Tract
53061041812,1764.618794,27697.16167,255853.2991,108549.5835,Census2010Tract
53061041901,3552.025627,27715.18811,245296.4329,84214.73282,Census2010Tract
53061041903,5940.939667,48435,222187,61426.16767,Census2010Tract
53061041904,9193,55275.1892,223082.3714,77589.84378,Census2010Tract
53061041905,3164.972644,50916.25315,233195.2518,83502,Census2010Tract
53061042001,645.4769625,10257.11305,220988.4006,11015.72483,Census2010Tract
53061042003,85.75189235,7602.545837,225674.5997,21511.58957,Census2010Tract
53061042004,971.7921521,19160.04782,244080.4703,61185.55794,Census2010Tract
53061042005,592.6075067,11592.26113,233523.3239,15641.89544,Census2010Tract
53061042006,2235.476786,15019.09643,234414.2915,10029.72277,Census2010Tract
53061050101,171.314664,10011.72403,225565.8646,31152.74745,Census2010Tract
53061050102,1075.857952,22495.6061,244407.8161,55413.09325,Census2010Tract
53061050200,276.8062112,13992.39379,222160.1733,12722.99317,Census2010Tract
53061050300,626.0532959,20434.47218,196459.7125,29712.47686,Census2010Tract
53061050401,3862.216082,30281.11317,203148.7326,48404.82925,Census2010Tract
53061050402,5447.788922,31316.90558,232165.9866,49904.0726,Census2010Tract
53061050500,3036.992463,17294.63096,172584.4479,37855.72301,Census2010Tract
53061050600,379.7404063,9913,181466.0181,5351.909707,Census2010Tract
53061050700,1482.753818,23546.13557,215139.3061,35503.63613,Census2010Tract
53061050800,2462,30926.3385,240720.725,47110.24555,Census2010Tract
53061050900,4201.540702,32530.28723,263051.8802,72460.34017,Census2010Tract
53061051000,5111.306408,33920.59343,276181.6311,54069.65428,Census2010Tract
53061051100,2527.672149,26542.98958,268612.4814,44077.28399,Census2010Tract
53061051200,2535.188382,37828.47286,273082.8035,41908.04017,Census2010Tract
53061051300,1385.563041,29650.87424,258375.4103,27048.96984,Census2010Tract
53061051400,7181.131911,42305.16026,253244.4039,77231.12742,Census2010Tract
53061051500,5142.852966,37832.31943,245438.0774,77770.13801,Census2010Tract
53061051601,1434.694398,24648,244071.0133,44989.7188,Census2010Tract
53061051602,1767.447037,35605.35183,242736.459,48590.36696,Census2010Tract
53061051701,4033.521634,37341.27093,246050.0328,82254.90457,Census2010Tract
53061051702,7408.288856,33102.96502,256430.999,52126.85757,Census2010Tract
53061051802,2416.902169,28196.22718,263349.2612,60056.43553,Census2010Tract
53061051803,1162.972527,27092.09377,261104.9084,87456.2956,Census2010Tract
53061051804,963,23461,261871.1421,69965,Census2010Tract
53061051905,1845.23248,30372.84704,271793.1301,37537.99177,Census2010Tract
53061051912,270.5918854,6230.354415,166206.673,489.928401,Census2010Tract
53061051913,268.0335484,20241.35742,264436.3619,10081.48581,Census2010Tract
53061051914,242.7629256,10039.77491,238982.2175,4885.764187,Census2010Tract
53061051915,233.4494624,9735,235478.9978,11849.57097,Census2010Tract
53061051916,710.9768672,14125.55519,234455.5215,21237.92928,Census2010Tract
53061051917,310.6348522,11855.09113,228694.6589,5564.202586,Census2010Tract
53061051918,1376.350467,27662.08458,272683.4252,24322.66402,Census2010Tract
53061051921,714.2799552,15321.71725,260672,15932.21165,Census2010Tract
53061051922,1521.967115,16056.3722,255307.5585,11945.87743,Census2010Tract
53061051923,1009.961109,13910.33385,252133.7901,21740.19369,Census2010Tract
53061051924,922.4429872,15095.55883,246992.341,22904.78361,Census2010Tract
53061051925,2223.210713,27482.68958,237459.7661,21756.38432,Census2010Tract
53061051926,405.6486034,22044.02011,216201.8106,5256.108939,Census2010Tract
53061051927,578,15359.99792,258175.7167,22649,Census2010Tract
53061051928,1527.739868,18494.85438,262497.3883,27989.55325,Census2010Tract
53061052003,220.3019878,6865.676351,222580.0104,8365.384302,Census2010Tract
53061052004,1704.581522,13107.22283,239315.9697,18190.62112,Census2010Tract
53061052005,1597.660944,11886.98556,233482.9735,15179.78853,Census2010Tract
53061052006,459.0438056,9082.634497,227569,14719,Census2010Tract
53061052007,985.9189655,9213,247817.0805,13483.83333,Census2010Tract
53061052104,82.63182527,3075.889236,86592.79095,190.1528861,Census2010Tract
53061052105,176.874477,2124.694561,93622.38215,438.2663877,Census2010Tract
53061052107,156.0565198,5056.374722,195909,0,Census2010Tract
53061052108,312.540797,3171.909867,174719.3582,0,Census2010Tract
53061052112,82,1208.130658,119147.7675,0,Census2010Tract
53061052113,4.729411765,36.07420814,70772,0,Census2010Tract
53061052114,159,1818.882004,203443.7363,7360.852999,Census2010Tract
53061052115,241.8462234,2454.939846,214470,9289.241067,Census2010Tract
53061052118,110.6345416,1581.729638,213066.1557,7590.612793,Census2010Tract
53061052203,351.7879418,7317.273389,33850.81913,2286.752599,Census2010Tract
53061052204,1389.79669,11845.5656,38869.64184,4906.247045,Census2010Tract
53061052206,10.06162791,454.3209302,23223.40756,0,Census2010Tract
53061052207,69,1467.160102,21839.06138,0,Census2010Tract
53061052208,3744.846702,11997.40463,33660.1016,4299.890077,Census2010Tract
53061052209,3431.362475,11761.03733,34863,7522.708251,Census2010Tract
53061052301,13.44450834,589.1857389,48097.81771,56.58481886,Census2010Tract
53061052302,112.3513709,1679.76912,78861.70202,414.1500722,Census2010Tract
53061052401,2210.352015,6790.234257,127614.2141,8382.95529,Census2010Tract
53061052402,3268.081793,6707.248739,133413.507,6641.788235,Census2010Tract
53061052502,527.5237333,5482.184533,121913,6244.906133,Census2010Tract
53061052503,428.0865172,3019.089043,101721.0095,4775.930849,Census2010Tract
53061052504,200.2707889,3359.070362,114413.2676,2171.471215,Census2010Tract
53061052603,245.8029819,3109.715655,73061.05005,2220,Census2010Tract
53061052604,1172.474933,3060.740162,93467.2717,5340,Census2010Tract
53061052605,778.9429907,2403.386916,59522.1743,2036.13972,Census2010Tract
53061052606,175.4740225,1763.089984,64175.14569,0,Census2010Tract
53061052607,123.9667319,1967.312133,93138.12916,0,Census2010Tract
53061052701,35.485623,1903,43440.40575,0,Census2010Tract
53061052705,43.70694087,2681.047374,75642.0011,4749.970621,Census2010Tract
53061052706,456.8240454,2742.905573,93534.16151,2291.958204,Census2010Tract
53061052707,213.2427326,2466.588663,82965.37791,1302.695494,Census2010Tract
53061052708,108.8522397,4842.618383,78943.49389,4826.919721,Census2010Tract
53061052709,64.72942207,1712.514886,57884.46235,1718.34063,Census2010Tract
53061052803,681.9259602,6892.997224,57614.98704,11900.55345,Census2010Tract
53061052804,582.9270417,8296,75157.75971,13664.53721,Census2010Tract
53061052805,1191.814857,12141,81150.92286,21947.71657,Census2010Tract
53061052806,255.2604255,7710.106809,79867,7399.185532,Census2010Tract
53061052903,3917.801807,9816,93836.3988,31852.94578,Census2010Tract
53061052904,386,7684.937531,83037.19331,7642.225775,Census2010Tract
53061052905,2915.199388,10773.00714,87263.72463,31529.67619,Census2010Tract
53061052906,754.7115951,8858.486168,83894,8772.652148,Census2010Tract
53061053101,753.3656836,4428.602145,38956.81233,0,Census2010Tract
53061053102,351.8138425,2890.442482,41051.91217,1202.125537,Census2010Tract
53061053201,22.3662401,212.2102377,33347.00122,0,Census2010Tract
53061053202,17.83239525,140.8011257,33545.70294,0,Census2010Tract
53061053301,966,3964.090805,30341.28457,1447.705547,Census2010Tract
53061053302,39,685.6490909,33041.21136,0,Census2010Tract
53061053400,68.02673031,449.4544153,31148,0,Census2010Tract
53061053504,1507.522913,5928,41894.36945,4707.011723,Census2010Tract
53061053505,26.0183714,428.6876862,32061.52929,0,Census2010Tract
53061053506,10.9127907,172.625969,17669.73401,0,Census2010Tract
53061053507,409.4345821,6248.824784,43384.76081,613.4870317,Census2010Tract
53061053508,529.4276206,6868.554908,41688.52496,5004.185524,Census2010Tract
53061053509,1595.380667,7712.171333,49417,11519.47333,Census2010Tract
53061053602,82.94189602,305.7256444,12952.75098,0,Census2010Tract
53061053603,13.86474064,397.8063033,40577.77019,0,Census2010Tract
53061053604,557.3564356,1156.165842,40070.22587,0,Census2010Tract
53061053700,185.0777001,330.2245532,0,0,Census2010Tract
53061053801,11.77011494,492.5895876,12591.2664,0,Census2010Tract
53061053802,315.8618838,740.3626159,12553.06442,0,Census2010Tract
53061053803,46.50527325,178.8494727,2504.902685,0,Census2010Tract
53061940001,341.0717642,4140.037591,59959.93251,567.7650577,Census2010Tract
53061940002,25,109.4818014,31066.3393,0,Census2010Tract
53061990002,,,0,0,Census2010Tract
53061990100,,,0,0,Census2010Tract
