hhno,pno,pptyp,pagey,pgend,pwtyp,pwpcl,pwtaz,pstyp,pspcl,pstaz,ptpass,ppaidprk,pdiary,pproxy,psexpfac,id,puwmode,puwarrp,puwdepp,pwaudist,pwautime,psautime,psaudist
14100883,1,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,258.7454,141008831,3,930,1055,-1,-1,-1,-1
14100883,2,1,40,1,1,1162187,654,0,0,-1,0,-1,-1,3,258.7454,141008832,3,460,985,33.23,72.04,-1,-1
14100883,3,7,14,1,0,0,-1,1,572777,3284,-1,-1,-1,2,258.7454,141008833,-1,-1,-1,-1,-1,10.13,1.97
14100883,4,7,8,1,0,0,-1,1,563657,3289,-1,-1,-1,2,258.7454,141008834,-1,-1,-1,-1,-1,6.51,0.62
14100884,1,1,40,2,1,3022,3352,0,0,-1,0,-1,-1,1,446.9974,141008841,-1,-1,-1,-1,-1,-1,-1
14100885,1,1,50,1,1,849489,1132,0,0,-1,0,0,-1,3,820.3933,141008851,3,540,1095,15.94,39.27,-1,-1
14100885,2,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,820.3933,141008852,-1,-1,-1,-1,-1,-1,-1
14100885,3,7,8,1,0,0,-1,1,594993,3411,-1,-1,-1,3,820.3933,141008853,-1,-1,-1,-1,-1,6.51,1.12
14100885,4,7,8,1,0,0,-1,1,594993,3411,-1,-1,-1,3,820.3933,141008854,-1,-1,-1,-1,-1,6.51,1.12
14100885,5,7,8,1,0,0,-1,1,594993,3411,-1,-1,-1,2,820.3933,141008855,-1,-1,-1,-1,-1,6.51,1.12
14100886,1,1,40,2,1,1067998,1910,2,0,-1,0,-1,-1,1,292.2471,141008861,3,510,1075,49,85.02,-1,-1
14100886,2,6,17,2,0,0,-1,1,594605,3383,-1,-1,-1,2,292.2471,141008862,-1,-1,-1,-1,-1,14.78,4.58
14100886,3,7,14,1,0,0,-1,1,595150,3408,-1,-1,-1,1,292.2471,141008863,-1,-1,-1,-1,-1,7.14,1.79
14100887,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,198.7064,141008871,-1,-1,-1,-1,-1,-1,-1
14100887,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,2,198.7064,141008872,-1,-1,-1,-1,-1,-1,-1
14100888,1,1,60,1,1,681118,1023,0,0,-1,0,-1,-1,1,344.5473,141008881,3,280,930,22.67,38.67,-1,-1
14100888,2,2,50,2,2,668647,3286,0,0,-1,0,-1,-1,3,344.5473,141008882,3,405,1170,3.81,12.37,-1,-1
14100889,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,77.7064,141008891,-1,-1,-1,-1,-1,-1,-1
14100889,2,3,70,2,0,0,-1,0,0,-1,0,-1,-1,2,77.7064,141008892,-1,-1,-1,-1,-1,-1,-1
14100890,1,1,30,1,1,369920,3626,0,0,-1,0,-1,-1,1,184.2754,141008901,5,410,990,25.78,39.88,-1,-1
14100890,2,1,30,2,1,369920,3626,0,0,-1,0,-1,-1,3,184.2754,141008902,5,410,990,25.78,39.88,-1,-1
14100891,1,5,30,2,2,378283,2933,1,663070,3019,0,-1,-1,1,606.9042,141008911,-1,-1,-1,-1,-1,-1,-1
14100891,2,1,30,1,1,766612,1175,0,0,-1,0,0,-1,1,606.9042,141008912,3,415,930,18.69,37.49,-1,-1
14100891,3,7,8,2,0,0,-1,1,431724,2975,-1,-1,-1,3,606.9042,141008913,-1,-1,-1,-1,-1,-1,-1
14100892,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,251.5309,141008921,-1,-1,-1,-1,-1,-1,-1
14100893,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,321.3348,141008931,-1,-1,-1,-1,-1,-1,-1
14100893,2,3,80,1,0,0,-1,0,0,-1,0,-1,-1,2,321.3348,141008932,-1,-1,-1,-1,-1,-1,-1
14100894,1,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,283.9359,141008941,-1,-1,-1,-1,-1,-1,-1
14100894,2,1,30,1,1,280603,3518,0,0,-1,0,-1,-1,3,283.9359,141008942,3,815,1050,6.52,17.59,-1,-1
14100895,1,1,30,2,1,735325,530,0,0,-1,5,0,-1,1,212.3439,141008951,7,510,1045,37.25,65.57,-1,-1
14100895,2,5,30,1,1,653,3348,1,0,-1,0,-1,-1,2,212.3439,141008952,3,455,1060,11.23,27.7,-1,-1
14100896,1,1,30,2,1,545200,3152,0,0,-1,0,0,-1,1,279.341,141008961,4,660,1260,8.85,15.92,-1,-1
14100896,2,1,40,2,1,726216,1105,0,0,-1,0,0,-1,2,279.341,141008962,4,660,1260,15.5,29.47,-1,-1
14100896,3,6,17,1,0,0,-1,1,570079,3222,-1,-1,-1,2,279.341,141008963,-1,-1,-1,-1,-1,11.09,4.26
14100896,4,7,14,2,0,0,-1,1,626797,3225,-1,-1,-1,2,279.341,141008964,-1,-1,-1,-1,-1,5.76,1.2
14100896,5,7,8,1,0,0,-1,1,624546,3229,-1,-1,-1,2,279.341,141008965,-1,-1,-1,-1,-1,5.15,0.78
14100897,1,1,40,1,1,626797,3225,0,0,-1,0,0,-1,1,648.6182,141008971,5,430,960,4.31,14.38,-1,-1
14100897,2,1,40,2,1,626797,3225,0,0,-1,0,0,-1,1,648.6182,141008972,5,430,930,4.31,14.38,-1,-1
14100897,3,7,8,2,0,0,-1,1,651890,3308,-1,-1,-1,2,648.6182,141008973,-1,-1,-1,-1,-1,7.06,1.65
14100897,4,7,8,1,0,0,-1,1,651890,3308,-1,-1,-1,2,648.6182,141008974,-1,-1,-1,-1,-1,7.06,1.65
14100898,1,1,50,2,1,441317,2998,0,0,-1,0,-1,-1,2,337.3549,141008981,3,600,675,23.72,39.75,-1,-1
14100898,2,1,50,1,1,0,-1,0,0,-1,0,0,-1,1,337.3549,141008982,-1,-1,-1,-1,-1,-1,-1
14100898,3,6,17,1,0,0,-1,1,591990,3314,-1,-1,-1,2,337.3549,141008983,3,840,1090,-1,-1,-1,-1
14100898,4,7,14,2,0,0,-1,1,626797,3225,-1,-1,-1,3,337.3549,141008984,-1,-1,-1,-1,-1,8.51,2.12
14100898,5,7,8,2,0,0,-1,1,628772,3167,-1,-1,-1,3,337.3549,141008985,-1,-1,-1,-1,-1,5.52,0.88
14100899,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,2,315.8285,141008991,-1,-1,-1,-1,-1,-1,-1
14100899,2,2,70,2,2,376227,3580,0,0,-1,0,-1,-1,2,315.8285,141008992,-1,-1,-1,-1,-1,-1,-1
14100900,1,1,70,1,1,0,-1,0,0,-1,0,-1,-1,1,582.3909,141009001,-1,-1,-1,-1,-1,-1,-1
14100900,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,2,582.3909,141009002,-1,-1,-1,-1,-1,-1,-1
14100902,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,271.3016,141009021,-1,-1,-1,-1,-1,-1,-1
14100903,1,1,50,1,1,733491,1505,0,0,-1,0,-1,-1,1,305.718,141009031,3,520,890,14.15,27.15,-1,-1
14100903,2,1,50,2,1,1148193,1447,0,0,-1,0,0,-1,3,305.718,141009032,3,445,1025,6.17,16.08,-1,-1
14100904,1,1,30,1,1,742562,1551,0,0,-1,3,-1,-1,1,358.9855,141009041,3,655,1170,8.91,16.97,-1,-1
14100905,1,1,30,1,1,1132528,1413,0,0,-1,0,-1,-1,1,1015.3583,141009051,4,630,945,19.12,37.26,-1,-1
14100905,2,1,30,2,1,780568,1624,0,0,-1,0,0,-1,3,1015.3583,141009052,4,545,960,6.49,19.97,-1,-1
14100905,3,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,1015.3583,141009053,-1,-1,-1,-1,-1,-1,-1
14100906,1,1,30,1,1,797163,302,2,797163,302,1,0,-1,1,554.8357,141009061,6,540,1025,17.76,41.41,-1,-1
14100906,2,4,30,2,0,0,-1,0,0,-1,0,-1,-1,2,554.8357,141009062,-1,-1,-1,-1,-1,-1,-1
14100907,1,1,30,2,1,1126722,1675,0,0,-1,0,-1,-1,1,278.8429,141009071,4,415,970,2.15,8.69,-1,-1
14100907,2,1,30,1,1,1258371,1684,0,0,-1,0,-1,-1,1,278.8429,141009072,4,420,940,3.77,11.44,-1,-1
14100908,1,1,60,1,1,730930,1412,0,0,-1,0,0,-1,1,456.2209,141009081,3,550,1100,14.52,29.52,-1,-1
14100908,2,4,50,2,0,0,-1,0,0,-1,0,-1,-1,2,456.2209,141009082,-1,-1,-1,-1,-1,-1,-1
14100909,1,1,70,2,1,1163029,1016,0,0,-1,0,-1,-1,1,217.3623,141009091,3,745,975,18.26,40.55,-1,-1
14100910,1,1,40,2,1,677717,1341,0,0,-1,0,-1,-1,1,846.0343,141009101,-1,-1,-1,-1,-1,-1,-1
14100910,2,1,50,1,1,931283,1006,0,0,-1,0,-1,-1,2,846.0343,141009102,3,435,1355,18.64,39.35,-1,-1
14100910,3,6,17,2,0,0,-1,1,803353,945,-1,-1,-1,1,846.0343,141009103,-1,-1,-1,-1,-1,40.87,24.5
14100910,4,7,14,1,0,0,-1,1,1131111,1174,-1,-1,-1,1,846.0343,141009104,-1,-1,-1,-1,-1,14.62,5.82
14100911,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,80.6786,141009111,-1,-1,-1,-1,-1,-1,-1
14100912,1,1,60,2,1,845668,965,0,0,-1,0,-1,-1,1,80.5136,141009121,3,300,925,12.46,23.15,-1,-1
14100912,2,4,60,1,0,0,-1,0,0,-1,0,-1,-1,2,80.5136,141009122,-1,-1,-1,-1,-1,-1,-1
14100913,1,1,40,2,1,673453,873,0,0,-1,0,-1,-1,1,2721.5415,141009131,3,410,930,15.16,29.37,-1,-1
14100913,2,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,2721.5415,141009132,-1,-1,-1,-1,-1,-1,-1
14100913,3,7,8,1,0,0,-1,1,945181,1096,-1,-1,-1,1,2721.5415,141009133,-1,-1,-1,-1,-1,-1,-1
14100914,1,1,50,1,1,735336,521,0,0,-1,3,1,-1,1,843.8467,141009141,-1,-1,-1,-1,-1,-1,-1
14100914,2,1,40,1,1,735336,521,0,0,-1,3,1,-1,2,843.8467,141009142,6,370,690,18.04,36.59,-1,-1
14100915,1,2,60,2,2,273827,3491,0,0,-1,5,0,-1,1,426.0483,141009151,-1,-1,-1,-1,-1,-1,-1
14100916,1,1,50,2,1,236628,2564,0,0,-1,5,0,-1,1,390.6169,141009161,7,455,990,24.1,44.16,-1,-1
14100917,1,1,50,2,1,495686,2888,0,0,-1,0,-1,-1,1,453.8196,141009171,4,455,1050,37.72,60.54,-1,-1
14100917,2,1,50,1,1,846653,1475,0,0,-1,0,-1,-1,2,453.8196,141009172,4,460,990,3.69,11.64,-1,-1
14100917,3,6,17,1,0,0,-1,1,796750,1465,-1,-1,-1,2,453.8196,141009173,-1,-1,-1,-1,-1,16.54,5.45
14100917,4,7,14,1,0,0,-1,1,688180,1523,-1,-1,-1,2,453.8196,141009174,-1,-1,-1,-1,-1,15.61,5.96
14100918,1,1,70,1,1,1001206,307,0,0,-1,0,-1,-1,1,204.2371,141009181,3,360,705,13.18,24.34,-1,-1
14100918,2,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,204.2371,141009182,-1,-1,-1,-1,-1,-1,-1
14100919,1,2,60,1,2,1100174,1613,0,0,-1,5,0,-1,1,339.7123,141009191,-1,-1,-1,-1,-1,-1,-1
14100920,1,1,60,2,1,751668,304,0,0,-1,0,-1,-1,1,218.7158,141009201,4,450,960,13.55,35.23,-1,-1
14100920,2,1,21,1,1,1094738,680,0,0,-1,5,0,-1,2,218.7158,141009202,3,450,960,24.42,48.01,-1,-1
14100921,1,1,70,2,1,996757,1665,0,0,-1,0,-1,-1,1,255.5745,141009211,3,790,1020,1.36,8.5,-1,-1
14100922,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,148.1772,141009221,-1,-1,-1,-1,-1,-1,-1
14100922,2,3,70,2,0,0,-1,0,0,-1,0,-1,-1,2,148.1772,141009222,-1,-1,-1,-1,-1,-1,-1
14100923,1,1,21,1,1,716694,487,0,0,-1,3,0,-1,1,675.1243,141009231,7,515,1090,10.76,26.76,-1,-1
14100924,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,161.1702,141009241,-1,-1,-1,-1,-1,-1,-1
14100925,1,4,60,1,0,0,-1,0,0,-1,0,-1,-1,1,155.3033,141009251,-1,-1,-1,-1,-1,-1,-1
14100925,2,2,60,2,2,1225217,284,0,0,-1,0,-1,-1,1,155.3033,141009252,3,515,915,6.5,20.78,-1,-1
14100926,1,2,60,2,2,797163,303,0,0,-1,4,0,-1,1,279.0577,141009261,6,505,870,8.38,22.44,-1,-1
14100926,2,1,70,2,1,0,-1,0,0,-1,0,-1,-1,2,279.0577,141009262,4,520,785,-1,-1,-1,-1
14100927,1,1,60,2,1,909828,362,0,0,-1,0,0,-1,1,164.2707,141009271,3,520,1020,11.03,26.84,-1,-1
14100927,2,1,50,1,1,1005181,1860,0,0,-1,0,-1,-1,2,164.2707,141009272,-1,-1,-1,-1,-1,-1,-1
14100928,1,5,21,2,1,751799,305,1,1030168,76,0,-1,-1,1,729.6196,141009281,6,805,970,7.62,19.87,-1,-1
14100929,1,1,30,1,1,829992,437,0,0,-1,5,-1,-1,1,145.4733,141009291,3,440,990,3.91,20.87,-1,-1
14100929,2,1,30,2,1,674503,603,0,0,-1,0,-1,-1,1,145.4733,141009292,3,600,915,3.4,14.92,-1,-1
14100930,1,1,60,2,1,735344,531,0,0,-1,3,0,-1,1,297.9559,141009301,6,490,990,3.14,18.59,-1,-1
14100931,1,1,50,2,1,735318,536,0,0,-1,3,0,-1,1,150.4382,141009311,3,560,970,6.71,24.52,-1,-1
14100931,2,1,40,1,1,673723,873,0,0,-1,0,-1,-1,1,150.4382,141009312,3,380,960,8.19,21.63,-1,-1
14100932,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,572.8229,141009321,-1,-1,-1,-1,-1,-1,-1
14100932,2,3,80,1,0,0,-1,0,0,-1,0,-1,-1,2,572.8229,141009322,-1,-1,-1,-1,-1,-1,-1
14100933,1,2,70,2,2,785118,682,0,0,-1,0,-1,-1,1,98.1131,141009331,-1,-1,-1,-1,-1,-1,-1
14100934,1,1,60,2,1,716672,492,0,0,-1,0,-1,-1,1,219.2073,141009341,3,465,1030,9.7,23.62,-1,-1
14100935,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,354.6615,141009351,-1,-1,-1,-1,-1,-1,-1
14100935,2,3,70,1,0,0,-1,0,0,-1,0,-1,-1,3,354.6615,141009352,-1,-1,-1,-1,-1,-1,-1
14100936,1,1,60,1,1,236560,2566,0,0,-1,0,-1,-1,1,276.7095,141009361,5,505,1030,17.77,30.03,-1,-1
14100936,2,1,50,2,1,829730,433,0,0,-1,0,-1,-1,1,276.7095,141009362,3,470,1020,5.39,20.2,-1,-1
14100936,3,7,14,1,0,0,-1,1,907036,235,-1,-1,-1,1,276.7095,141009363,-1,-1,-1,-1,-1,-1,-1
14100937,1,1,40,2,1,972485,954,0,0,-1,0,-1,-1,1,196.7025,141009371,3,635,1020,18.42,34.98,-1,-1
14100937,2,1,40,1,1,735353,531,0,0,-1,4,0,-1,1,196.7025,141009372,6,510,1060,6.01,23.46,-1,-1
14100937,3,8,2,1,0,0,-1,1,0,-1,-1,-1,-1,-1,196.7025,141009373,-1,-1,-1,-1,-1,-1,-1
14100938,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,158.1428,141009381,-1,-1,-1,-1,-1,-1,-1
14100938,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,158.1428,141009382,-1,-1,-1,-1,-1,-1,-1
14100939,1,2,40,2,2,673572,514,0,0,-1,0,-1,-1,1,83.7353,141009391,4,710,990,8.49,23.27,-1,-1
14100939,2,1,50,2,1,828880,511,0,0,-1,3,1,-1,3,83.7353,141009392,6,530,1350,8.19,25.52,-1,-1
14100940,1,1,21,1,1,1214017,1733,0,0,-1,0,0,-1,1,489.5959,141009401,-1,-1,-1,-1,-1,-1,-1
14100940,2,1,21,2,1,1103539,1792,0,0,-1,0,-1,-1,1,489.5959,141009402,3,525,1020,1.95,7.72,-1,-1
14100941,1,1,60,2,1,902737,873,0,0,-1,4,0,-1,1,109.507,141009411,5,335,880,35.07,47.25,-1,-1
14100942,1,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,31.1832,141009421,3,505,640,-1,-1,-1,-1
14100943,1,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,201.1661,141009431,-1,-1,-1,-1,-1,-1,-1
14100943,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,2,201.1661,141009432,-1,-1,-1,-1,-1,-1,-1
14100943,3,4,30,1,0,0,-1,0,0,-1,0,-1,-1,2,201.1661,141009433,-1,-1,-1,-1,-1,-1,-1
14100944,1,3,90,1,0,0,-1,0,0,-1,0,-1,-1,1,87.6761,141009441,-1,-1,-1,-1,-1,-1,-1
14100944,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,3,87.6761,141009442,-1,-1,-1,-1,-1,-1,-1
14100945,1,1,40,2,1,1239352,510,0,0,-1,0,0,-1,1,19.8199,141009451,3,450,1050,5.65,21.04,-1,-1
14100946,1,1,50,1,1,1161261,457,0,0,-1,0,-1,-1,1,61.4777,141009461,3,415,1150,0.48,10.29,-1,-1
14100947,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,79.1727,141009471,-1,-1,-1,-1,-1,-1,-1
14100948,1,2,70,2,2,0,-1,0,0,-1,0,-1,-1,1,26.8635,141009481,-1,-1,-1,-1,-1,-1,-1
14100948,2,1,70,1,1,1067909,584,0,0,-1,5,0,-1,2,26.8635,141009482,1,750,1140,0.79,7.7,-1,-1
14100949,1,1,60,2,1,0,-1,0,0,-1,0,-1,-1,1,48.3051,141009491,-1,-1,-1,-1,-1,-1,-1
14100950,1,1,30,1,1,735336,521,0,0,-1,3,0,-1,1,55.4402,141009501,1,500,1045,1.61,16.47,-1,-1
14100950,2,1,30,2,1,718225,453,0,0,-1,5,0,-1,1,55.4402,141009502,9,355,845,1.94,15.6,-1,-1
14100951,1,1,40,1,1,0,-1,0,0,-1,0,-1,-1,1,60.0602,141009511,-1,-1,-1,-1,-1,-1,-1
14100952,1,1,40,1,1,871724,1663,0,0,-1,3,1,-1,1,73.1023,141009521,6,540,1135,10.75,25.87,-1,-1
14100953,1,4,50,1,0,0,-1,0,0,-1,0,-1,-1,1,64.282,141009531,-1,-1,-1,-1,-1,-1,-1
14100954,1,1,40,1,1,1078973,1551,0,0,-1,3,-1,-1,1,48.9302,141009541,9,560,1085,10.63,25.68,-1,-1
14100955,1,1,50,1,1,1052376,631,0,0,-1,4,0,-1,1,36.9205,141009551,6,450,880,1.9,14.12,-1,-1
14100955,2,4,50,2,0,0,-1,0,0,-1,0,-1,-1,2,36.9205,141009552,-1,-1,-1,-1,-1,-1,-1
14100956,1,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,72.6277,141009561,-1,-1,-1,-1,-1,-1,-1
14100957,1,1,30,1,1,828891,522,0,0,-1,4,0,-1,1,87.9326,141009571,6,630,1125,1.93,16.76,-1,-1
14100958,1,1,40,1,1,1171511,272,0,0,-1,0,-1,-1,1,78.7879,141009581,-1,-1,-1,-1,-1,-1,-1
14100959,1,1,30,2,1,829038,469,0,0,-1,3,1,-1,1,109.6879,141009591,1,480,1030,1.95,13.64,-1,-1
14100959,2,1,30,1,1,0,-1,0,0,-1,0,-1,-1,1,109.6879,141009592,-1,-1,-1,-1,-1,-1,-1
14100960,1,2,60,2,2,0,-1,0,0,-1,0,-1,-1,1,66.5095,141009601,-1,-1,-1,-1,-1,-1,-1
14100960,2,2,70,1,2,0,-1,0,0,-1,0,-1,-1,1,66.5095,141009602,-1,-1,-1,-1,-1,-1,-1
14100961,1,2,40,2,2,797163,302,2,797163,302,2,0,-1,1,120.244,141009611,6,680,1005,1.01,12.05,-1,-1
14100962,1,1,40,2,1,1067459,1616,0,0,-1,3,1,-1,1,57.0085,141009621,6,490,1000,13.29,25.49,-1,-1
14100963,1,1,30,2,1,674256,1353,0,0,-1,5,-1,-1,1,72.6544,141009631,-1,-1,-1,-1,-1,-1,-1
14100964,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,166.1467,141009641,-1,-1,-1,-1,-1,-1,-1
14100965,1,1,30,2,1,735369,538,0,0,-1,3,0,-1,1,90.0079,141009651,-1,-1,-1,-1,-1,-1,-1
14100966,1,2,70,1,2,828972,525,0,0,-1,5,0,-1,1,47.3611,141009661,3,1075,1155,2.81,16.09,-1,-1
14100966,2,1,60,2,1,735382,545,0,0,-1,0,0,-1,2,47.3611,141009662,3,900,995,3.25,17.69,-1,-1
14100967,1,2,60,2,2,0,-1,0,0,-1,0,0,-1,1,102.8096,141009671,-1,-1,-1,-1,-1,-1,-1
14100968,1,4,50,2,0,0,-1,0,0,-1,0,-1,-1,1,580.9842,141009681,-1,-1,-1,-1,-1,-1,-1
14100968,2,7,14,1,0,0,-1,1,1226823,1513,6,-1,-1,2,580.9842,141009682,-1,-1,-1,-1,-1,8.51,1.81
14100969,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,130.3226,141009691,-1,-1,-1,-1,-1,-1,-1
14100970,1,1,50,1,1,1179496,1663,0,0,-1,0,1,-1,1,126.5715,141009701,3,525,1140,2.87,10.22,-1,-1
14100970,2,1,50,2,1,1179496,1663,0,0,-1,0,1,-1,2,126.5715,141009702,3,415,945,2.87,10,-1,-1
14100971,1,1,30,1,1,1067449,1615,0,0,-1,0,-1,-1,1,1569.102,141009711,3,535,1020,2.04,8.24,-1,-1
14100971,2,1,30,2,1,1057255,780,0,0,-1,0,-1,-1,3,1569.102,141009712,3,470,975,15.76,30.45,-1,-1
14100971,3,1,30,2,1,943968,1532,0,0,-1,0,-1,-1,3,1569.102,141009713,4,450,1010,3.59,10.3,-1,-1
14100971,4,1,30,1,1,749194,1517,0,0,-1,0,-1,-1,3,1569.102,141009714,-1,-1,-1,-1,-1,-1,-1
14100971,5,1,30,1,1,1000457,1797,0,0,-1,0,-1,-1,3,1569.102,141009715,3,450,990,14.06,23.8,-1,-1
14100971,6,2,30,1,2,1057255,780,0,0,-1,0,-1,-1,3,1569.102,141009716,3,470,720,15.76,30.45,-1,-1
14100971,7,1,30,1,1,932516,1551,0,0,-1,3,0,-1,3,1569.102,141009717,6,585,1050,3.03,11.11,-1,-1
14100972,1,1,21,1,1,751649,282,0,0,-1,5,0,-1,1,81.7082,141009721,3,540,1045,15,36.79,-1,-1
14100972,2,1,21,1,1,112220,2296,0,0,-1,0,-1,-1,2,81.7082,141009722,3,450,1080,12.09,21.53,-1,-1
14100972,3,1,21,2,1,837202,1794,0,0,-1,0,-1,-1,1,81.7082,141009723,-1,-1,-1,-1,-1,-1,-1
14100973,1,1,40,1,1,0,-1,0,0,-1,0,0,-1,1,109.3501,141009731,-1,-1,-1,-1,-1,-1,-1
14100973,2,5,30,2,1,931417,1007,1,0,-1,5,0,-1,3,109.3501,141009732,-1,-1,-1,-1,-1,-1,-1
14100974,1,1,60,1,1,894290,257,0,0,-1,0,-1,-1,1,75.1606,141009741,3,395,975,21.44,70.16,-1,-1
14100974,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,2,75.1606,141009742,-1,-1,-1,-1,-1,-1,-1
14100975,1,1,30,2,1,287472,3686,0,0,-1,0,-1,-1,1,58.5315,141009751,-1,-1,-1,-1,-1,-1,-1
14100975,2,1,40,1,1,306937,3694,0,0,-1,0,-1,-1,1,58.5315,141009752,-1,-1,-1,-1,-1,-1,-1
14100976,1,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,71.2378,141009761,-1,-1,-1,-1,-1,-1,-1
14100977,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,163.0737,141009771,-1,-1,-1,-1,-1,-1,-1
14100977,2,5,30,1,0,0,-1,1,1078623,553,0,-1,-1,3,163.0737,141009772,-1,-1,-1,-1,-1,-1,-1
14100978,1,1,60,1,1,735340,521,0,0,-1,3,1,-1,1,32.0528,141009781,-1,-1,-1,-1,-1,-1,-1
14100978,2,1,40,2,1,0,-1,0,0,-1,0,-1,-1,2,32.0528,141009782,6,525,600,-1,-1,-1,-1
14100979,1,5,40,2,1,735376,542,1,1078623,552,3,0,-1,1,41.1273,141009791,3,440,1110,1.74,13.71,-1,-1
14100980,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,159.8243,141009801,-1,-1,-1,-1,-1,-1,-1
14100980,2,3,80,1,0,0,-1,0,0,-1,0,-1,-1,3,159.8243,141009802,-1,-1,-1,-1,-1,-1,-1
14100981,1,2,60,1,2,0,-1,0,0,-1,0,-1,-1,1,79.0611,141009811,4,605,695,-1,-1,-1,-1
14100981,2,1,60,2,1,1114940,596,0,0,-1,5,-1,-1,3,79.0611,141009812,-1,-1,-1,-1,-1,-1,-1
14100982,1,1,50,2,1,1078365,552,0,0,-1,0,-1,-1,1,60.688,141009821,3,330,820,2.45,11.71,-1,-1
14100983,1,1,30,1,1,716679,485,0,0,-1,5,-1,-1,1,100.0869,141009831,-1,-1,-1,-1,-1,-1,-1
14100984,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,133.4738,141009841,-1,-1,-1,-1,-1,-1,-1
14100984,2,3,70,2,0,0,-1,0,0,-1,0,-1,-1,2,133.4738,141009842,-1,-1,-1,-1,-1,-1,-1
14100985,1,1,40,1,1,1179496,1663,0,0,-1,4,-1,-1,1,295.653,141009851,5,550,1040,9.13,24.06,-1,-1
14100985,2,1,50,2,1,0,-1,0,0,-1,0,-1,-1,3,295.653,141009852,4,735,910,-1,-1,-1,-1
14100985,3,6,17,2,0,0,-1,1,834239,1603,5,-1,-1,2,295.653,141009853,-1,-1,-1,-1,-1,20.4,7.08
14100985,4,7,14,1,0,0,-1,1,834239,1603,5,-1,-1,3,295.653,141009854,-1,-1,-1,-1,-1,20.4,7.08
14100986,1,1,60,2,1,829775,438,0,0,-1,0,0,-1,1,145.5294,141009861,4,545,785,1.26,10.96,-1,-1
14100986,2,1,60,1,1,829775,0,0,0,-1,0,0,-1,1,145.5294,141009862,5,660,855,-1,-1,-1,-1
14100987,1,2,50,2,2,0,-1,0,0,-1,0,-1,-1,1,156.0818,141009871,-1,-1,-1,-1,-1,-1,-1
14100987,2,1,40,1,1,1029506,1611,0,0,-1,0,0,-1,2,156.0818,141009872,4,480,960,12.64,26.69,-1,-1
14100987,3,7,8,1,0,0,-1,1,725564,385,-1,-1,-1,2,156.0818,141009873,-1,-1,-1,-1,-1,-1,-1
14100987,4,7,8,1,0,0,-1,1,1580,386,-1,-1,-1,2,156.0818,141009874,-1,-1,-1,-1,-1,-1,-1
14100988,1,1,40,2,1,718321,446,0,0,-1,0,-1,-1,1,114.0092,141009881,5,540,1020,2.26,15.08,-1,-1
14100988,2,1,40,2,1,789505,1547,0,0,-1,0,-1,-1,3,114.0092,141009882,3,500,1040,10.31,24.84,-1,-1
14100988,3,8,2,1,0,0,-1,1,0,-1,-1,-1,-1,-1,114.0092,141009883,-1,-1,-1,-1,-1,-1,-1
14100988,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,114.0092,141009884,-1,-1,-1,-1,-1,-1,-1
14100989,1,1,50,2,1,1117583,1544,0,0,-1,0,-1,-1,1,100.4806,141009891,3,605,1095,9.14,24.78,-1,-1
14100990,1,1,50,1,1,1115608,428,0,0,-1,0,-1,-1,1,75.9405,141009901,-1,-1,-1,-1,-1,-1,-1
14100991,1,1,60,1,1,1067461,1615,0,0,-1,3,-1,-1,1,140.9871,141009911,9,465,1010,14.41,32.93,-1,-1
