rectype,qno,pernum,final,perstype,samptyp,sex,age,agerng,age18,relat,ldrv,wkrstat,wrkr,nowrk,transit,tpass,ptype1,ptype2,ptype3,fvalue1,fvalue2,fvalue3,fvalue1c,fvalue2c,fvalue3c,pcost1,pcost2,pcost3,cost1c,cost2c,cost3c,edu,sstatus,stype,scnty,scity,sstate,szip,staz,stract,disabl,homeact1,homeact2,homeact3,homeact4,attd1a,attd1b,attd1c,attd1d,attd1e,attd1f,attd1g,attd1h,attd1i,attd1j,attd2a,attd2b,attd2c,attd2d,attd2e,attd2f,attd3,proxy,proxynum,assure,gps,spsrecv,spscompl,expfac2
2,7785,2,1,3,1,2,69,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,66.21
2,7798,1,1,3,1,1,83,10,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2,2,2,2,2,10,10,10,5,9,8,8,5,8,10,1,10,1,1,10,10, ,1, ,1, , , ,122.91
2,7798,2,1,3,1,2,83,10,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,122.91
2,7798,3,1,1,1,1,59,8,1,2,1,1,1, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,122.91
2,7803,1,1,1,1,2,58,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,5,8,10,5,8,8,1,1,5,10,10,7,5,9,8,5,1, ,1, , , ,95.22
2,7803,2,1,1,1,2,56,8,1,6,1,1,1, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,1,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,95.22
2,7809,1,1,3,1,1,72,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,52.14
2,7809,2,1,3,1,2,70,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,52.14
2,7822,1,1,1,1,1,46,7,1,0,1,1,1, ,1,1,33, , ,-98, , , , , ,-97, , ,9, , ,3, , , , , , , , ,2,2,1,1,2,9,5,9,9,5,5,5,3,5,7,7,7,5,5,5,7,9,1, ,1, , , ,144.1
2,7823,1,1,3,1,1,88,11,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,202.72
2,7828,1,1,1,1,1,56,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,62.62
2,7828,2,1,1,1,2,57,8,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,62.62
2,7843,1,1,3,1,2,65,9,1,0,1,2,4, ,1,1,26,25, ,-97,-98, ,4, , ,.75,.75, ,4,4, ,3, , , , , , , , ,1,2,2,2,2,99,10,10,10,10,8,6,5,99,10,10,9,6,6,6,9, ,1, ,1, , , ,202.87
2,7843,2,1,1,1,2,47,7,1,2,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,202.87
2,7848,1,1,4,1,2,63,8,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,4,10,10,8,6,4,5,5,9,8,8,6,5,8,8, ,1, ,1, , , ,351.12
2,7848,2,1,2,1,1,62,8,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,351.12
2,7849,1,1,3,1,2,70,9,1,0,1,2,4, ,2,1,4, , ,-97, , ,96, , ,3, , ,3, , ,6, , , , , , , , ,2,2,2,1,1,99,6,10,8,2,10,8,1,3,5,8,9,5,3,8,8, ,1, ,1, , , ,192.39
2,7849,2,1,3,1,1,72,9,1,1,1,2,4, ,2,1,4, , ,3, , ,3, , ,3, , ,3, , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,192.39
2,7860,1,1,1,1,1,38,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,5,3,10,8,1,9,6,8,5,9,9,10,8,3,8,10,5,1, ,1, , , ,500.72
2,7860,2,1,1,1,1,38,6,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1,1,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,500.72
2,7883,1,1,1,1,1,43,6,1,0,1,1,1, ,1,1,15, , ,-98, , , , , ,24, , ,2, , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,98.36
2,7886,1,1,1,1,2,57,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,1,1,7,3,10,10,1,8,5,3,7,7,6,8,6,3,8,9,2,1, ,1, , , ,216.48
2,7886,2,1,5,1,2,18,4,1,2,1,99,5,98,1,1,1, , ,18, , ,2, , ,-99, , , , , ,1,1,2,1,SEATTLE,WA,98109,99,7100,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,216.48
2,7888,1,1,1,1,2,999,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,2,2,2,1,1,7,10,5,5,10,10,1,99,10,10,10,10,7,10,10,1,1, ,1, , , ,191.99
2,7913,1,1,4,1,1,44,6,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1,2,2,2,2,1,9,5,9,10,3,9,9,1,10,9,9,9,9,9,9, ,1, , ,1, , ,289.17
2,7955,1,1,5,1,2,50,7,1,0,1,2,5,2,2,2, , , , , , , , , , , , , , , ,5,1,3,1,COVINGTON,WA,98042,464,31702,2,2,2,1,2,1,6,6,10,8,5,7,6,1,7,8,10,8,7,10,10,9,1, ,1, , , ,261.4
2,7955,2,1,4,1,2,18,4,1,2,1,99,5,98,2,2, , , , , , , , , , , , , , , ,1, , , , , , , , ,2,2,1,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,261.4
2,7960,1,1,3,1,1,65,9,1,0,1,2,4, ,1,98, , , , , , , , , , , , , , , ,3, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,52.22
2,7960,2,1,4,1,2,64,8,1,1,1,2,4, ,1,98, , , , , , , , , , , , , , , ,3, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,52.22
2,7967,1,1,1,1,2,45,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,5,10,8,10,5,7,6,1,5,10,8,10,1,10,10,1,1, ,1, , , ,524.45
2,7967,2,1,1,1,1,55,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,524.45
2,7967,3,1,6,1,2,16,3,2,2,1,2,3, ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98406,699,61100,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,524.45
2,7967,4,1,5,1,2,20,4,1,2,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3,1,4,5,ELLENSBURG,WA,98926, , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,524.45
2,7976,1,1,4,1,2,61,8,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,1,1,2,2,8,10,10,7,6,6,8,7,10,8,9,6,7,9,6, ,1, ,1, , , ,350.06
2,7976,2,1,4,1,1,57,8,1,1,1,2,4, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,350.06
2,8005,1,1,4,1,2,52,7,1,0,1,2,5,2,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,2,2,1,5,10,4,1,10,8,2,1,10,10,10,8,10,10,8, ,1, ,1, , , ,339.27
2,8005,2,1,1,1,1,62,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,339.27
2,8010,1,1,1,1,2,39,6,1,0,1,1,1, ,1,1,1, , ,216, , ,6, , ,-97, , ,9, , ,5, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,363.73
2,8010,2,1,1,1,1,44,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,363.73
2,8018,1,1,1,1,1,46,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,359.94
2,8018,2,1,5,1,2,39,6,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,5,1,4,3,TACOMA,WA,98405,705,61400,2,99,99,99,99, , , , , , , , , , , , , , , , , ,1, , ,1, , ,359.94
2,8018,3,1,7,1,2,15,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,3,PUYALLUP,WA,98375,855,73107,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,359.94
2,8018,4,1,7,1,1,12,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,3,PUYALLUP,WA,98375,855,73107,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,359.94
2,8019,1,1,5,1,1,22,4,1,0,1,99,5,98,1,2, , , , , , , , , , , , , , , ,2,1,4,4,LYNNWOOD,WA,98036,588,51500,2,2,1,2,2,9,8,10,9,7,8,9,8,8,6,8,8,7,7,7,10,2,1, ,1, , , ,98.56
2,8019,2,1,4,1,1,58,8,1,5,1,99,5,98,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,98.56
2,8036,1,1,4,1,2,49,7,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,98,9,4,8,10,99,7,99,6,7,99,8,10,7,4,8,6, ,1, ,1, , , ,64.22
2,8036,2,1,1,1,1,40,6,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,64.22
2,8041,1,1,1,1,2,53,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,344
2,8041,2,1,1,1,1,53,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,344
2,8047,1,1,3,1,2,80,10,1,0,1,2,4, ,2,1,9, , ,-97, , ,8, , ,-97, , ,9, , ,7, , , , , , , , ,1,2,1,2,1,10,7,7,10,4,6,8,3,5,4,10,7,9,5,8,6, ,1, ,1, , , ,159.01
2,8047,2,1,3,1,1,85,11,1,1,2,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,159.01
2,8076,1,1,1,1,1,42,6,1,0,2,1,1, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,99,2,1,1,2,10,8,4,8,99,4,5,9,5,9,10,10,5,10,5,10,9,1, ,1, , , ,324.86
2,8097,1,1,2,1,2,61,8,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,10,10,10,1,10,10,1,10,10,10,10,10,10,10,10,9,1, ,1, , , ,416.17
2,8097,2,1,1,1,1,62,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,416.17
2,8100,1,1,1,1,1,53,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,427.68
2,8100,2,1,4,1,2,54,7,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,427.68
2,8100,3,1,7,1,2,15,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,6,1,SAMMAMISH,WA,98075,490,32209,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,427.68
2,8100,4,1,7,1,1,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,6,1,SAMMAMISH,WA,98075,490,32209,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,427.68
2,8101,1,1,3,1,2,66,9,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,10,4,8,9,2,5,8,8,5,7,10,5,5,3,8,6, ,1, ,1, , , ,136.77
2,8128,1,1,1,1,2,49,7,1,0,1,1,1, ,1,1,1, , ,108, , ,2, , ,54, , ,2, , ,2, , , , , , , , ,2,2,1,1,2,10,10,10,10,3,5,8,2,3,6,10,10,10,5,10,8,2,1, ,1, , , ,291.78
2,8128,2,1,3,1,1,82,10,1,4,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,291.78
2,8128,3,1,3,1,2,75,10,1,4,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,291.78
2,8128,4,1,7,1,2,15,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,4,EVERETT,WA,98203,544,41202,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,291.78
2,8133,1,1,4,1,2,62,8,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,99,10,8,10,5,5,7,8,99,7,8,10,7,5,7,5, ,1, ,1, , , ,88.61
2,8144,1,1,3,1,2,66,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,295.81
2,8144,2,1,2,1,1,69,9,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,295.81
2,8145,1,1,1,1,1,49,7,1,0,1,1,1, ,1,1,17, , ,4.75, , ,3, , ,-97, , ,9, , ,6, , , , , , , , ,2,2,1,1,2,8,6,9,10,3,9,10,9,7,8,10,9,8,7,8,8,4,1, ,1, , , ,156.13
2,8181,1,1,1,1,2,55,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,1,2,2,2,2,1,7,10,4,8,5,5,3,1,5,8,10,10,10,10,8,5,1, ,1, , , ,246.93
2,8181,2,1,1,1,1,58,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,246.93
2,8182,1,1,3,1,2,79,10,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,99,5,10,10,5,10,8,1,6,7,10,10,8,2,8,8, ,1, ,1, , , ,302.14
2,8192,1,1,3,1,2,77,10,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,98,1,2,2,10,8,10,9,6,8,8,9,99,99,9,8,7,2,8,8, ,1, ,1, , , ,141.12
2,8196,1,1,1,1,2,55,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2,8,4,8,10,3,10,9,8,8,10,10,7,6,4,6,7,2,1, ,1, , , ,400.92
2,8196,2,1,1,1,1,51,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,1,1,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,400.92
2,8196,3,1,6,1,2,17,3,2,2,1,1,2, ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SHORELINE,WA,98155,233,21100,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,400.92
2,8198,1,1,2,1,1,26,5,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3,1,3,5,BELLINGHAM,WA,98225, , ,2,2,2,1,1,5,10,10,9,2,8,7,5,3,3,10,10,9,10,7,8,1,1, ,1, , , ,452.84
2,8198,2,1,1,1,2,26,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,452.84
2,8198,3,1,8,1,1,3,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,452.84
2,8198,4,1,8,1,1,1,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,452.84
2,8201,1,1,1,1,2,50,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,1,2,2,1,6,7,8,5,5,6,3,5,6,9,8,5,6,7,10,1,1, ,1, , , ,109.09
2,8221,1,1,1,1,1,51,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,182.55
2,8221,2,1,1,1,2,51,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,182.55
2,8221,3,1,5,1,1,22,4,1,2,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3,1,4,1,SEATTLE,WA,98122,143,8400,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,182.55
2,8226,1,1,1,1,1,42,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,559.27
2,8226,2,1,2,1,2,34,5,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,559.27
2,8226,3,1,8,1,1,3,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,4,SNOHOMISH,WA,98290,625,52203,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,559.27
2,8227,1,1,2,1,2,56,8,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2,1,1,5,10,4,3,10,1,1,1,10,10,1,1,5,10,9,1, ,1, , , ,496.83
2,8227,2,1,7,1,2,15,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98405,698,61100,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,496.83
2,8234,1,1,3,1,2,65,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,98,2,1,2,1,5,6,6,6,6,6,1,2,10,6,10,10,10,10,6, ,1, ,1, , , ,227.8
2,8234,2,1,4,1,1,63,8,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,227.8
2,8240,1,1,3,1,2,71,9,1,0,1,2,4, ,1,1,26, , ,-98, , , , , ,3, , ,8, , ,2, , , , , , , , ,1,2,2,2,2,99,8,9,10,7,7,8,7,7,5,10,10,10,8,10,10, ,1, ,1, , , ,741.4
2,8241,1,1,1,1,1,36,6,1,0,1,1,1, ,1,1,17, , ,4.75, , ,3, , ,-97, , ,9, , ,7, , , , , , , , ,2,2,2,1,2,10,8,8,8,2,8,8,8,9,6,8,8,8,5,6,8,5,1, ,1, , , ,129.55
2,8241,2,1,1,1,2,34,5,1,1,1,1,1, ,1,1,17, , ,-98, , , , , ,-97, , ,9, , ,7, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,129.55
2,8245,1,1,3,1,2,80,10,1,0,1,2,4, ,2,1,4, , ,-97, , ,13, , ,-97, , ,9, , ,6, , , , , , , , ,1,2,2,2,2,10,3,10,10,99,8,7,1,10,6,9,10,6,3,8,10, ,1, ,1, , , ,150.58
2,8254,1,1,4,1,2,32,5,1,0,1,2,5,98,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8254,2,1,4,1,1,31,5,1,1,1,2,5,99,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8254,3,1,7,1,1,14,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,GIG HARBOR,WA,98335,830,72405,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8254,4,1,7,1,1,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,GIG HARBOR,WA,98335,830,72405,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8254,5,1,7,1,2,9,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,GIG HARBOR,WA,98335,830,72405,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8254,6,1,8,1,1,2,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,843.74
2,8258,1,1,3,1,2,77,10,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,248.8
2,8258,2,1,3,1,1,85,11,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,98, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,248.8
2,8262,1,1,4,1,2,999,7,1,0,2,99,5,98,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,1,2,2,2,2,1,9,10,10,1,5,10,5,10,10,8,8,8,10,7,8, ,1, ,1, , , ,461.93
2,8274,1,1,1,1,2,48,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,98,98,98,98,3,6,8,8,3,5,5,5,9,8,8,6,6,5,10,8,5,1, ,1, , , ,150.24
2,8275,1,1,4,1,2,25,5,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2,9,8,10,8,4,5,8,10,4,8,7,10,6,2,10,8, ,1, ,1, , , ,495.51
2,8275,2,1,1,1,1,26,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,495.51
2,8293,1,1,2,1,2,46,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,350.76
2,8293,2,1,7,1,2,10,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,1,BOTHELL,WA,98011,247,22001,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,350.76
2,8293,3,1,7,1,2,7,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,BOTHELL,WA,98011,247,22001,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,350.76
2,8302,1,1,1,1,1,33,5,1,0,1,1,1, ,2,1,17, , ,-98, , , , , ,-97, , ,9, , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,134.54
2,8302,2,1,1,1,2,33,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,1,1,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,134.54
2,8302,3,1,8,1,1,2,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,1,SEATTLE,WA,98103,36,2800,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,134.54
2,8305,1,1,1,1,1,61,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,2,4,10,3,9,6,8,1,2,10,10,10,10,8,10,8,5,1, ,1, , , ,215.17
2,8305,2,1,2,1,2,60,8,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,215.17
2,8309,1,1,1,1,2,36,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,1,7,3,2,5,9,1,7,5,7,6,9,5,10,10,3,1, ,1, , , ,182.55
2,8329,1,1,1,1,2,72,9,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1,1,1,2,1,1,10,1,10,10,9,1,1,10,1,10,10,10,10,10,9,1, ,1, , , ,311.32
2,8329,2,1,3,1,1,73,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,1, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,311.32
2,8338,1,1,4,1,2,50,7,1,0,1,99,5,98,2,1,30, , ,700, , ,3, , ,700, , ,3, , ,5, , , , , , , , ,1,2,2,2,2,10,10,10,5,10,5,10,1,10,10,5,10,5,10,10,10, ,1, ,1, , , ,295.9
2,8347,1,1,5,1,2,28,5,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,2,1,5,1,BELLEVUE,WA,98007,281,23401,2,2,1,1,1,2,5,10,10,10,5,5,7,1,10,3,3,10,10,5,10,2,1, ,1, , , ,469.24
2,8347,2,1,1,1,1,32,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,469.24
2,8347,3,1,8,1,2,1,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,469.24
2,8372,1,1,1,1,2,34,5,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,1,2,4,8,10,9,8,10,8,6,10,7,9,9,8,7,9,10,2,1, ,1, , , ,633.31
2,8372,2,1,1,1,1,33,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,633.31
