,recordID,personID,tripID_x,tripnum,total_trip,Last,college,place_start,place_end,olat,olng,dlat,dlng,address_start,cnty_start,city_start,zip_start,state_start,address_end,cnty_end,city_end,zip_end,state_end,time_start_mam,time_start_hhmm,time_start_past,time_end_mam,time_end_hhmm,time_end_past,trip_dur_reported,gdist,gtime,implied_speed_mph,a_dur,o_purpose,d_purpose,mode,travelers_total,vehicle,driver,toll,pool_start,change_vehicles,park,park_off,park_campus_area,park_campus_lot,bikeshare,taxi_type,taxi_fare,mode_acc,mode_egr,transitsystem1,transitsystem2,transitsystem3,transitsystem4,transitsystem5,transitsystem6,transitline1,transitline2,transitline3,transitline4,transitline5,transitline6,mode_old,traveldate,linked_flag,tripID_y,set_size
1727,B01324,301791,30179102,2,6,,2,WORK AT SEATTLE OUTLETS,BUS STOP,48.094514,-122.188643,48.075576,-122.176006,10600 QUIL CEDA BLVD,4,TULALIP,98271,WA,OLD HIGHWAY 99 / 88TH ST NE,4,MARYSVILLE,98270,WA,910,15:10,,955,15:55,,45,2.37,6.0,3.0,15,3,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29-Oct-14,30179101,3,3
1726,B01325,301791,30179103,3,6,,2,BUS STOP,BUS STOP,48.075576,-122.176006,48.006272,-122.196874,OLD HIGHWAY 99 / 88TH ST NE,4,MARYSVILLE,98270,WA,  840 N BROADWAY,4,EVERETT,98201,WA,970,16:10,,1000,16:40,,30,6.02,9.0,12.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,14.0,,,,,,7.0,29-Oct-14,30179101,3,3
1728,B01326,301791,30179104,4,6,,2,BUS STOP,CLASS AT EVCC,48.006272,-122.196874,48.006756,-122.20465,  840 N BROADWAY,4,EVERETT,98201,WA, 2000 TOWER ST,4,EVERETT,98201,WA,1000,16:40,,1015,16:55,,15,0.4,8.0,2.0,135,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29-Oct-14,30179101,3,3
2007,B02775,301862,30186201,1,13,,3,HOME (OFF-CAMPUS),BUS STOP,47.289061,-122.220836,47.28943,-122.221273,  604 CEDAR DR SE,1,AUBURN,98002,WA,F ST SE / CEDAR DR,1,AUBURN,98002,WA,485,8:05,,490,8:10,,5,0.03,0.0,0.0,0,1,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,31-Oct-14,30186201,3,3
2005,B02776,301862,30186202,2,13,,3,BUS STOP,BUS STOP,47.28943,-122.221273,47.315254,-122.177842,F ST SE / CEDAR DR,1,AUBURN,98002,WA,SE 320TH ST / 122ND AVE SE,1,AUBURN,98092,WA,490,8:10,,530,8:50,,40,4.41,10.0,7.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,3.0,,,,,175.0,176.0,,,,,7.0,31-Oct-14,30186201,3,3
2006,B02777,301862,30186203,3,13,,3,BUS STOP,CLASS,47.315254,-122.177842,47.313323,-122.179033,SE 320TH ST / 122ND AVE SE,1,AUBURN,98092,WA,12401 SE 320TH ST,1,AUBURN,98092,WA,530,8:50,,535,8:55,,5,0.14,1.0,2.0,175,2,2,7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31-Oct-14,30186201,3,3
2282,B02778,301862,30186204,4,13,,3,CLASS,BUS STOP,47.313323,-122.179033,47.315254,-122.177842,12401 SE 320TH ST,1,AUBURN,98092,WA,SE 320TH ST / 122ND AVE SE,1,AUBURN,98092,WA,710,11:50,,715,11:55,,5,0.33,2.0,4.0,0,2,17,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31-Oct-14,30186202,3,3
2281,B02779,301862,30186205,5,13,,3,BUS STOP,BUS STOP,47.315254,-122.177842,47.307969,-122.216407,SE 320TH ST / 122ND AVE SE,1,AUBURN,98092,WA,E MAIN ST / K ST NE,1,AUBURN,98002,WA,715,11:55,,735,12:15,,20,3.31,7.0,10.0,0,17,17,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,176.0,,,,,,7.0,31-Oct-14,30186202,3,3
2283,B02780,301862,30186206,6,13,,3,BUS STOP,AUBURN HIGH SCHOOL,47.307969,-122.216407,47.308223,-122.219642,E MAIN ST / K ST NE,1,AUBURN,98002,WA,  803 E MAIN ST,1,AUBURN,98002,WA,735,12:15,,740,12:20,,5,0.14,0.0,2.0,80,17,17,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31-Oct-14,30186202,3,3
2650,B02783,301862,30186209,9,13,,3,SAFEWAY,BUS STOP,47.306277,-122.227254,47.305653,-122.228601,  101 AUBURN WAY S,1,AUBURN,98002,WA,2ND ST SE / A ST SE,1,AUBURN,98002,WA,845,14:05,,850,14:10,,5,0.13,1.0,2.0,5,5,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31-Oct-14,30186203,3,3
2649,B02784,301862,30186210,10,13,,3,BUS STOP,BUS STOP,47.305653,-122.228601,47.289411,-122.22124,2ND ST SE / A ST SE,1,AUBURN,98002,WA,F ST SE / CEDAR DR,1,AUBURN,98002,WA,855,14:15,,870,14:30,,15,1.49,3.0,6.0,0,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,175.0,,,,,,7.0,31-Oct-14,30186203,3,3
2651,B02785,301862,30186211,11,13,,3,BUS STOP,HOME (OFF-CAMPUS),47.289411,-122.22124,47.289061,-122.220836,F ST SE / CEDAR DR,1,AUBURN,98002,WA,  604 CEDAR DR SE,1,AUBURN,98002,WA,870,14:30,,875,14:35,,5,0.02,0.0,0.0,160,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,31-Oct-14,30186203,3,3
105,B08380,301887,30188701,1,8,,5,HOME (OFF-CAMPUS),TRANSIT CENTER,47.34542,-122.578521,47.239868,-122.428118,96TH ST NW / CRESCENT VALLEY DR NW,3,GIG HARBOR,98332,WA, 2501 E D ST,3,TACOMA,98421,WA,295,4:55,,330,5:30,,35,14.53,20.0,25.0,15,1,15,1,,1.0,,6.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,4-Nov-14,30188701,3,3
104,B08381,301887,30188702,2,8,,5,TRANSIT CENTER,BUS STOP,47.239868,-122.428118,47.659779,-122.311986, 2501 E D ST,3,TACOMA,98421,WA,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,345,5:45,,405,6:45,,60,36.04,41.0,36.0,0,15,3,8,1.0,,,,,,,,,,,,,1.0,5.0,12.0,,,,,,410.0,,,,,,7.0,4-Nov-14,30188701,3,3
106,B08382,301887,30188703,3,8,,5,BUS STOP,WORK (ON-CAMPUS),47.659779,-122.311986,47.652582,-122.313404,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA, 3765 15TH AVE NE,1,SEATTLE,98105,WA,405,6:45,,415,6:55,,10,0.52,2.0,3.0,325,3,3,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4-Nov-14,30188701,3,3
80,B08385,301887,30188706,6,8,,5,LECTURE HALL,BUS STOP,47.65663,-122.309154,47.659779,-122.311986, 4069 SPOKANE LN,1,SEATTLE,98195,WA,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,1010,16:50,,1020,17:00,,10,0.53,3.0,3.0,35,2,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4-Nov-14,30188705,3,3
78,B08386,301887,30188707,7,8,,5,BUS STOP,TRANSIT CENTER,47.659779,-122.311986,47.239868,-122.428118,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA, 2501 E D ST,3,TACOMA,98421,WA,1055,17:35,,1120,18:40,,65,36.61,40.0,34.0,10,15,15,8,6.0,,,,,,,,,,,,,1.0,5.0,12.0,,,,,,410.0,,,,,,7.0,4-Nov-14,30188705,3,3
79,B08387,301887,30188708,8,8,1.0,5,TRANSIT CENTER,HOME (OFF-CAMPUS),47.239868,-122.428118,47.34542,-122.578521, 2501 E D ST,3,TACOMA,98421,WA,96TH ST NW / CRESCENT VALLEY DR NW,3,GIG HARBOR,98332,WA,1130,18:50,,1170,19:30,,40,13.99,19.0,21.0,450,15,1,1,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,4-Nov-14,30188705,3,3
911,B09054,302009,30200904,4,7,,5,UW KANE HALL,BUS STOP,47.65663,-122.309154,47.655068,-122.310885, 4069 SPOKANE LN,1,SEATTLE,98195,WA,GRANT LN / STEVENS WAY,1,SEATTLE,98105,WA,1010,16:50,,1015,16:55,,5,0.13,4.0,2.0,0,2,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4-Nov-14,30200903,3,3
909,B09055,302009,30200905,5,7,,5,BUS STOP,LYNNWOOD TRANSIT CENTER,47.655068,-122.310885,47.815268,-122.295405,GRANT LN / STEVENS WAY,1,SEATTLE,98105,WA,20100 48TH AVE W,4,LYNNWOOD,98036,WA,1015,16:55,,1055,17:35,,40,12.85,18.0,19.0,0,15,15,8,1.0,,,,,,,,,,,,,1.0,5.0,1.0,,,,,,43.0,,,,,,7.0,4-Nov-14,30200903,3,3
910,B09056,302009,30200906,6,7,,5,LYNNWOOD TRANSIT CENTER,COSTCO,47.815268,-122.295405,47.825377,-122.309799,20100 48TH AVE W,4,LYNNWOOD,98036,WA,19105 HIGHWAY 99,4,LYNNWOOD,98036,WA,1055,17:35,,1070,17:50,,15,1.37,5.0,5.0,40,15,5,3,2.0,2.0,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4-Nov-14,30200903,3,3
588,B09058,302010,30201001,1,15,,5,HOME (OFF-CAMPUS),MEET CARPOOL,47.925746,-122.27513,47.929403,-122.276003, 3003 W CASINO RD,4,EVERETT,98204,WA, 3003 W CASINO RD,4,EVERETT,98204,WA,515,8:35,,520,8:40,,5,0.15,1.0,2.0,0,1,15,3,2.0,1.0,1.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,4-Nov-14,30201001,4,4
586,B09059,302010,30201002,2,15,,5,MEET CARPOOL,MARINER PARK & RIDE,47.929403,-122.276003,47.879938,-122.238125, 3003 W CASINO RD,4,EVERETT,98204,WA,4TH AVE W,4,EVERETT,98204,WA,520,8:40,,535,8:55,,15,4.6,10.0,18.0,5,15,15,3,2.0,1.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,4-Nov-14,30201001,4,4
585,B09060,302010,30201003,3,15,,5,MARINER PARK & RIDE,BUS STOP,47.879938,-122.238125,47.659756,-122.309759,4TH AVE W,4,EVERETT,98204,WA,W STEVENS WAY NE / MEMORIAL WAY NE,1,SEATTLE,98105,WA,540,9:00,,590,9:50,,50,18.12,23.0,22.0,5,15,17,8,6.0,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,44.0,,,,,,7.0,4-Nov-14,30201001,4,4
587,B09061,302010,30201004,4,15,,5,BUS STOP,HUB,47.659756,-122.309759,47.655481,-122.305098,W STEVENS WAY NE / MEMORIAL WAY NE,1,SEATTLE,98105,WA, 4001 W STEVENS WAY NE,1,SEATTLE,98195,WA,595,9:55,,600,10:00,,5,0.46,2.0,6.0,20,17,17,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4-Nov-14,30201001,4,4
549,B09067,302010,30201010,10,15,,5,ARCHITECTURE BUILDING,BUS STOP,47.65465,-122.310795,47.655094,-122.310896,W STEVENS WAY NE / NE GRANT LN,1,SEATTLE,98195,WA,GRANT LN / STEVENS WAY,1,SEATTLE,98105,WA,950,15:50,,955,15:55,,5,0.05,0.0,1.0,5,2,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4-Nov-14,30201005,3,3
547,B09068,302010,30201011,11,15,,5,BUS STOP,MARINER PARK & RIDE,47.655094,-122.310896,47.879938,-122.238125,GRANT LN / STEVENS WAY,1,SEATTLE,98105,WA,4TH AVE W,4,EVERETT,98204,WA,960,16:00,,1000,16:40,,40,18.55,24.0,28.0,10,15,15,8,6.0,,,,,,,,,,,,,1.0,5.0,1.0,,,,,,44.0,,,,,,7.0,4-Nov-14,30201005,3,3
548,B09069,302010,30201012,12,15,,5,MARINER PARK & RIDE,HOME (OFF-CAMPUS),47.879938,-122.238125,47.925284,-122.273023,4TH AVE W,4,EVERETT,98204,WA,  303 W CASINO RD,4,EVERETT,98204,WA,1010,16:50,,1030,17:10,,20,4.73,11.0,14.0,50,15,1,3,2.0,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,4-Nov-14,30201005,3,3
399,B09335,302057,30205701,1,15,,5,HOME (OFF-CAMPUS),STREET PARKING,47.817811,-122.188655,47.661281,-122.284746, 3301 198TH PL SE,4,BOTHELL,98012,WA,NE 45TH ST / 40TH AVE NE,1,SEATTLE,98105,WA,425,7:05,,485,8:05,,60,21.99,30.0,22.0,0,1,2,1,,1.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30205701,4,4
401,B09336,302057,30205702,2,15,,5,STREET PARKING,BUS STOP,47.661281,-122.284746,47.662757,-122.285208,NE 45TH ST / 40TH AVE NE,1,SEATTLE,98105,WA,SAND POINT WAY NE / 40TH AVE NE,1,SEATTLE,98105,WA,485,8:05,,490,8:10,,5,0.23,1.0,3.0,0,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205701,4,4
400,B09337,302057,30205703,3,15,,5,BUS STOP,BUS STOP,47.662757,-122.285208,47.655102,-122.310921,SAND POINT WAY NE / 40TH AVE NE,1,SEATTLE,98105,WA,NE GRANT LN / W STEVENS WAY NE,1,SEATTLE,98195,WA,490,8:10,,505,8:25,,15,1.76,5.0,7.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,115.0,,,,,,7.0,5-Nov-14,30205701,4,4
402,B09338,302057,30205704,4,15,,5,BUS STOP,GOWEN HALL,47.655102,-122.310921,47.656415,-122.307842,NE GRANT LN / W STEVENS WAY NE,1,SEATTLE,98195,WA,NE SKAGIT LN / SPOKANE LN NE,1,SEATTLE,98195,WA,505,8:25,,515,8:35,,10,0.17,4.0,2.0,85,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205701,4,4
1252,B09342,302057,30205708,8,15,,5,RAITT HALL,BUS STOP,47.657912,-122.307254,47.655102,-122.310921, 1901 CHELAN LN,1,SEATTLE,98195,WA,NE GRANT LN / W STEVENS WAY NE,1,SEATTLE,98195,WA,725,12:05,,730,12:10,,5,0.26,4.0,4.0,0,2,8,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205704,4,4
1251,B09343,302057,30205709,9,15,,5,BUS STOP,BUS STOP,47.655102,-122.310921,47.662757,-122.285208,NE GRANT LN / W STEVENS WAY NE,1,SEATTLE,98195,WA,SAND POINT WAY NE / 40TH AVE NE,1,SEATTLE,98105,WA,730,12:10,,740,12:20,,10,1.77,5.0,11.0,0,8,8,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,115.0,,,,,,7.0,5-Nov-14,30205704,4,4
1253,B09344,302057,30205710,10,15,,5,BUS STOP,STREET PARKING,47.662757,-122.285208,47.661281,-122.284746,SAND POINT WAY NE / 40TH AVE NE,1,SEATTLE,98105,WA,NE 45TH ST / 40TH AVE NE,1,SEATTLE,98105,WA,740,12:20,,745,12:25,,5,0.15,1.0,2.0,0,8,8,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205704,4,4
1250,B09345,302057,30205711,11,15,,5,STREET PARKING,LASHES,47.661281,-122.284746,47.626407,-122.158374,NE 45TH ST / 40TH AVE NE,1,SEATTLE,98105,WA, 1805 136TH PL NE,1,BELLEVUE,98005,WA,745,12:25,,765,12:45,,20,9.7,17.0,29.0,80,8,8,1,,1.0,,,,,1.0,,6.0,170.0,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30205704,4,4
99,B09350,302059,30205901,1,10,,5,HOME (OFF-CAMPUS),TACOMA DOME STATION,47.26051,-122.468958,47.241117,-122.424931, 1117 N PROSPECT ST,3,TACOMA,98406,WA,PUYALLUP AVE / E G ST,3,TACOMA,98421,WA,405,6:45,,420,7:00,,15,3.78,10.0,15.0,15,1,2,1,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30205901,3,3
98,B09351,302059,30205902,2,10,,5,TACOMA DOME STATION,BUS STOP,47.241117,-122.424931,47.655977,-122.312097,PUYALLUP AVE / E G ST,3,TACOMA,98421,WA,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,435,7:15,,510,8:30,,75,36.19,41.0,29.0,0,2,2,8,1.0,,,,,,,,,,,,,3.0,1.0,12.0,,,,,,410.0,,,,,,7.0,5-Nov-14,30205901,3,3
100,B09352,302059,30205903,3,10,,5,BUS STOP,WINKENWERDER HALL,47.655977,-122.312097,47.651498,-122.30688,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,RAINIER VISTA,1,SEATTLE,98195,WA,510,8:30,,525,8:45,,15,0.53,3.0,2.0,125,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205901,3,3
124,B09356,302059,30205907,7,10,,5,MARY GATES HALL,BUS STOP,47.654971,-122.307985,47.655977,-122.312097, 1851 BENTON LN,1,SEATTLE,98195,WA,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,865,14:25,,870,14:30,,5,0.2,3.0,3.0,10,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30205904,3,3
122,B09357,302059,30205908,8,10,,5,BUS STOP,TACOMA DOME STATION,47.655977,-122.312097,47.241117,-122.424931,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,PUYALLUP AVE / E G ST,3,TACOMA,98421,WA,880,14:40,,945,15:45,,65,35.84,40.0,33.0,10,1,15,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,410.0,,,,,,7.0,5-Nov-14,30205904,3,3
123,B09358,302059,30205909,9,10,,5,TACOMA DOME STATION,SAFEWAY,47.241117,-122.424931,47.269518,-122.488321,PUYALLUP AVE / E G ST,3,TACOMA,98421,WA, 2411 N PROCTOR ST,3,TACOMA,98406,WA,955,15:55,,965,16:05,,10,4.92,12.0,30.0,10,15,5,1,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30205904,3,3
886,B09402,302067,30206704,4,6,,5,ART BUILDING,BUS STOP,47.658613,-122.306309,47.656351,-122.312183, 1915 CHELAN LN,1,SEATTLE,98195,WA, 4051 15TH AVE NE,1,SEATTLE,98105,WA,860,14:20,,865,14:25,,5,0.31,3.0,4.0,20,2,15,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30206703,3,3
884,B09403,302067,30206705,5,6,,5,BUS STOP,REDMOND TRANSIT CENTER,47.656351,-122.312183,47.676594,-122.12439, 4051 15TH AVE NE,1,SEATTLE,98105,WA, 8178 161ST AVE NE,1,REDMOND,98052,WA,885,14:45,,925,15:25,,40,13.13,19.0,20.0,5,15,15,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,398.0,,,,,,7.0,5-Nov-14,30206703,3,3
885,B09404,302067,30206706,6,6,1.0,5,REDMOND TRANSIT CENTER,HOME (OFF-CAMPUS),47.676594,-122.12439,47.623767,-122.051566, 8178 161ST AVE NE,1,REDMOND,98052,WA,21610 NE 16TH ST,1,SAMMAMISH,98074,WA,930,15:30,,950,15:50,,20,6.55,14.0,20.0,670,15,1,1,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30206703,3,3
83,B09421,302071,30207105,5,7,,5,INSTRUCTIONAL CENTER,BUS STOP,47.655122,-122.314112,47.656413,-122.312095, 3930 BROOKLYN AVE NE,1,SEATTLE,98105,WA, 4051 15TH AVE NE,1,SEATTLE,98105,WA,950,15:50,,960,16:00,,10,0.17,1.0,1.0,15,2,15,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30207103,3,3
81,B09422,302071,30207106,6,7,,5,BUS STOP,TACOMA DOME STATION,47.656413,-122.312095,47.239868,-122.428118, 4051 15TH AVE NE,1,SEATTLE,98105,WA, 2727 E D ST,3,TACOMA,98421,WA,975,16:15,,1090,18:10,,115,36.53,41.0,19.0,0,15,15,8,6.0,,,,,,,,,,,,,1.0,5.0,12.0,,,,,,410.0,,,,,,7.0,5-Nov-14,30207103,3,3
82,B09423,302071,30207107,7,7,1.0,5,TACOMA DOME STATION,HOME (OFF-CAMPUS),47.239868,-122.428118,47.229787,-122.426881, 2727 E D ST,3,TACOMA,98421,WA,E D ST / E 35TH ST,3,TACOMA,98404,WA,1090,18:10,,1100,18:20,,10,0.8,3.0,5.0,520,15,1,3,3.0,2.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30207103,3,3
356,B09508,302086,30208601,1,8,,5,HOME (OFF-CAMPUS),FEDERAL WAY TRANSIT CENTER,47.315209,-122.334648,47.317438,-122.304834,S 320TH ST / 1ST AVE S,1,FEDERAL WAY,98003,WA,S 317TH ST / 23RD AVE S,1,FEDERAL WAY,98003,WA,570,9:30,,580,9:40,,10,1.71,5.0,10.0,5,1,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,176.0,,,,,,7.0,5-Nov-14,30208601,3,3
354,B09509,302086,30208602,2,8,,5,FEDERAL WAY TRANSIT CENTER,UNIVERSITY STREET TUNNEL STATION,47.317438,-122.304834,47.608226,-122.334868,S 317TH ST / 23RD AVE S,1,FEDERAL WAY,98003,WA,4TH AVE / UNIVERSITY ST,1,SEATTLE,98101,WA,585,9:45,,615,10:15,,30,23.11,28.0,46.0,10,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,408.0,,,,,,7.0,5-Nov-14,30208601,3,3
355,B09510,302086,30208603,3,8,,5,UNIVERSITY STREET TUNNEL STATION,LECTURE IN ARCHITECTURE HALL,47.608226,-122.334868,47.654581,-122.310802,4TH AVE / UNIVERSITY ST,1,SEATTLE,98101,WA, 3921 W STEVENS WAY NE,1,SEATTLE,98195,WA,625,10:25,,660,11:00,,35,4.78,9.0,8.0,90,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,122.0,,,,,,7.0,5-Nov-14,30208601,3,3
219,B09519,302087,30208704,4,8,,5,UNIVERSITY OF WASHINGTON,BUS STOP,47.648965,-122.307563,47.658306,-122.312039, 1959 NE PACIFIC ST,1,SEATTLE,98195,WA,15TH AVE NE / NE 42ND ST,1,SEATTLE,98105,WA,990,16:30,,1000,16:40,,10,0.84,3.0,5.0,0,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30208703,3,3
220,B09520,302087,30208705,5,8,,5,BUS STOP,BUS STOP,47.658306,-122.312039,47.661306,-122.318772,15TH AVE NE / NE 42ND ST,1,SEATTLE,98105,WA,NE 45TH ST / 9TH AVE NE,1,SEATTLE,98105,WA,1000,16:40,,1005,16:45,,5,0.52,2.0,6.0,15,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,45.0,,,,,,7.0,5-Nov-14,30208703,3,3
218,B09521,302087,30208706,6,8,,5,BUS STOP,HOME (OFF-CAMPUS),47.661306,-122.318772,48.030536,-122.131352,NE 45TH ST / 9TH AVE NE,1,SEATTLE,98105,WA, 7410 38TH ST NE,4,MARYSVILLE,98270,WA,1020,17:00,,1105,18:25,,85,31.13,35.0,22.0,70,1,1,3,3.0,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30208703,3,3
2097,B09560,302092,30209206,6,13,,5,WASHINGTON DENTAL SERVICE,UNIVERSITY VILLAGE,47.699443,-122.323804,47.662636,-122.297206, 9706 4TH AVE NE,1,SEATTLE,98115,WA, 2623 NE UNIVERSITY VILLAGE ST,1,SEATTLE,98105,WA,845,14:05,,880,14:40,,35,4.05,13.0,7.0,0,7,6,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,117.0,,,,,,7.0,5-Nov-14,30209204,4,4
2100,B09561,302092,30209207,7,13,,5,UNIVERSITY VILLAGE,APPLE STORE,47.662636,-122.297206,47.663356,-122.298586, 2623 NE UNIVERSITY VILLAGE ST,1,SEATTLE,98105,WA, 2656 NE UNIVERSITY VILLAGE ST,1,SEATTLE,98105,WA,880,14:40,,885,14:45,,5,0.12,1.0,1.0,15,6,6,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30209204,4,4
2098,B09562,302092,30209208,8,13,,5,APPLE STORE,UW HUB,47.663356,-122.298586,47.655481,-122.305098, 2656 NE UNIVERSITY VILLAGE ST,1,SEATTLE,98105,WA, 4001 W STEVENS WAY NE,1,SEATTLE,98195,WA,900,15:00,,915,15:15,,15,0.74,3.0,3.0,15,6,17,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,118.0,,,,,,7.0,5-Nov-14,30209204,4,4
2099,B09563,302092,30209209,9,13,,5,UW HUB,ALLEN LIBRARY,47.655481,-122.305098,47.6557,-122.3084, 4001 W STEVENS WAY NE,1,SEATTLE,98195,WA,  482 ALLEN LIBRARY,1,SEATTLE,98195,WA,930,15:30,,935,15:35,,5,0.36,1.0,4.0,50,17,17,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30209204,4,4
297,B09564,302092,30209210,10,13,,5,ALLEN LIBRARY,BUS STOP,47.6557,-122.3084,47.655708,-122.311989,  482 ALLEN LIBRARY,1,SEATTLE,98195,WA,NE CAMPUS PKWY / 15TH AVE NE,1,SEATTLE,98105,WA,985,16:25,,995,16:35,,10,0.17,4.0,2.0,5,17,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30209205,3,3
295,B09565,302092,30209211,11,13,,5,BUS STOP,FEDERAL WAY TRANSIT CENTER,47.655708,-122.311989,47.318086,-122.304237,NE CAMPUS PKWY / 15TH AVE NE,1,SEATTLE,98105,WA,31621 23RD AVE S,1,FEDERAL WAY,98003,WA,1000,16:40,,1060,17:40,,60,26.53,31.0,27.0,20,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,184.0,,,,,,7.0,5-Nov-14,30209205,3,3
296,B09566,302092,30209212,12,13,,5,FEDERAL WAY TRANSIT CENTER,SAFEWAY,47.318086,-122.304237,47.359314,-122.310553,31621 23RD AVE S,1,FEDERAL WAY,98003,WA,27035 PACIFIC HWY S,1,DES MOINES,98198,WA,1080,18:00,,1095,18:15,,15,3.38,8.0,14.0,15,1,5,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,61.0,,,,,,7.0,5-Nov-14,30209205,3,3
838,B09573,302094,30209401,1,10,,5,HOME (OFF-CAMPUS),BUS STOP,47.483156,-122.113731,47.585351,-122.148283,17020 SE 134TH ST,1,RENTON,98059,WA, 3000 LANDERHOLM CIR SE,1,BELLEVUE,98007,WA,480,8:00,,525,8:45,,45,12.57,21.0,17.0,5,1,2,1,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30209401,3,3
