hhid,personid,pernum,person_should_take_diary,person_diary_status,proxy,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,school_freq,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,telecommute,telecommute_hours,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_other_specify,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,prev_work_wa,prev_work_loc_city,prev_work_loc_st,prev_work_loc_zip,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,website_use,phonenumber_use,apps_use,alerts_use,socialmedia_use,radio_use,tv_use,gps_use,web_bing,web_google,web_mapquest,web_traffic,web_wsdot,web_county,web_city,web_transit,web_other,web_other_specify,apps_seattletraffic,apps_waze,apps_wsdot,apps_onebusaway,apps_inrix,apps_carshare,apps_taxi,apps_other,apps_other_specify,info_travelroutes,info_traveltime,info_congestion,info_arrivaltime,info_transitoptions,info_parking,info_carshare,info_other,info_other_specify,impact_sametrip,impact_earlier,impact_later,impact_diffroute,impact_smallchange,impact_diffmode,impact_postpone,impact_order,wbt_transitsafety,wbt_transitfreq,wbt_reliability,wbt_bikesafety,wbt_walksafety,wbt_other,wbt_other_specify,wbt_none,wbt_na,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_other_specify,carpool_none,carpool_na,expwt_2,dataset
14100397,1410039703,3,0,0,,3,1,2,2,,,0,,1,,,,,,,1,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3625,main
14100398,1410039801,1,1,1,1,1,5,0,1,1,1,1,1,,6,1,1,1,4,,2,0,1,1,1,0,1,0,0,0,,,,,0,,,,,,,1,2,2,8,7,7,4,,,,,,,,,,,,,,3,3,6,1,,1,1,3,1,3,3,2,2,1,1,,,,,4,,,,,,3,7,2,7,6,7,7,6,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,bing maps,0,0,1,0,0,0,0,0,,2,2,2,2,2,4,2,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,33.7795,main
14100398,1410039802,2,1,1,3,2,5,1,2,2,1,1,2,5,5,3,2,,7,4,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,2,1,,3,7,4,1,0,0,1,0,0,0,0,0,0,0,,2,3,3,7,1,,1,1,1,1,3,2,2,1,1,3,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,,0,1,33.7795,main
14100399,1410039901,1,1,1,1,1,11,0,1,6,,0,1,,7,3,1,1,4,,1,9,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,,,3,7,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,26.4468,main
14100399,1410039902,2,1,1,2,2,10,1,2,6,,0,1,,6,1,1,1,4,,1,9,1,1,,,,,,,,,,,0,,,,,,,1,2,,,3,7,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,7,6,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,,0,0,,,,,,,,,,26.4468,main
14100400,1410040001,1,1,1,1,1,11,0,2,2,1,1,1,,6,1,1,1,5,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,4,7,2,1,0,0,0,0,0,0,0,0,0,0,,5,5,5,9,6,,1,2,1,1,1,1,3,1,1,,,,,,1,,1,,,,6,7,3,7,7,3,7,7,,,,,,,,,,,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,,5,1,4,4,2,4,4,4,1,1,1,0,1,0,,0,0,0,0,0,0,1,0,,0,0,25.8325,main
14100400,1410040002,2,1,1,2,2,11,1,1,6,,0,1,,6,1,2,,6,,1,3,1,3,,,,,,,,,,,0,,,,,,,1,2,,,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,0,0,,,,,,,,,,25.8325,main
14100401,1410040101,1,1,1,1,1,5,0,2,7,,0,3,5,6,1,1,,4,1,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,,,3,6,1,0,0,0,1,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,3,7,3,7,6,7,7,7,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,1,0,1,1,1,0,0,0,,2,2,3,3,3,3,4,3,1,1,0,0,0,1,Increased locations of transit-I want to always bus but sometimes it involves a long walk in the rain or switching buses 2+ times to get there,0,0,,,,,,,,,,112.2735,main
14100402,1410040201,1,1,1,1,1,5,0,2,7,,0,3,5,6,1,1,1,5,1,1,5,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,,,5,5,5,0,0,0,1,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,1,,9,,,,1,1,5,1,1,4,7,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,1,1,0,0,0,,2,2,2,4,4,2,3,3,0,0,0,1,1,0,,0,0,,,,,,,,,,44.7967,main
14100403,1410040301,1,1,1,1,1,5,0,1,7,,0,3,5,2,1,2,,5,1,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,6,1,1,1,0,1,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,1,,4,,,,5,7,5,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,54.1005,main
14100404,1410040401,1,1,1,1,1,8,0,2,1,1,1,1,,3,1,1,1,3,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,3,7,2,0,0,0,0,0,0,0,0,0,1,0,free shuttle,5,6,10,,,,1,1,1,1,1,1,1,1,1,,,,,,1,,12,,,,7,7,7,7,7,7,7,3,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,2,4,2,2,3,3,2,3,0,0,0,0,1,0,,0,0,,,,,,,,,,42.1548,main
14100404,1410040402,2,1,1,2,2,9,1,1,6,,0,1,,1,3,1,1,6,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,,,3,7,5,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,42.1548,main
14100405,1410040501,1,1,1,1,1,5,0,1,1,1,1,1,,6,1,1,1,2,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,3,6,3,0,1,0,0,0,0,0,0,0,0,0,,,3,1,9,1,,2,1,1,1,1,1,1,1,1,1,,,,,2,,,,4,,4,6,3,7,7,4,6,7,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,,2,1,2,3,3,2,3,3,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,,1,0,71.9006,main
14100406,1410040601,1,1,1,1,1,6,0,1,4,,0,3,5,6,1,1,1,6,1,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,2,7,7,2,4,2,7,4,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,,2,2,3,4,2,4,4,5,1,0,0,0,1,1,"Fewer Bikers, they are dicks.",0,0,,,,,,,,,,37.6097,main
14100406,1410040602,2,1,1,1,2,6,1,2,7,,0,3,5,6,1,1,1,6,8,2,0,1,1,1,1,0,0,0,0,,,,,0,,,,,,,2,2,,,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,3,7,3,1,1,7,7,4,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,,2,2,3,4,2,4,2,5,1,0,0,0,1,0,,0,0,,,,,,,,,,37.6097,main
14100407,1410040701,1,1,1,1,1,10,0,2,7,,0,1,,6,3,1,,6,,1,4,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,,,4,7,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,more employment,0,0,,,,,,,,,,369.3901,main
14100408,1410040801,1,1,1,1,1,10,0,2,6,,0,1,,6,3,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,,,5,7,5,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,5,7,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,66.0175,main
14100409,1410040901,1,1,1,1,1,10,0,2,6,,0,1,,7,3,1,1,5,,1,10,1,1,,,,,,,,,,,0,,,,,,,1,1,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,7,7,2,7,7,0,1,1,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,,2,2,3,3,2,5,4,3,0,1,0,0,1,0,,0,0,,,,,,,,,,29.8232,main
14100409,1410040902,2,1,1,2,2,12,1,1,6,,0,1,,7,3,2,,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,29.8232,main
14100410,1410041001,1,1,1,1,1,9,0,2,1,1,1,1,,7,3,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,5,7,3,0,0,0,1,0,0,0,0,0,0,0,,6,1,2,9,6,,1,1,1,1,1,1,1,3,2,,,,,,,,,,,,5,7,,3,7,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,,1,0,58.5845,main
14100410,1410041002,2,1,1,2,2,9,1,1,1,1,1,1,,7,3,1,2,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,5,6,4,0,0,0,1,0,0,0,0,0,0,0,,5,1,1,9,6,,1,1,1,1,4,4,4,4,4,,,,,,,,,,,,7,7,,1,7,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,,0,0,58.5845,main
14100411,1410041101,1,1,1,1,1,8,0,2,1,2,1,1,,6,1,1,1,3,,1,9,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,3,3,,,,,,,,,,,,,,3,2,9,3,,1,2,1,3,1,1,3,1,1,1,,,,,2,,,,5,,7,7,2,7,7,7,7,2,,,,,,,,,,,0,0,0,0,0,0,0,1,maps,1,1,0,0,0,0,0,0,,1,1,1,1,1,5,5,5,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,1,0,81.4183,main
14100411,1410041102,2,1,1,2,2,5,2,2,7,,0,3,3,1,1,1,99,7,6,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,5,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,7,,3,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,,2,2,2,5,3,3,5,5,0,0,0,1,0,0,,0,0,,,,,,,,,,81.4183,main
14100412,1410041201,1,1,1,1,1,11,0,1,6,,0,1,,7,3,1,2,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,7,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,78.0398,main
14100412,1410041202,2,1,1,2,2,11,1,2,6,,0,1,,3,3,1,1,6,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,6,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,7,7,7,7,7,0,1,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,1,1,0,0,0,,5,3,4,3,4,4,4,4,0,0,0,0,0,0,,1,0,,,,,,,,,,78.0398,main
14100413,1410041301,1,1,1,1,1,10,0,2,6,,0,1,,3,3,1,1,5,,1,5,1,1,,,,,,,,,,,0,,,,,,,2,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,83.9027,main
14100413,1410041302,2,1,1,1,2,11,1,1,6,,0,1,,7,3,1,1,6,,2,0,1,1,2,,,,,,0,0,0,1,0,,,,,,,2,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,83.9027,main
14100414,1410041401,1,1,1,1,1,5,0,1,1,1,1,1,,6,1,1,1,1,,1,4,1,1,,,,,,,,,,,1,1,1,0,0,0,0,2,2,1,,3,5,3,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,8,1,,1,1,3,2,3,4,4,3,3,1,,,,,2,,,,3,,5,7,1,7,7,7,3,7,,,,,,,,,,,0,0,0,1,0,0,0,1,King5 ,1,1,1,1,0,0,0,0,,1,2,2,4,2,2,3,2,0,0,0,0,0,0,,0,1,1,1,1,0,1,0,,0,0,404.3376,main
14100415,1410041501,1,1,1,1,1,8,0,1,2,1,1,1,,2,3,2,,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,3,7,2,1,0,0,0,0,0,0,0,0,0,0,,3,3,4,10,6,,1,1,2,1,3,1,2,1,1,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,1,443.9269,main
14100416,1410041601,1,1,1,1,1,11,0,1,6,,0,1,,2,3,1,1,6,,1,9,1,1,,,,,,,,,,,1,0,0,0,1,0,0,2,2,,,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,266.9968,main
14100417,1410041701,1,1,1,1,1,9,0,1,1,1,1,1,,3,1,1,3,5,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,6,6,,,,,,,,,,,,,,2,2,9,2,,1,1,1,1,1,1,1,1,1,1,,,,,1,,12,,,,7,7,1,1,7,1,2,7,,,,,,,,,,,0,0,0,0,0,0,0,1,King 5,0,1,1,0,0,0,0,0,,3,3,4,3,1,4,4,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,306.2371,main
14100417,1410041702,2,1,1,2,2,9,1,2,1,1,1,1,,2,1,1,2,5,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,7,6,6,,,,,,,,,,,,,,3,3,9,4,,1,1,1,1,1,1,3,1,1,2,Elkhart ,IN,,0,1,,12,,,,7,7,7,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,King 5,1,4,4,3,2,4,4,4,0,0,0,0,0,1,Vehicle broken,0,0,0,0,0,0,0,0,,1,0,306.2371,main
14100418,1410041801,1,1,1,1,1,7,0,2,2,1,1,1,,3,1,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,1,1,,7,7,4,,,,,,,,,,,,,,5,2,9,1,,1,1,3,1,1,1,3,1,1,3,,,,,1,,15,,,,1,7,1,3,1,1,1,7,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,Ferry Schedules,5,2,2,3,2,4,3,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,223.4929,main
14100418,1410041802,2,1,1,2,2,7,1,1,1,1,1,1,,4,1,1,2,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,4,,,,,,,,,,,,,,3,2,9,1,,2,1,3,1,1,1,1,1,1,1,,,,,1,,15,,,,1,7,1,2,7,1,1,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Google,0,0,0,0,0,0,0,1,Ferry Schedules,2,2,4,3,2,4,4,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,223.4929,main
14100418,1410041803,3,1,1,2,3,2,2,1,,,0,,3,,,,,,2,2,0,1,1,1,0,0,0,1,0,,,,,0,,,,,,,2,,,,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,223.4929,main
14100418,1410041804,4,0,0,,3,1,2,2,,,0,,8,,,,,,,1,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.4929,main
14100419,1410041901,1,1,1,1,1,10,0,1,6,,0,1,,2,3,1,1,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,,,7,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,253.1907,main
14100419,1410041902,2,1,1,2,2,9,6,1,6,,0,1,,2,3,1,3,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,253.1907,main
14100420,1410042001,1,1,1,1,1,9,0,2,3,3,1,1,,6,1,1,3,1,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,1,2,5,7,6,5,,,,,,,,,,,,,,2,9,,,5,2,1,3,1,,,,,,,,,,,2,,,,4,,6,7,7,7,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,"I am a real estate agent, so..",0,0,,,,,,,,,,326.1973,main
14100420,1410042002,2,1,1,3,2,9,1,1,3,1,1,1,,3,1,1,1,2,,1,4,1,1,,,,,,,,,,,1,0,1,0,0,0,0,1,2,2,1,5,7,7,0,1,0,0,0,0,0,0,0,0,0,,,1,1,10,4,4,1,1,2,1,,,,,,2,Salt Lake City ,UT,,0,2,,,,4,,7,7,7,7,7,4,5,7,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,3,2,2,2,1,4,4,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,326.1973,main
14100421,1410042101,1,1,1,1,1,10,0,2,6,,0,1,,3,3,1,1,6,,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,2,,,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,245.953,main
14100421,1410042102,2,1,1,2,2,12,1,1,6,,0,1,,6,3,1,2,6,,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,245.953,main
14100422,1410042201,1,1,1,1,1,9,0,1,2,1,1,1,,5,2,1,1,5,,1,2,1,1,,,,,,,,,,,1,0,0,0,0,1,0,1,2,1,,6,4,2,,,,,,,,,,,,,,3,3,9,5,,1,2,2,1,1,1,1,2,1,,,,,,1,,1,,,,3,7,,7,7,2,6,6,0,1,1,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,,4,2,3,2,2,4,3,3,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,,1,0,217.8151,main
14100422,1410042202,2,1,1,2,2,10,1,2,6,,0,1,,5,2,1,2,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,5,7,,7,7,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,,0,0,,,,,,,,,,217.8151,main
14100423,1410042301,1,1,1,1,1,7,0,1,1,1,1,1,,3,1,1,2,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,2,2,9,5,,1,1,1,1,1,1,1,1,1,,,,,,1,,2,,,,7,7,2,7,7,2,3,7,,,,,,,,,,,0,0,0,0,0,0,0,1,google,0,1,0,0,0,0,0,0,,2,2,4,3,2,4,3,2,0,0,1,0,1,0,,0,0,0,0,0,1,1,0,,0,0,933.0671,main
14100423,1410042302,2,1,1,1,2,7,1,2,1,1,1,1,,3,1,1,1,6,,1,4,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,7,7,2,,,,,,,,,,,,,,2,2,9,2,,1,1,1,1,3,1,1,1,1,2,chandler,AZ,,0,1,,2,,,,3,7,1,7,7,1,2,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,google maps,0,0,1,0,0,0,0,0,,2,2,3,2,2,4,3,2,1,1,1,1,1,0,,0,0,0,0,0,1,1,0,,0,0,933.0671,main
14100423,1410042303,3,1,1,2,3,2,2,1,,,0,,3,,,,,,8,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,,,,2,6,2,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,933.0671,main
14100423,1410042304,4,1,1,2,3,2,2,2,,,0,,2,,,,,,8,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,,,,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,933.0671,main
14100423,1410042305,5,0,0,,3,1,2,2,,,0,,1,,,,,,,1,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0671,main
14100423,1410042306,6,1,1,1,2,7,4,1,1,1,1,1,,3,1,1,1,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,2,7,2,1,0,0,0,0,0,0,0,0,0,0,,3,2,2,9,1,,1,1,1,1,4,4,4,3,4,2,portland,OR,,0,4,,,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0,1,933.0671,main
14100424,1410042401,1,1,1,1,1,9,0,1,1,1,1,1,,6,1,1,1,5,,1,6,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,5,7,3,0,1,0,0,0,0,0,0,0,1,0,Credit Card,5,2,2,9,4,,1,1,1,1,1,1,3,1,1,1,,,,,2,,,,4,,4,7,4,7,7,7,7,1,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,0,,2,1,2,2,2,4,2,4,0,0,0,1,1,0,,0,0,1,1,1,0,0,0,,0,0,346.8905,main
14100425,1410042501,1,1,1,1,1,8,0,2,1,4,1,1,,7,3,1,1,6,,1,14,1,1,,,,,,,,,,,1,1,0,0,0,0,0,2,2,1,,7,7,3,,,,,,,,,,,,,,4,2,10,4,,1,1,1,2,1,1,3,1,1,3,,,,,,,,,,,6,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,TIme and good weather.,0,0,0,0,0,0,0,1,direct from point a to point b and quickest way to get there and cheapest way to do it.,0,0,782.1967,main
14100425,1410042502,2,1,1,2,3,4,2,2,,1,0,,7,,1,1,2,6,2,1,8,1,1,,,,,,,,,,,0,,,,,,,2,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,782.1967,main
14100425,1410042503,3,1,1,2,3,3,2,2,,,0,,3,,,,,,1,1,8,1,1,,,,,,,,,,,0,,,,,,,1,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,direct transportation ,0,0,,,,,,,,,,782.1967,main
14100425,1410042504,4,1,1,3,2,7,6,1,2,1,1,1,,3,3,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,7,1,,,,,,,,,,,,,,4,2,10,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,6,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,782.1967,main
