,c,d,skimid,t,tod_orig,tod_pulled,tripID
9926,0,3459,h2nt3,5453,10to14,10to14,44027
9927,0,3575,h2nt3,5462,20to5,20to5,44028
9928,0,1201,h2nt1,2150,7to8,7to8,44037
9929,0,1194,h2nt1,2182,17to18,17to18,44040
9930,0,1201,h2nt1,2150,7to8,7to8,44041
9931,0,1194,h2nt1,2182,17to18,17to18,44042
9932,0,758,h2nt3,1669,7to8,7to8,44054
9933,0,759,h2nt3,1894,10to14,10to14,44055
9934,0,1910,h2nt2,2935,6to7,6to7,44068
9935,0,1832,h2nt2,2663,16to17,16to17,44069
9936,0,231,h2nt2,766,17to18,17to18,44070
9937,0,1910,h2nt2,2935,6to7,6to7,44071
9938,0,1832,h2nt2,2663,16to17,16to17,44072
9939,0,231,h2nt2,766,17to18,17to18,44073
9940,0,345,h2nt1,1045,20to5,20to5,44108
9941,0,345,h2nt1,1045,20to5,20to5,44110
9942,0,345,h2nt1,1045,20to5,20to5,44112
9943,0,2331,h2nt2,4304,10to14,10to14,44113
9944,0,137,h2nt2,761,10to14,10to14,44114
9945,0,2109,h2nt2,4033,10to14,10to14,44115
9946,0,2331,h2nt2,4304,10to14,10to14,44120
9947,0,137,h2nt2,761,10to14,10to14,44121
9948,0,2109,h2nt2,4033,10to14,10to14,44122
9949,0,267,h2nt3,1193,7to8,7to8,44123
9950,0,267,h2nt3,1119,18to20,18to20,44127
9951,0,267,h2nt3,1193,7to8,7to8,44128
9952,0,267,h2nt3,1119,18to20,18to20,44129
9953,0,451,h2nt3,1210,10to14,10to14,44138
9954,0,835,h2nt3,1585,10to14,10to14,44139
9955,0,400,h2nt3,970,10to14,10to14,44140
9956,0,451,h2nt3,1210,10to14,10to14,44141
9957,0,835,h2nt3,1585,10to14,10to14,44142
9958,0,400,h2nt3,970,10to14,10to14,44143
9959,0,561,h2nt1,1849,17to18,17to18,44145
9960,0,605,h2nt1,1676,20to5,20to5,44153
9961,0,605,h2nt1,1676,20to5,20to5,44155
9962,-99,-99,h2nt-2147483648,-99,7to8,7to8,44177
9963,-99,-99,h2nt-2147483648,-99,10to14,10to14,44181
9964,-99,-99,h2nt-2147483648,-99,7to8,7to8,44192
9965,-99,-99,h2nt-2147483648,-99,10to14,10to14,44193
9966,0,92,h2nt3,499,9to10,9to10,44196
9967,0,52,h2nt3,378,9to10,9to10,44197
9968,0,1539,h2nt3,3271,10to14,10to14,44201
9969,0,92,h2nt3,499,9to10,9to10,44202
9970,0,52,h2nt3,378,9to10,9to10,44203
9971,0,1581,h2nt1,3188,10to14,10to14,44211
9972,0,402,h2nt1,1377,14to15,14to15,44212
9973,0,246,h2nt1,836,15to16,15to16,44213
9974,0,1493,h2nt1,2666,7to8,7to8,44214
9975,0,1583,h2nt1,2775,10to14,10to14,44215
9976,0,402,h2nt1,1377,14to15,14to15,44216
9977,0,246,h2nt1,837,17to18,17to18,44217
9978,0,222,h2nt3,796,14to15,14to15,44232
9979,0,72,h2nt3,491,16to17,16to17,44234
9980,0,72,h2nt3,491,17to18,17to18,44236
9981,0,289,h2nt3,794,7to8,7to8,44237
9982,0,222,h2nt3,777,9to10,9to10,44238
9983,0,222,h2nt3,796,14to15,14to15,44248
9984,0,72,h2nt3,491,17to18,17to18,44249
9985,0,235,h2nt3,887,8to9,8to9,44278
9986,0,235,h2nt3,887,8to9,8to9,44282
9987,0,235,h2nt3,891,10to14,10to14,44283
9988,0,372,h2nt3,1295,8to9,8to9,44290
9989,0,289,h2nt3,1149,15to16,15to16,44291
9990,0,156,h2nt3,705,16to17,16to17,44292
9991,0,1201,h2nt3,2276,20to5,20to5,44295
9992,0,1454,h2nt3,2959,20to5,20to5,44296
9993,0,558,h2nt3,1532,20to5,20to5,44297
9994,0,289,h2nt3,1149,15to16,15to16,44301
9995,0,156,h2nt3,705,16to17,16to17,44302
9996,0,1201,h2nt3,2276,20to5,20to5,44303
9997,0,1454,h2nt3,2959,20to5,20to5,44304
9998,0,558,h2nt3,1532,20to5,20to5,44305
9999,0,89,h2nt2,485,10to14,10to14,44312
10000,0,149,h2nt2,655,10to14,10to14,44314
10001,0,149,h2nt2,700,10to14,10to14,44315
10002,0,339,h2nt1,1225,18to20,18to20,44324
10003,0,312,h2nt1,1216,20to5,20to5,44325
10004,0,339,h2nt1,1225,18to20,18to20,44326
10005,0,312,h2nt1,1216,20to5,20to5,44327
10006,-99,-99,h2nt-2147483648,-99,10to14,10to14,44330
10007,-99,-99,h2nt-2147483648,-99,14to15,14to15,44331
10008,-99,-99,h2nt-2147483648,-99,15to16,15to16,44332
10009,-99,-99,h2nt-2147483648,-99,16to17,16to17,44333
10010,-99,-99,h2nt-2147483648,-99,10to14,10to14,44334
10011,-99,-99,h2nt-2147483648,-99,14to15,14to15,44335
10012,-99,-99,h2nt-2147483648,-99,15to16,15to16,44336
10013,-99,-99,h2nt-2147483648,-99,16to17,16to17,44337
10014,0,453,h2nt1,1326,9to10,9to10,44338
10015,0,259,h2nt1,1084,10to14,10to14,44339
10016,0,144,h2nt1,678,10to14,10to14,44340
10017,0,55,h2nt1,421,10to14,10to14,44341
10018,0,55,h2nt1,421,10to14,10to14,44342
10019,0,592,h2nt1,1553,10to14,10to14,44343
10020,0,102,h2nt1,611,10to14,10to14,44344
10021,0,453,h2nt1,1326,9to10,9to10,44347
10022,0,259,h2nt1,1084,10to14,10to14,44348
10023,0,144,h2nt1,678,10to14,10to14,44349
10024,0,55,h2nt1,421,10to14,10to14,44350
10025,0,55,h2nt1,421,10to14,10to14,44351
10026,0,592,h2nt1,1553,10to14,10to14,44352
10027,0,102,h2nt1,611,10to14,10to14,44353
10028,0,212,h2nt3,851,8to9,8to9,44360
10029,0,212,h2nt3,834,16to17,16to17,44367
10030,0,955,h2nt3,2210,18to20,18to20,44369
10031,0,953,h2nt3,2175,20to5,20to5,44370
10032,0,212,h2nt3,851,8to9,8to9,44374
10033,0,212,h2nt3,834,16to17,16to17,44375
10034,0,955,h2nt3,2210,18to20,18to20,44383
10035,0,953,h2nt3,2175,20to5,20to5,44384
10036,0,918,h2nt3,2290,10to14,10to14,44389
10037,0,860,h2nt3,2482,15to16,15to16,44390
10038,0,107,h2nt3,509,16to17,16to17,44391
10039,0,107,h2nt3,495,18to20,18to20,44392
10040,0,107,h2nt3,509,18to20,18to20,44393
10041,0,918,h2nt3,2290,10to14,10to14,44396
10042,0,860,h2nt3,2482,15to16,15to16,44397
10043,0,107,h2nt3,509,16to17,16to17,44398
10044,0,107,h2nt3,495,18to20,18to20,44399
10045,0,107,h2nt3,509,18to20,18to20,44400
10046,-99,-99,h2nt3,-99,10to14,10to14,44426
10047,-99,-99,h2nt3,-99,10to14,10to14,44427
10048,0,531,h2nt3,1919,18to20,18to20,44428
10049,0,205,h2nt3,1121,20to5,20to5,44429
10050,0,568,h2nt3,1885,20to5,20to5,44431
10051,0,566,h2nt3,1698,14to15,14to15,44434
10052,0,531,h2nt3,1919,18to20,18to20,44437
10053,0,205,h2nt3,1121,20to5,20to5,44438
10054,0,568,h2nt3,1885,20to5,20to5,44440
10055,0,601,h2nt1,1869,10to14,10to14,44473
10056,0,613,h2nt1,1900,10to14,10to14,44474
10057,0,601,h2nt1,1869,10to14,10to14,44475
10058,0,613,h2nt1,1900,10to14,10to14,44476
10059,0,265,h2nt1,1107,14to15,14to15,44478
10060,0,296,h2nt1,1066,7to8,7to8,44483
10061,0,296,h2nt1,1066,7to8,7to8,44485
10062,0,265,h2nt1,1107,14to15,14to15,44486
10063,0,106,h2nt1,663,8to9,8to9,44492
10064,0,286,h2nt1,1259,9to10,9to10,44493
10065,0,358,h2nt1,1428,15to16,15to16,44494
10066,0,358,h2nt1,1428,15to16,15to16,44504
10067,0,106,h2nt1,663,8to9,8to9,44507
10068,0,286,h2nt1,1259,9to10,9to10,44508
10069,0,279,h2nt3,1546,10to14,10to14,44518
10070,0,281,h2nt3,1543,15to16,15to16,44519
10071,0,279,h2nt3,1546,10to14,10to14,44528
10072,0,281,h2nt3,1543,15to16,15to16,44531
10073,-99,-99,h2nt3,-99,10to14,10to14,44543
10074,-99,-99,h2nt3,-99,15to16,15to16,44544
10075,-99,-99,h2nt3,-99,18to20,18to20,44545
10076,-99,-99,h2nt3,-99,18to20,18to20,44546
10077,0,699,h2nt1,1912,10to14,10to14,44557
10078,0,767,h2nt1,1912,14to15,14to15,44558
10079,0,481,h2nt1,1454,17to18,17to18,44559
10080,0,282,h2nt1,1150,18to20,18to20,44560
10081,0,47,h2nt1,564,20to5,20to5,44561
10082,0,154,h2nt1,808,20to5,20to5,44562
10083,0,699,h2nt1,1912,10to14,10to14,44565
10084,0,767,h2nt1,1912,14to15,14to15,44566
10085,0,481,h2nt1,1454,17to18,17to18,44569
10086,0,282,h2nt1,1150,18to20,18to20,44570
10087,0,47,h2nt1,564,20to5,20to5,44571
10088,0,154,h2nt1,808,20to5,20to5,44572
10089,0,3780,h2nt1,5788,18to20,18to20,44594
10090,-99,-99,h2nt1,-99,14to15,14to15,44610
10091,-99,-99,h2nt1,-99,17to18,17to18,44611
10092,0,239,h2nt3,856,10to14,10to14,44636
10093,0,998,h2nt3,2024,10to14,10to14,44637
10094,0,809,h2nt3,1609,10to14,10to14,44638
10095,0,239,h2nt3,856,10to14,10to14,44639
10096,0,998,h2nt3,2024,10to14,10to14,44640
10097,0,809,h2nt3,1609,10to14,10to14,44641
10098,0,51,h2nt1,579,9to10,9to10,44642
10099,-99,-99,h2nt-2147483648,-99,20to5,20to5,44684
10100,-99,-99,h2nt-2147483648,-99,20to5,20to5,44685
10101,-99,-99,h2nt-2147483648,-99,20to5,20to5,44690
10102,-99,-99,h2nt-2147483648,-99,20to5,20to5,44691
10103,-99,-99,h2nt-2147483648,-99,17to18,17to18,44700
10104,-99,-99,h2nt-2147483648,-99,17to18,17to18,44702
10105,0,2808,h2nt1,4149,20to5,20to5,44734
10106,0,958,h2nt1,1897,20to5,20to5,44736
10107,0,2808,h2nt1,4149,20to5,20to5,44737
10108,0,958,h2nt1,1897,20to5,20to5,44739
10109,0,220,h2nt1,877,20to5,20to5,44751
10110,0,220,h2nt1,880,20to5,20to5,44752
10111,0,142,h2nt1,623,20to5,20to5,44772
10112,0,27,h2nt1,309,20to5,20to5,44773
10113,0,135,h2nt1,641,20to5,20to5,44774
10114,0,142,h2nt1,623,20to5,20to5,44775
10115,0,27,h2nt1,309,20to5,20to5,44776
10116,0,135,h2nt1,641,20to5,20to5,44777
10117,0,792,h2nt1,1739,5to6,5to6,44778
10118,0,42,h2nt1,569,6to7,6to7,44779
10119,0,44,h2nt1,550,6to7,6to7,44780
10120,0,118,h2nt1,795,6to7,6to7,44781
10121,0,549,h2nt1,1698,20to5,20to5,44782
10122,0,792,h2nt1,1739,5to6,5to6,44785
10123,0,42,h2nt1,569,6to7,6to7,44786
10124,0,44,h2nt1,550,6to7,6to7,44787
10125,0,549,h2nt1,1698,20to5,20to5,44791
10126,0,255,h2nt1,1139,18to20,18to20,44821
10127,0,255,h2nt1,1153,18to20,18to20,44822
10128,0,255,h2nt1,1139,18to20,18to20,44825
10129,0,255,h2nt1,1153,18to20,18to20,44826
10130,0,899,h2nt1,2069,20to5,20to5,44850
10131,0,81,h2nt3,670,7to8,7to8,44865
10132,0,409,h2nt3,1699,7to8,7to8,44866
10133,0,317,h2nt3,1363,18to20,18to20,44869
10134,0,317,h2nt3,1385,20to5,20to5,44870
10135,0,81,h2nt3,670,7to8,7to8,44871
10136,0,409,h2nt3,1699,7to8,7to8,44872
10137,0,317,h2nt3,1363,18to20,18to20,44878
10138,0,317,h2nt3,1385,20to5,20to5,44879
10139,0,203,h2nt2,1232,7to8,7to8,44880
10140,0,58,h2nt2,598,18to20,18to20,44885
10141,0,51,h2nt2,599,20to5,20to5,44888
10142,0,88,h2nt2,868,17to18,17to18,44895
10143,0,58,h2nt2,598,18to20,18to20,44899
10144,0,51,h2nt2,599,20to5,20to5,44900
10145,0,2397,h2nt1,3442,10to14,10to14,44913
10146,0,2397,h2nt1,3685,14to15,14to15,44914
10147,-99,-99,h2nt-2147483648,-99,18to20,18to20,44949
10148,-99,-99,h2nt-2147483648,-99,20to5,20to5,44950
10149,-99,-99,h2nt-2147483648,-99,18to20,18to20,44951
10150,-99,-99,h2nt-2147483648,-99,20to5,20to5,44952
10151,0,2052,h2nt3,3708,10to14,10to14,44957
10152,0,1615,h2nt3,2659,20to5,20to5,44958
10153,0,675,h2nt3,1639,20to5,20to5,44959
10154,0,2052,h2nt3,3708,10to14,10to14,44960
10155,0,1615,h2nt3,2659,20to5,20to5,44961
10156,0,256,h2nt1,835,20to5,20to5,44976
10157,0,343,h2nt1,1106,10to14,10to14,44977
10158,0,343,h2nt1,1164,10to14,10to14,44978
10159,0,194,h2nt1,827,20to5,20to5,44984
10160,0,194,h2nt1,827,20to5,20to5,44985
10161,0,41,h2nt2,365,8to9,8to9,44989
10162,0,48,h2nt2,477,8to9,8to9,44991
10163,0,41,h2nt2,365,14to15,14to15,44994
10164,0,48,h2nt2,477,18to20,18to20,44999
10165,0,48,h2nt2,477,8to9,8to9,45006
10166,0,41,h2nt2,365,8to9,8to9,45009
10167,0,41,h2nt2,365,14to15,14to15,45010
10168,0,48,h2nt2,477,18to20,18to20,45013
10169,0,64,h2nt2,647,6to7,6to7,45016
10170,0,615,h2nt2,2104,14to15,14to15,45019
10171,0,221,h2nt2,1264,14to15,14to15,45020
10172,0,577,h2nt2,1969,15to16,15to16,45021
10173,0,174,h2nt1,958,8to9,8to9,45029
10174,0,194,h2nt1,954,8to9,8to9,45030
10175,0,210,h2nt1,1033,9to10,9to10,45031
10176,0,174,h2nt1,971,10to14,10to14,45032
10177,0,174,h2nt1,994,10to14,10to14,45033
10178,0,1121,h2nt1,2820,10to14,10to14,45034
10179,0,1138,h2nt1,3044,16to17,16to17,45035
10180,0,174,h2nt1,958,8to9,8to9,45036
10181,0,194,h2nt1,954,8to9,8to9,45037
10182,0,210,h2nt1,1033,9to10,9to10,45038
10183,0,174,h2nt1,971,10to14,10to14,45039
10184,0,174,h2nt1,994,10to14,10to14,45040
10185,0,1846,h2nt3,2826,6to7,6to7,45059
10186,0,1827,h2nt3,3329,16to17,16to17,45060
10187,0,1846,h2nt3,2826,6to7,6to7,45063
10188,0,1827,h2nt3,3329,16to17,16to17,45064
10189,400,839,h2nt2,1523,10to14,10to14,45065
10190,0,70,h2nt2,667,10to14,10to14,45066
10191,0,153,h2nt2,853,10to14,10to14,45067
10192,0,306,h2nt2,1251,10to14,10to14,45068
10193,0,255,h2nt2,1147,10to14,10to14,45069
10194,0,40,h2nt2,562,10to14,10to14,45070
10195,0,447,h2nt2,1321,10to14,10to14,45071
10196,0,712,h2nt2,1421,14to15,14to15,45072
10197,400,839,h2nt2,1523,10to14,10to14,45077
10198,0,70,h2nt2,667,10to14,10to14,45078
10199,0,153,h2nt2,853,10to14,10to14,45079
10200,0,306,h2nt2,1251,10to14,10to14,45080
10201,0,255,h2nt2,1147,10to14,10to14,45081
10202,0,40,h2nt2,562,10to14,10to14,45082
10203,0,447,h2nt2,1321,10to14,10to14,45083
10204,0,712,h2nt2,1421,14to15,14to15,45084
10205,0,83,h2nt1,846,8to9,8to9,45109
10206,0,249,h2nt1,1260,8to9,8to9,45110
10207,0,83,h2nt1,846,8to9,8to9,45126
10208,0,249,h2nt1,1260,8to9,8to9,45127
10209,0,607,h2nt1,1990,10to14,10to14,45166
10210,0,314,h2nt1,1226,10to14,10to14,45167
10211,0,355,h2nt1,1586,10to14,10to14,45168
10212,0,607,h2nt1,1990,10to14,10to14,45171
10213,0,314,h2nt1,1226,10to14,10to14,45172
10214,0,355,h2nt1,1586,10to14,10to14,45173
10215,0,378,h2nt3,1155,14to15,14to15,45194
10216,0,224,h2nt2,875,10to14,10to14,45207
10217,0,224,h2nt2,852,8to9,8to9,45211
10218,0,224,h2nt2,852,8to9,8to9,45215
10219,0,224,h2nt2,875,10to14,10to14,45219
10220,0,330,h2nt3,1377,18to20,18to20,45288
10221,0,330,h2nt3,1341,20to5,20to5,45289
10222,0,914,h2nt2,2701,10to14,10to14,45305
10223,0,982,h2nt2,2778,14to15,14to15,45306
10224,0,125,h2nt2,832,15to16,15to16,45307
10225,0,323,h2nt2,1477,17to18,17to18,45308
10226,0,329,h2nt2,1454,18to20,18to20,45309
10227,0,914,h2nt2,2701,10to14,10to14,45310
10228,0,982,h2nt2,2778,14to15,14to15,45311
10229,0,125,h2nt2,832,15to16,15to16,45312
10230,0,323,h2nt2,1477,17to18,17to18,45313
10231,0,329,h2nt2,1454,18to20,18to20,45314
10232,0,395,h2nt1,1061,10to14,10to14,45341
10233,0,110,h2nt1,627,7to8,7to8,45342
10234,0,1218,h2nt3,2620,7to8,7to8,45372
10235,0,1221,h2nt3,2774,16to17,16to17,45375
10236,0,352,h2nt3,1249,17to18,17to18,45378
10237,0,352,h2nt3,1193,18to20,18to20,45379
10238,0,62,h2nt3,432,8to9,8to9,45380
10239,0,62,h2nt3,432,10to14,10to14,45383
10240,0,751,h2nt3,1498,18to20,18to20,45387
10241,0,823,h2nt3,1612,18to20,18to20,45388
10242,0,751,h2nt3,1498,18to20,18to20,45392
10243,0,823,h2nt3,1612,18to20,18to20,45393
10244,0,62,h2nt3,432,8to9,8to9,45394
10245,0,62,h2nt3,432,10to14,10to14,45395
10246,0,352,h2nt3,1249,17to18,17to18,45399
10247,0,352,h2nt3,1193,18to20,18to20,45400
10248,0,521,h2nt3,1149,8to9,8to9,45402
10249,0,521,h2nt3,1149,8to9,8to9,45406
10250,0,338,h2nt3,1239,10to14,10to14,45407
10251,0,636,h2nt3,1543,10to14,10to14,45410
10252,0,489,h2nt3,1411,17to18,17to18,45411
10253,0,636,h2nt3,1543,10to14,10to14,45414
10254,0,489,h2nt3,1411,17to18,17to18,45415
10255,0,144,h2nt3,591,6to7,6to7,45428
10256,0,1368,h2nt3,2728,10to14,10to14,45435
10257,0,1368,h2nt3,2728,10to14,10to14,45439
10258,0,350,h2nt2,859,16to17,16to17,45449
10259,0,350,h2nt2,921,16to17,16to17,45450
10260,0,617,h2nt1,1856,7to8,7to8,45453
10261,0,615,h2nt1,1977,17to18,17to18,45454
10262,0,617,h2nt1,1856,7to8,7to8,45459
10263,0,615,h2nt1,1977,17to18,17to18,45462
10264,0,242,h2nt3,1071,15to16,15to16,45468
10265,0,242,h2nt3,1030,16to17,16to17,45469
10266,0,242,h2nt3,1071,15to16,15to16,45474
10267,0,242,h2nt3,1030,16to17,16to17,45475
10268,0,1377,h2nt3,2829,10to14,10to14,45477
10269,0,1583,h2nt3,3211,14to15,14to15,45482
10270,0,289,h2nt3,909,16to17,16to17,45483
10271,0,601,h2nt3,1364,17to18,17to18,45484
10272,0,128,h2nt3,647,17to18,17to18,45485
10273,0,409,h2nt3,1234,17to18,17to18,45486
10274,0,65,h2nt3,422,18to20,18to20,45487
10275,0,429,h2nt3,1222,18to20,18to20,45488
10276,0,1583,h2nt3,3211,14to15,14to15,45489
10277,0,289,h2nt3,909,16to17,16to17,45490
10278,0,601,h2nt3,1364,17to18,17to18,45491
10279,0,128,h2nt3,647,17to18,17to18,45492
10280,0,409,h2nt3,1234,17to18,17to18,45493
10281,0,65,h2nt3,422,18to20,18to20,45494
10282,0,429,h2nt3,1222,18to20,18to20,45495
10283,0,411,h2nt3,1183,20to5,20to5,45512
10284,0,411,h2nt3,1183,20to5,20to5,45516
10285,0,175,h2nt1,903,6to7,6to7,45517
10286,0,175,h2nt1,903,14to15,14to15,45520
10287,0,175,h2nt1,903,6to7,6to7,45525
10288,0,175,h2nt1,903,14to15,14to15,45526
10289,0,30,h2nt1,722,10to14,10to14,45530
10290,0,30,h2nt1,722,10to14,10to14,45531
10291,0,560,h2nt1,1786,9to10,9to10,45532
10292,0,447,h2nt1,1364,10to14,10to14,45533
10293,0,190,h2nt1,1039,10to14,10to14,45534
10294,0,560,h2nt1,1786,9to10,9to10,45541
10295,0,190,h2nt1,1039,10to14,10to14,45543
10296,0,30,h2nt1,722,10to14,10to14,45546
10297,0,30,h2nt1,722,10to14,10to14,45547
10298,0,251,h2nt1,1303,16to17,16to17,45548
10299,0,251,h2nt1,1292,17to18,17to18,45549
10300,0,285,h2nt3,915,14to15,14to15,45563
10301,0,2123,h2nt3,3960,15to16,15to16,45565
10302,0,2123,h2nt3,3960,15to16,15to16,45571
10303,0,2042,h2nt3,3235,18to20,18to20,45572
10304,0,285,h2nt3,915,14to15,14to15,45574
10305,0,1829,h2nt3,3346,18to20,18to20,45576
10306,0,65,h2nt1,661,10to14,10to14,45591
10307,0,445,h2nt1,1566,14to15,14to15,45595
10308,0,891,h2nt1,2192,15to16,15to16,45596
10309,0,551,h2nt1,1505,16to17,16to17,45597
10310,0,37,h2nt1,548,16to17,16to17,45598
10311,0,65,h2nt1,661,10to14,10to14,45602
10312,0,445,h2nt1,1566,14to15,14to15,45603
10313,0,891,h2nt1,2192,15to16,15to16,45604
10314,0,551,h2nt1,1505,16to17,16to17,45605
10315,0,37,h2nt1,548,16to17,16to17,45606
10316,0,380,h2nt3,1594,7to8,7to8,45641
10317,0,461,h2nt3,1470,16to17,16to17,45644
10318,0,58,h2nt3,409,17to18,17to18,45645
10319,0,551,h2nt3,1438,17to18,17to18,45646
10320,0,380,h2nt3,1594,7to8,7to8,45649
10321,0,461,h2nt3,1470,16to17,16to17,45650
10322,0,58,h2nt3,409,17to18,17to18,45651
10323,0,551,h2nt3,1438,17to18,17to18,45652
10324,0,163,h2nt2,752,20to5,20to5,45672
10325,0,126,h2nt2,594,20to5,20to5,45673
10326,0,257,h2nt2,907,20to5,20to5,45674
10327,0,223,h2nt2,865,18to20,18to20,45675
10328,0,223,h2nt2,858,18to20,18to20,45676
10329,0,163,h2nt2,752,20to5,20to5,45680
10330,0,126,h2nt2,594,20to5,20to5,45681
10331,0,257,h2nt2,907,20to5,20to5,45682
10332,0,223,h2nt2,865,18to20,18to20,45683
10333,0,223,h2nt2,858,18to20,18to20,45684
10334,-99,-99,h2nt-2147483648,-99,10to14,10to14,45694
10335,-99,-99,h2nt-2147483648,-99,10to14,10to14,45695
10336,0,202,h2nt2,787,6to7,6to7,45726
10337,0,202,h2nt2,778,16to17,16to17,45729
10338,0,202,h2nt2,787,6to7,6to7,45730
10339,0,202,h2nt2,778,16to17,16to17,45731
10340,0,387,h2nt1,982,18to20,18to20,45734
10341,0,381,h2nt1,983,18to20,18to20,45735
10342,0,128,h2nt1,543,9to10,9to10,45737
10343,0,108,h2nt1,487,10to14,10to14,45738
10344,0,43,h2nt1,372,10to14,10to14,45739
10345,0,319,h2nt1,778,10to14,10to14,45740
10346,0,185,h2nt1,572,10to14,10to14,45741
10347,0,220,h2nt1,609,18to20,18to20,45743
10348,0,220,h2nt1,628,18to20,18to20,45744
10349,0,387,h2nt1,982,18to20,18to20,45747
10350,0,381,h2nt1,983,18to20,18to20,45748
10351,0,185,h2nt1,572,10to14,10to14,45749
10352,0,128,h2nt1,543,9to10,9to10,45752
10353,0,108,h2nt1,487,10to14,10to14,45753
10354,0,43,h2nt1,372,10to14,10to14,45754
10355,0,319,h2nt1,778,10to14,10to14,45755
10356,0,220,h2nt1,609,18to20,18to20,45756
10357,0,220,h2nt1,628,18to20,18to20,45757
10358,0,1325,h2nt1,2588,16to17,16to17,45760
10359,0,475,h2nt1,1403,17to18,17to18,45761
10360,0,143,h2nt1,894,17to18,17to18,45762
10361,0,120,h2nt1,740,17to18,17to18,45763
10362,0,133,h2nt1,721,18to20,18to20,45764
10363,-99,-99,h2nt3,-99,5to6,5to6,45775
10364,-99,-99,h2nt3,-99,16to17,16to17,45779
10365,0,2275,h2nt3,4018,17to18,17to18,45780
10366,-99,-99,h2nt3,-99,5to6,5to6,45783
10367,-99,-99,h2nt3,-99,16to17,16to17,45784
10368,0,2275,h2nt3,4018,17to18,17to18,45785
10369,0,395,h2nt1,1235,16to17,16to17,45818
10370,0,463,h2nt1,1264,20to5,20to5,45819
10371,0,32,h2nt1,731,20to5,20to5,45820
10372,0,64,h2nt1,828,20to5,20to5,45821
10373,0,64,h2nt1,828,8to9,8to9,45827
10374,0,395,h2nt1,1235,16to17,16to17,45828
10375,0,463,h2nt1,1264,20to5,20to5,45829
10376,0,32,h2nt1,731,20to5,20to5,45830
10377,0,64,h2nt1,828,20to5,20to5,45831
10378,0,161,h2nt1,807,18to20,18to20,45844
10379,0,163,h2nt1,860,18to20,18to20,45845
10380,0,701,h2nt2,1600,18to20,18to20,45881
10381,0,410,h2nt2,1318,18to20,18to20,45882
10382,0,512,h2nt2,1504,6to7,6to7,45883
10383,0,410,h2nt2,1318,18to20,18to20,45887
10384,0,1457,h2nt3,3053,17to18,17to18,45895
10385,0,851,h2nt3,1874,18to20,18to20,45896
10386,0,728,h2nt3,1955,18to20,18to20,45897
10387,0,1457,h2nt3,3053,17to18,17to18,45900
10388,0,851,h2nt3,1874,18to20,18to20,45901
10389,0,728,h2nt3,1955,18to20,18to20,45902
10390,0,272,h2nt1,1022,18to20,18to20,45914
10391,0,3553,h2nt1,4447,9to10,9to10,45930
10392,0,3507,h2nt1,4903,16to17,16to17,45931
10393,0,830,h2nt2,2245,10to14,10to14,45941
10394,0,622,h2nt2,1804,14to15,14to15,45942
10395,0,409,h2nt2,1455,14to15,14to15,45943
10396,0,566,h2nt3,1726,17to18,17to18,45946
10397,0,574,h2nt3,1632,18to20,18to20,45947
10398,0,75,h2nt3,586,18to20,18to20,45948
10399,0,566,h2nt3,1726,17to18,17to18,45953
10400,0,574,h2nt3,1632,18to20,18to20,45954
10401,0,75,h2nt3,586,18to20,18to20,45955
10402,0,399,h2nt1,1149,7to8,7to8,45967
10403,0,782,h2nt3,2282,17to18,17to18,45986
10404,0,785,h2nt3,2258,18to20,18to20,45987
10405,0,252,h2nt3,838,8to9,8to9,45997
10406,0,252,h2nt3,842,15to16,15to16,46002
10407,0,252,h2nt3,838,8to9,8to9,46003
10408,0,252,h2nt3,842,15to16,15to16,46004
10409,0,782,h2nt3,2282,17to18,17to18,46005
10410,0,785,h2nt3,2258,18to20,18to20,46006
10411,0,250,h2nt1,1002,9to10,9to10,46007
10412,0,238,h2nt1,998,10to14,10to14,46008
10413,0,250,h2nt1,1002,9to10,9to10,46015
10414,0,238,h2nt1,998,10to14,10to14,46016
10415,0,404,h2nt1,1327,10to14,10to14,46017
10416,0,170,h2nt1,844,10to14,10to14,46018
10417,0,263,h2nt2,851,16to17,16to17,46033
10418,0,33,h2nt2,550,16to17,16to17,46034
10419,0,246,h2nt2,837,17to18,17to18,46035
10420,0,263,h2nt2,851,16to17,16to17,46036
10421,0,33,h2nt2,550,16to17,16to17,46037
10422,0,246,h2nt2,837,17to18,17to18,46038
10423,0,1427,h2nt3,2633,20to5,20to5,46044
10424,0,1427,h2nt3,2633,20to5,20to5,46047
10425,0,85,h2nt3,970,10to14,10to14,46069
10426,0,226,h2nt3,986,20to5,20to5,46072
10427,-99,-99,h2nt-2147483648,-99,9to10,9to10,46083
10428,-99,-99,h2nt-2147483648,-99,10to14,10to14,46084
10429,-99,-99,h2nt-2147483648,-99,20to5,20to5,46107
10430,-99,-99,h2nt-2147483648,-99,20to5,20to5,46108
10431,-99,-99,h2nt-2147483648,-99,17to18,17to18,46127
10432,-99,-99,h2nt-2147483648,-99,20to5,20to5,46129
10433,-99,-99,h2nt-2147483648,-99,6to7,6to7,46214
10434,-99,-99,h2nt-2147483648,-99,15to16,15to16,46215
10435,-99,-99,h2nt-2147483648,-99,16to17,16to17,46216
10436,-99,-99,h2nt-2147483648,-99,18to20,18to20,46269
10437,-99,-99,h2nt-2147483648,-99,18to20,18to20,46270
10438,-99,-99,h2nt-2147483648,-99,20to5,20to5,46271
