,hhno,pno,day,tour,half,tseg,tsvid,opurp,dpurp,oadtyp,dadtyp,opcl,otaz,dpcl,dtaz,mode,pathtype,dorp,deptm,arrtm,endacttm,travtime,travcost,travdist
674,17101692,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,420,450,75,16,0,9.12
675,17101692,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,3,0,1,525,555,355,26,0,18.36
676,17101692,1,1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,3,0,1,910,950,40,38,0,27.28
677,17101692,1,1,-1,-1,-1,4,0,6,-1,-1,-1,-1,-1,-1,4,0,3,990,1005,60,13,0,3.2
678,17101692,1,1,-1,-1,-1,5,6,0,-1,-1,-1,-1,-1,-1,4,0,3,1065,1080,360,11,0,3.2
679,17101692,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,255,290,540,22,0,16.66
680,17101692,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,830,860,130,24,0,17.5
681,17101692,2,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,4,0,3,990,1005,60,13,0,3.2
682,17101692,2,1,-1,-1,-1,4,6,0,-1,-1,-1,-1,-1,-1,4,0,3,1065,1080,360,11,0,3.2
683,17101697,1,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,5,0,1,375,380,10,4,0,0.76
684,17101697,1,1,-1,-1,-1,2,3,0,-1,-1,-1,-1,-1,-1,4,0,1,390,395,155,3,0,0.64
685,17101697,1,1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,4,0,1,550,555,15,4,0,0.99
686,17101697,1,1,-1,-1,-1,4,2,8,-1,-1,-1,-1,-1,-1,1,0,3,570,580,20,2,0,0.29
687,17101697,1,1,-1,-1,-1,5,8,3,-1,-1,-1,-1,-1,-1,1,0,3,600,610,130,2,0,0.29
688,17101697,1,1,-1,-1,-1,6,2,3,-1,-1,-1,-1,-1,-1,4,0,1,740,750,60,6,0,1.3
689,17101697,1,1,-1,-1,-1,7,3,0,-1,-1,-1,-1,-1,-1,5,0,1,810,815,625,3,0,0.64
690,17101697,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,3,320,345,155,12,0,4.35
691,17101697,2,1,-1,-1,-1,2,1,6,-1,-1,-1,-1,-1,-1,1,0,3,500,505,105,3,0,0.3
692,17101697,2,1,-1,-1,-1,3,6,1,-1,-1,-1,-1,-1,-1,1,0,3,610,620,265,4,0,0.32
693,17101697,2,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,6,1,3,885,905,535,12,0,4.28
694,17101697,3,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,5,0,2,375,380,10,4,0,0.76
695,17101697,3,1,-1,-1,-1,2,3,0,-1,-1,-1,-1,-1,-1,4,0,2,390,395,155,3,0,0.64
696,17101697,3,1,-1,-1,-1,3,0,2,-1,-1,-1,-1,-1,-1,4,0,2,550,555,15,4,0,0.99
697,17101697,3,1,-1,-1,-1,4,2,8,-1,-1,-1,-1,-1,-1,1,0,3,570,580,20,2,0,0.29
698,17101697,3,1,-1,-1,-1,5,8,2,-1,-1,-1,-1,-1,-1,1,0,3,600,610,130,2,0,0.29
699,17101697,3,1,-1,-1,-1,6,2,3,-1,-1,-1,-1,-1,-1,4,0,2,740,750,60,6,0,1.3
700,17101697,3,1,-1,-1,-1,7,3,0,-1,-1,-1,-1,-1,-1,5,0,2,810,815,625,3,0,0.64
701,17101697,4,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,5,0,3,375,380,430,4,0,0.76
702,17101697,4,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,5,0,3,810,815,625,3,0,0.64
703,17101698,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,240,270,510,15,0,4.23
704,17101698,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,780,810,630,20,0,4.4
705,17101698,2,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,1,0,3,600,630,30,5,0,1.12
706,17101698,2,1,-1,-1,-1,2,5,0,-1,-1,-1,-1,-1,-1,1,0,3,660,690,750,5,0,1.12
707,17101704,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,1,330,395,515,29,0,18.17
708,17101704,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,4,0,1,910,970,470,30,0,17.95
709,17101704,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,3,330,395,515,29,0,18.17
710,17101704,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,4,0,3,910,970,470,30,0,17.95
711,17101714,1,1,-1,-1,-1,1,11,1,-1,-1,-1,-1,-1,-1,1,0,3,345,360,600,1,0,0.3
712,17101714,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,1,0,3,960,975,45,2,0,0.47
713,17101714,1,1,-1,-1,-1,3,0,0,-1,-1,-1,-1,-1,-1,1,0,3,1020,1025,415,0,0,0.0
714,17101720,1,1,-1,-1,-1,1,0,6,-1,-1,-1,-1,-1,-1,4,0,1,540,560,55,14,0,6.62
715,17101720,1,1,-1,-1,-1,2,6,5,-1,-1,-1,-1,-1,-1,4,0,1,615,640,40,14,0,4.38
716,17101720,1,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,5,0,1,680,705,105,11,0,3.22
717,17101720,1,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,4,0,1,810,820,15,6,0,1.4
718,17101720,1,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,4,0,1,835,840,600,4,0,1.14
719,17101720,2,1,-1,-1,-1,1,0,6,-1,-1,-1,-1,-1,-1,4,0,3,540,560,55,14,0,6.62
720,17101720,2,1,-1,-1,-1,2,6,5,-1,-1,-1,-1,-1,-1,4,0,3,615,640,40,14,0,4.38
721,17101720,2,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,5,0,3,680,705,105,11,0,3.22
722,17101720,2,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,4,0,3,810,820,15,6,0,1.4
723,17101720,2,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,4,0,3,835,840,600,4,0,1.14
724,17101745,1,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,3,0,1,480,510,30,21,0,12.65
725,17101745,1,1,-1,-1,-1,2,3,6,-1,-1,-1,-1,-1,-1,4,0,1,540,555,75,13,0,5.39
726,17101745,1,1,-1,-1,-1,3,6,3,-1,-1,-1,-1,-1,-1,4,0,1,630,650,10,15,0,3.82
727,17101745,1,1,-1,-1,-1,4,3,0,-1,-1,-1,-1,-1,-1,3,0,1,660,685,185,21,0,13.45
728,17101745,1,1,-1,-1,-1,5,0,5,-1,-1,-1,-1,-1,-1,5,0,2,870,900,120,16,0,9.99
729,17101745,1,1,-1,-1,-1,6,5,6,-1,-1,-1,-1,-1,-1,5,0,2,1020,1035,0,7,0,1.66
730,17101745,1,1,-1,-1,-1,7,6,0,-1,-1,-1,-1,-1,-1,5,0,2,1035,1050,390,15,0,9.18
731,17101745,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,260,300,480,11,0,5.93
732,17101745,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,780,840,30,12,0,5.73
733,17101745,2,1,-1,-1,-1,3,0,5,-1,-1,-1,-1,-1,-1,5,0,3,870,900,120,16,0,9.99
734,17101745,2,1,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,5,0,3,1020,1035,0,7,0,1.66
735,17101745,2,1,-1,-1,-1,5,6,0,-1,-1,-1,-1,-1,-1,5,0,3,1035,1050,390,15,0,9.18
736,17101745,3,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,3,0,1,300,315,425,9,0,1.83
737,17101745,3,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,3,0,1,740,755,115,10,0,1.99
738,17101745,3,1,-1,-1,-1,3,0,5,-1,-1,-1,-1,-1,-1,5,0,3,870,900,120,16,0,9.99
739,17101745,3,1,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,5,0,3,1020,1035,0,7,0,1.66
740,17101745,3,1,-1,-1,-1,5,6,0,-1,-1,-1,-1,-1,-1,5,0,3,1035,1050,390,15,0,9.18
741,17101785,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,1,0,3,600,630,0,5,0,0.81
742,17101785,1,1,-1,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,1,0,3,630,660,780,7,0,0.93
743,17101792,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,3,0,1,165,175,75,6,0,1.68
744,17101792,1,1,-1,-1,-1,2,8,0,-1,-1,-1,-1,-1,-1,3,0,1,250,260,125,6,0,1.68
745,17101792,1,1,-1,-1,-1,3,0,5,-1,-1,-1,-1,-1,-1,3,0,1,385,390,30,3,0,0.3
746,17101792,1,1,-1,-1,-1,4,5,0,-1,-1,-1,-1,-1,-1,3,0,1,420,425,1015,2,0,0.3
747,17101852,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,330,370,230,12,0,3.52
748,17101852,1,1,-1,-1,-1,2,1,5,-1,-1,-1,-1,-1,-1,1,0,3,600,630,30,5,0,0.56
749,17101852,1,1,-1,-1,-1,3,5,1,-1,-1,-1,-1,-1,-1,1,0,3,660,675,90,5,0,0.54
750,17101852,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,4,0,1,765,780,0,11,0,3.47
751,17101852,1,1,-1,-1,-1,5,0,5,-1,-1,-1,-1,-1,-1,4,0,1,780,785,10,5,0,1.04
752,17101852,1,1,-1,-1,-1,6,5,0,-1,-1,-1,-1,-1,-1,4,0,1,795,800,5,5,0,1.04
753,17101852,1,1,-1,-1,-1,7,0,6,-1,-1,-1,-1,-1,-1,4,0,1,805,810,15,2,0,0.34
754,17101852,1,1,-1,-1,-1,8,6,0,-1,-1,-1,-1,-1,-1,4,0,1,825,830,610,2,0,0.34
755,17101852,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,390,405,15,8,0,1.82
756,17101852,2,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,3,0,1,420,435,330,11,0,3.45
757,17101852,2,1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,4,0,3,765,780,0,11,0,3.47
758,17101852,2,1,-1,-1,-1,4,0,5,-1,-1,-1,-1,-1,-1,4,0,3,780,785,10,5,0,1.04
759,17101852,2,1,-1,-1,-1,5,5,0,-1,-1,-1,-1,-1,-1,4,0,3,795,800,5,5,0,1.04
760,17101852,2,1,-1,-1,-1,6,0,6,-1,-1,-1,-1,-1,-1,4,0,3,805,810,15,2,0,0.34
761,17101852,2,1,-1,-1,-1,7,6,0,-1,-1,-1,-1,-1,-1,4,0,3,825,830,610,2,0,0.34
762,17101853,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,300,360,450,15,0,8.95
763,17101853,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,810,870,570,14,0,8.99
764,17101855,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,250,280,335,20,0,5.85
765,17101855,1,1,-1,-1,-1,2,1,6,-1,-1,-1,-1,-1,-1,1,0,3,615,620,55,1,0,0.1
766,17101855,1,1,-1,-1,-1,3,6,1,-1,-1,-1,-1,-1,-1,1,0,3,675,680,160,1,0,0.07
767,17101855,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,4,0,2,840,870,570,21,0,5.95
768,17101867,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,6,1,3,360,420,115,11,0,4.15
769,17101867,1,1,-1,-1,-1,2,8,5,-1,-1,-1,-1,-1,-1,6,1,3,535,610,35,14,0,4.39
770,17101867,1,1,-1,-1,-1,3,5,5,-1,-1,-1,-1,-1,-1,1,0,3,645,655,10,4,0,0.32
771,17101867,1,1,-1,-1,-1,4,5,0,-1,-1,-1,-1,-1,-1,1,0,3,665,675,40,3,0,0.27
772,17101867,1,1,-1,-1,-1,5,0,5,-1,-1,-1,-1,-1,-1,6,2,3,715,770,150,11,0,5.49
773,17101867,1,1,-1,-1,-1,6,5,0,-1,-1,-1,-1,-1,-1,6,2,3,920,990,450,12,0,5.88
774,17101882,1,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,6,1,3,455,470,35,8,0,1.75
775,17101882,1,1,-1,-1,-1,2,5,0,-1,-1,-1,-1,-1,-1,6,1,3,505,520,920,9,0,2.08
776,17101898,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,315,330,405,11,0,3.42
777,17101898,1,1,-1,-1,-1,2,1,5,-1,-1,-1,-1,-1,-1,3,0,1,735,745,35,10,0,3.08
778,17101898,1,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,3,0,1,780,785,655,3,0,0.58
779,17101898,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,150,175,620,20,0,14.67
780,17101898,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,795,825,195,18,0,14.68
781,17101898,2,1,-1,-1,-1,3,0,8,-1,-1,-1,-1,-1,-1,1,0,3,1020,1080,0,7,0,2.37
782,17101898,2,1,-1,-1,-1,4,8,0,-1,-1,-1,-1,-1,-1,1,0,3,1080,1140,300,8,0,2.36
783,17101909,1,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,5,0,2,280,300,40,14,0,3.58
784,17101909,1,1,-1,-1,-1,2,9,3,-1,-1,-1,-1,-1,-1,5,0,2,340,350,20,8,0,1.81
785,17101909,1,1,-1,-1,-1,3,2,1,-1,-1,-1,-1,-1,-1,4,0,2,370,380,610,11,0,2.34
786,17101909,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,5,0,2,990,995,445,4,0,0.65
787,17101909,2,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,5,0,3,280,300,40,14,0,3.58
788,17101909,2,1,-1,-1,-1,2,9,3,-1,-1,-1,-1,-1,-1,5,0,3,340,350,20,8,0,1.81
789,17101909,2,1,-1,-1,-1,3,2,3,-1,-1,-1,-1,-1,-1,4,0,3,370,380,0,11,0,2.34
790,17101909,2,1,-1,-1,-1,4,3,1,-1,-1,-1,-1,-1,-1,3,0,1,380,395,180,14,0,3.94
791,17101909,2,1,-1,-1,-1,5,1,3,-1,-1,-1,-1,-1,-1,3,0,1,575,590,40,15,0,4.82
792,17101909,2,1,-1,-1,-1,6,3,0,-1,-1,-1,-1,-1,-1,4,0,1,630,635,125,10,0,2.87
793,17101909,2,1,-1,-1,-1,7,0,4,-1,-1,-1,-1,-1,-1,2,0,3,760,780,90,9,0,2.26
794,17101909,2,1,-1,-1,-1,8,4,0,-1,-1,-1,-1,-1,-1,2,0,3,870,890,95,11,0,2.48
795,17101909,2,1,-1,-1,-1,9,0,3,-1,-1,-1,-1,-1,-1,4,0,1,985,990,0,4,0,0.74
796,17101909,2,1,-1,-1,-1,10,3,0,-1,-1,-1,-1,-1,-1,5,0,3,990,995,445,4,0,0.65
797,17101909,3,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,5,0,3,280,300,40,14,0,3.58
798,17101909,3,1,-1,-1,-1,2,9,2,-1,-1,-1,-1,-1,-1,5,0,3,340,350,280,8,0,1.81
799,17101909,3,1,-1,-1,-1,3,3,0,-1,-1,-1,-1,-1,-1,4,0,2,630,635,125,10,0,2.87
800,17101909,3,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,2,0,3,760,780,90,9,0,2.26
801,17101909,3,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,2,0,3,870,890,95,11,0,2.48
802,17101909,3,1,-1,-1,-1,6,0,3,-1,-1,-1,-1,-1,-1,4,0,2,985,990,0,4,0,0.74
803,17101909,3,1,-1,-1,-1,7,1,0,-1,-1,-1,-1,-1,-1,5,0,3,990,995,445,4,0,0.65
804,17101922,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,280,290,260,9,0,3.11
805,17101922,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,550,560,35,10,0,3.11
806,17101922,1,1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,3,0,1,595,605,245,9,0,3.11
807,17101922,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,3,0,1,850,860,10,10,0,3.11
808,17101922,1,1,-1,-1,-1,5,0,5,-1,-1,-1,-1,-1,-1,3,0,1,870,875,10,4,0,0.9
809,17101922,1,1,-1,-1,-1,6,5,0,-1,-1,-1,-1,-1,-1,3,0,1,885,890,40,4,0,0.9
810,17101922,1,1,-1,-1,-1,7,0,8,-1,-1,-1,-1,-1,-1,1,0,3,930,935,15,3,0,0.36
811,17101922,1,1,-1,-1,-1,8,8,0,-1,-1,-1,-1,-1,-1,1,0,3,950,955,485,3,0,0.36
812,17101922,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,1100,1110,330,8,0,1.41
813,17101928,1,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,1,0,3,550,565,95,6,0,0.93
814,17101928,1,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,1,0,3,660,675,65,6,0,0.93
815,17101928,1,1,-1,-1,-1,3,0,2,-1,-1,-1,-1,-1,-1,1,0,3,740,755,180,6,0,0.93
816,17101928,1,1,-1,-1,-1,4,2,7,-1,-1,-1,-1,-1,-1,4,0,2,935,965,175,22,3,11.13
817,17101928,1,1,-1,-1,-1,5,7,0,-1,-1,-1,-1,-1,-1,4,0,2,1140,1160,280,19,3,10.68
818,17101928,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,3,270,280,635,3,0,0.36
819,17101928,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,1,0,3,915,925,515,3,0,0.4
820,17101944,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,315,360,570,17,0,7.9
821,17101944,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,930,980,460,18,0,8.28
822,17101944,2,1,-1,-1,-1,1,0,7,-1,-1,-1,-1,-1,-1,2,0,3,480,515,525,11,0,3.8
823,17101944,2,1,-1,-1,-1,2,7,0,-1,-1,-1,-1,-1,-1,2,0,3,1040,1070,370,11,0,4.36
824,17101953,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,270,295,485,21,0,12.27
825,17101953,1,1,-1,-1,-1,2,1,4,-1,-1,-1,-1,-1,-1,3,0,1,780,805,25,16,0,11.19
826,17101953,1,1,-1,-1,-1,3,4,0,-1,-1,-1,-1,-1,-1,3,0,1,830,845,70,7,0,1.38
827,17101953,1,1,-1,-1,-1,4,0,3,-1,-1,-1,-1,-1,-1,4,0,1,915,950,5,20,0,7.78
828,17101953,1,1,-1,-1,-1,5,3,0,-1,-1,-1,-1,-1,-1,3,0,1,955,975,465,19,0,7.46
829,17101953,2,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,4,0,2,270,300,615,19,0,7.46
830,17101953,2,1,-1,-1,-1,2,0,1,-1,-1,-1,-1,-1,-1,4,0,3,915,950,490,20,0,7.78
831,17101956,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,295,310,560,8,0,2.52
832,17101956,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,870,890,550,12,0,2.53
833,17101956,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,300,305,535,9,0,2.4
834,17101956,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,840,850,590,9,0,2.4
835,17101985,1,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,1,0,3,840,850,40,2,0,0.24
836,17101985,1,1,-1,-1,-1,2,5,0,-1,-1,-1,-1,-1,-1,1,0,3,890,900,20,2,0,0.24
837,17101985,1,1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,1,0,3,920,935,15,3,0,0.46
838,17101985,1,1,-1,-1,-1,4,3,0,-1,-1,-1,-1,-1,-1,1,0,3,950,965,475,3,0,0.46
839,17101985,2,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,1,0,3,840,850,40,2,0,0.24
840,17101985,2,1,-1,-1,-1,2,5,0,-1,-1,-1,-1,-1,-1,1,0,3,890,900,20,2,0,0.24
841,17101985,2,1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,1,0,3,920,935,15,3,0,0.46
842,17101985,2,1,-1,-1,-1,4,3,0,-1,-1,-1,-1,-1,-1,1,0,3,950,965,475,3,0,0.46
843,17101988,1,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,4,0,1,300,310,5,8,0,2.2
844,17101988,1,1,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,3,0,1,315,320,5,2,0,0.2
845,17101988,1,1,-1,-1,-1,3,5,1,-1,-1,-1,-1,-1,-1,3,0,1,325,340,190,12,0,5.08
846,17101988,1,1,-1,-1,-1,4,1,5,-1,-1,-1,-1,-1,-1,3,0,1,530,540,40,8,0,1.83
847,17101988,1,1,-1,-1,-1,5,5,1,-1,-1,-1,-1,-1,-1,3,0,1,580,590,220,7,0,1.84
848,17101988,1,1,-1,-1,-1,6,1,0,-1,-1,-1,-1,-1,-1,3,0,1,810,840,600,14,0,6.03
849,17101988,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,195,210,270,10,0,3.73
850,17101988,2,1,-1,-1,-1,2,1,5,-1,-1,-1,-1,-1,-1,3,0,1,480,490,10,6,0,1.18
851,17101988,2,1,-1,-1,-1,3,5,1,-1,-1,-1,-1,-1,-1,3,0,1,500,510,210,8,0,1.21
852,17101988,2,1,-1,-1,-1,4,1,3,-1,-1,-1,-1,-1,-1,3,0,1,720,735,10,7,0,1.44
853,17101988,2,1,-1,-1,-1,5,2,5,-1,-1,-1,-1,-1,-1,4,0,1,745,755,45,11,0,3.15
854,17101988,2,1,-1,-1,-1,6,5,0,-1,-1,-1,-1,-1,-1,4,0,1,800,830,610,7,0,1.86
855,17101988,3,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,4,0,2,300,310,435,8,0,2.2
856,17101988,3,1,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,4,0,2,745,755,45,11,0,3.15
857,17101988,3,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,4,0,2,800,830,610,7,0,1.86
858,17102003,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,3,0,1,380,385,75,4,0,0.9
859,17102003,1,1,-1,-1,-1,2,8,0,-1,-1,-1,-1,-1,-1,3,0,1,460,465,50,4,0,0.9
860,17102003,1,1,-1,-1,-1,3,0,9,-1,-1,-1,-1,-1,-1,3,0,1,515,540,80,19,0,8.07
861,17102003,1,1,-1,-1,-1,4,9,5,-1,-1,-1,-1,-1,-1,3,0,1,620,625,30,1,0,0.1
862,17102003,1,1,-1,-1,-1,5,5,0,-1,-1,-1,-1,-1,-1,3,0,1,655,680,5,19,0,9.76
863,17102003,1,1,-1,-1,-1,6,0,4,-1,-1,-1,-1,-1,-1,1,0,3,685,695,165,3,0,0.41
864,17102003,1,1,-1,-1,-1,7,4,0,-1,-1,-1,-1,-1,-1,1,0,3,860,870,570,4,0,0.42
865,17102061,1,1,-1,-1,-1,1,11,6,-1,-1,-1,-1,-1,-1,1,0,3,460,480,75,3,0,0.45
866,17102061,1,1,-1,-1,-1,2,6,10,-1,-1,-1,-1,-1,-1,1,0,3,555,570,15,5,0,0.75
867,17102061,1,1,-1,-1,-1,3,10,10,-1,-1,-1,-1,-1,-1,5,0,3,585,610,85,19,0,9.91
868,17102061,1,1,-1,-1,-1,4,10,10,-1,-1,-1,-1,-1,-1,9,0,3,695,845,10,1041,0,1140.58
869,17102061,1,1,-1,-1,-1,5,10,0,-1,-1,-1,-1,-1,-1,3,0,3,855,900,540,27,0,20.73
870,17102061,2,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,6,1,3,245,280,10,12,0,4.06
871,17102061,2,1,-1,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,1,0,3,290,300,545,4,0,0.53
872,17102061,2,1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,6,1,3,845,900,10,12,0,5.95
873,17102061,2,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,3,0,1,910,915,5,5,0,1.18
874,17102061,2,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,3,0,1,920,925,515,4,0,1.18
875,17102109,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,1,0,3,135,150,0,1,0,0.23
876,17102109,1,1,-1,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,1,0,3,150,165,320,1,0,0.23
877,17102109,1,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,5,0,2,485,505,70,17,0,4.82
878,17102109,1,1,-1,-1,-1,4,6,4,-1,-1,-1,-1,-1,-1,1,0,3,575,580,5,1,0,0.13
879,17102109,1,1,-1,-1,-1,5,4,8,-1,-1,-1,-1,-1,-1,5,0,2,585,615,155,18,0,4.64
880,17102109,1,1,-1,-1,-1,6,8,0,-1,-1,-1,-1,-1,-1,5,0,2,770,805,20,5,0,0.55
881,17102109,1,1,-1,-1,-1,7,0,8,-1,-1,-1,-1,-1,-1,1,0,3,825,840,190,1,0,0.23
882,17102109,1,1,-1,-1,-1,8,8,0,-1,-1,-1,-1,-1,-1,1,0,3,1030,1050,0,1,0,0.23
883,17102109,1,1,-1,-1,-1,9,0,8,-1,-1,-1,-1,-1,-1,1,0,3,1050,1070,0,1,0,0.23
884,17102109,1,1,-1,-1,-1,10,8,0,-1,-1,-1,-1,-1,-1,1,0,3,1070,1075,365,1,0,0.23
885,17102166,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,305,350,25,25,0,6.64
886,17102166,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,1,0,3,375,380,115,2,0,0.2
887,17102166,1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,1,0,3,495,500,95,2,0,0.19
888,17102166,1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,1,0,3,595,600,60,1,0,0.14
889,17102166,1,1,-1,-1,-1,5,1,1,-1,-1,-1,-1,-1,-1,1,0,3,660,665,190,3,0,0.26
890,17102166,1,1,-1,-1,-1,6,1,0,-1,-1,-1,-1,-1,-1,6,1,3,855,905,535,24,0,6.89
891,17102166,2,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,1,0,3,375,385,20,2,0,0.23
892,17102166,2,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,1,0,3,405,415,185,2,0,0.28
893,17102166,2,1,-1,-1,-1,3,0,5,-1,-1,-1,-1,-1,-1,4,0,1,600,615,45,8,0,1.57
