tlvorig,tardest,totaz,topcl,toadtyp,tlvdest,tarorig,hhno,pno,day,pdpurp,tdtaz,tdpcl,tdadtyp,tpathtp,tripsh1,tripsh2,tmodetp,subtrs,odadtyp,jtindex,parent,tautotime,tautocost,tautodist,phtindx1,phtindx2,fhtindx1,fhtindx2,toexpfac
780,795,2192.0,-1,1,805,820,17107812,1710781201,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
945,950,2192.0,-1,1,955,960,17107812,1710781201,4,5.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1040,1065,2192.0,-1,1,1255,1280,17107812,1710781201,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,500,21.0,-1,1,750,770,17103751,1710375101,4,6.0,186.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
880,895,21.0,-1,1,1025,1040,17103751,1710375101,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,480,1966.0,-1,1,1050,1055,17144239,1714423902,4,1.0,1558.0,-1.0,4,1,4,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,490,719.0,-1,1,1050,1070,17109776,1710977601,4,1.0,584.0,-1.0,4,1,1,3,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1135,1140,719.0,-1,1,1260,1265,17109776,1710977601,4,4.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,540,2545.0,-1,1,670,680,17120025,1712002501,4,5.0,2373.0,-1.0,4,1,2,4,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,545,71.0,-1,1,600,605,17144098,1714409801,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,695,71.0,-1,1,735,740,17144098,1714409801,4,6.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1095,1100,71.0,-1,1,1140,1145,17144098,1714409801,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,510,256.0,-1,1,1385,1405,17111663,1711166301,4,7.0,631.0,-1.0,4,1,3,3,9,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,405,244.0,-1,1,945,970,17121692,1712169201,4,1.0,707.0,-1.0,4,1,1,3,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1170,1175,244.0,-1,1,1200,1205,17121692,1712169201,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
385,400,735.0,-1,1,960,980,17107944,1710794402,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1000,1005,735.0,-1,1,1065,1070,17107944,1710794402,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1155,1160,735.0,-1,1,1275,1280,17107944,1710794402,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,535,1713.0,-1,1,1095,1115,17131906,1713190601,4,1.0,1604.0,-1.0,4,1,5,1,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,460,1656.0,-1,1,845,855,17111622,1711162201,4,1.0,1613.0,-1.0,4,1,1,3,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1030,1065,1656.0,-1,1,1070,1105,17111622,1711162201,4,6.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,500,280.0,-1,1,1080,1085,17148025,1714802501,4,1.0,324.0,-1.0,4,1,3,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,495,1708.0,-1,1,630,645,17122271,1712227101,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
930,945,1708.0,-1,1,1035,1050,17122271,1712227101,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1200,1210,1708.0,-1,1,1250,1260,17122271,1712227101,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,675,2800.0,-1,1,1155,1200,17137194,1713719402,4,6.0,480.0,-1.0,4,1,5,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
475,480,2099.0,-1,1,715,720,17108422,1710842201,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,755,2099.0,-1,1,925,930,17108422,1710842201,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1090,1115,2099.0,-1,1,1245,1300,17108422,1710842201,4,6.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,565,246.0,-1,1,585,595,17102166,1710216604,4,2.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
780,795,246.0,-1,1,840,855,17102166,1710216604,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
930,940,246.0,-1,1,960,970,17102166,1710216604,4,2.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,875,314.0,-1,1,910,915,17151250,1715125002,4,5.0,330.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
950,970,314.0,-1,1,1035,1045,17151250,1715125002,4,9.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
425,440,565.0,-1,1,915,935,17131958,1713195801,4,1.0,709.0,-1.0,4,1,1,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
960,965,565.0,-1,1,1055,1060,17131958,1713195801,4,8.0,554.0,-1.0,4,1,1,2,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
845,850,510.0,-1,1,965,970,17107836,1710783602,4,7.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1045,510.0,-1,1,1255,1285,17107836,1710783602,4,7.0,349.0,-1.0,4,1,3,1,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
885,930,806.0,-1,1,1140,1190,17129312,1712931201,4,5.0,991.0,-1.0,4,1,2,4,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,585,351.0,-1,1,1290,1320,17128640,1712864002,4,1.0,462.0,-1.0,4,1,3,3,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
635,655,628.0,-1,1,680,715,17111707,1711170701,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
780,805,628.0,-1,1,855,880,17111707,1711170701,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1055,1080,628.0,-1,1,1090,1115,17111707,1711170701,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,420,248.0,-1,1,975,1000,17111983,1711198301,4,1.0,1600.0,-1.0,4,1,1,5,3,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
455,485,397.0,-1,1,1185,1200,17125765,1712576501,4,1.0,476.0,-1.0,4,1,4,2,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
615,650,748.0,-1,1,930,960,17141029,1714102901,4,5.0,988.0,-1.0,4,1,4,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,435,296.0,-1,1,515,530,17144009,1714400901,4,7.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
700,850,296.0,-1,1,910,970,17144009,1714400901,4,8.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1030,1040,296.0,-1,1,1060,1075,17144009,1714400901,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,520,1676.0,-1,1,750,765,17105443,1710544301,4,6.0,1649.0,-1.0,4,1,3,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,850,1652.0,-1,1,920,930,17117376,1711737601,4,6.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1200,1205,1652.0,-1,1,120,130,17117376,1711737601,4,7.0,1652.0,-1.0,4,1,1,3,9,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
465,495,340.0,-1,1,1195,1215,17152560,1715256001,4,1.0,434.0,-1.0,4,1,4,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
775,780,318.0,-1,1,890,895,17106727,1710672701,4,6.0,318.0,-1.0,4,1,2,1,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1005,1015,318.0,-1,1,1075,1085,17106727,1710672701,4,6.0,321.0,-1.0,4,1,1,2,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
395,400,1659.0,-1,1,400,405,17126428,1712642805,4,3.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
405,430,1659.0,-1,1,1130,1135,17126428,1712642805,4,2.0,1682.0,-1.0,4,1,1,3,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,570,834.0,-1,1,1050,1080,17140106,1714010601,4,1.0,625.0,-1.0,4,1,5,1,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
615,630,270.0,-1,1,725,730,17130648,1713064801,4,9.0,304.0,-1.0,4,1,1,3,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,860,270.0,-1,1,900,920,17130648,1713064801,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,570,1657.0,-1,1,570,600,17141482,1714148202,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,690,1657.0,-1,1,735,765,17141482,1714148202,4,6.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
945,1020,1657.0,-1,1,1140,1175,17141482,1714148202,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
505,510,510.0,-1,1,615,625,17104706,1710470601,4,8.0,502.0,-1.0,4,1,3,1,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
990,995,510.0,-1,1,1035,1040,17104706,1710470601,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,405,441.0,-1,1,405,425,17105689,1710568901,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
615,630,441.0,-1,1,1020,1040,17105689,1710568901,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1130,1140,441.0,-1,1,1165,1175,17105689,1710568901,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,675,2800.0,-1,1,1155,1200,17137194,1713719401,4,6.0,480.0,-1.0,4,1,5,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
405,420,23.0,-1,1,960,975,17139908,1713990801,4,1.0,73.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1155,1160,23.0,-1,1,1250,1260,17139908,1713990801,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,375,351.0,-1,1,1120,1155,17128640,1712864001,4,1.0,700.0,-1.0,4,1,5,1,6,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
485,530,246.0,-1,1,1035,1085,17102166,1710216601,4,1.0,613.0,-1.0,4,1,5,1,6,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
405,430,243.0,-1,1,615,645,17131059,1713105901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
710,745,243.0,-1,1,935,980,17131059,1713105901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1000,1025,243.0,-1,1,1025,1050,17131059,1713105901,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,365,2466.0,-1,1,970,980,17130158,1713015801,4,1.0,538.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
995,1010,2466.0,-1,1,1020,1055,17130158,1713015801,4,6.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,500,1724.0,-1,1,505,515,17111317,1711131701,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,725,1724.0,-1,1,725,730,17111317,1711131701,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
945,965,1724.0,-1,1,1045,1060,17111317,1711131701,4,6.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,505,761.0,-1,1,1065,1095,17118482,1711848201,4,1.0,533.0,-1.0,4,1,1,5,6,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,475,700.0,-1,1,1135,1140,17116107,1711610701,4,1.0,438.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1350,1360,700.0,-1,1,1435,5,17116107,1711610701,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,525,601.0,-1,1,925,930,17139418,1713941802,4,2.0,596.0,-1.0,4,1,3,1,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1065,1075,601.0,-1,1,1140,1150,17139418,1713941802,4,9.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
415,420,93.0,-1,1,885,890,17136735,1713673501,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
900,915,93.0,-1,1,945,960,17136735,1713673501,4,9.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
960,965,93.0,-1,1,1215,1220,17136735,1713673501,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
415,425,3134.0,-1,1,535,550,17113750,1711375002,4,7.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
605,615,3134.0,-1,1,1210,1235,17113750,1711375002,4,7.0,3213.0,-1.0,4,1,3,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,390,141.0,-1,1,1030,1065,17124093,1712409301,4,1.0,525.0,-1.0,4,1,1,3,2,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1125,1135,141.0,-1,1,1175,1185,17124093,1712409301,4,8.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,770,2642.0,-1,1,900,915,17107913,1710791301,4,5.0,1846.0,-1.0,4,1,3,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
295,340,1682.0,-1,1,340,365,17144198,1714419802,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
410,435,1682.0,-1,1,1040,1065,17144198,1714419802,4,1.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1075,1090,1682.0,-1,1,1095,1110,17144198,1714419802,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,620,564.0,-1,1,1140,1160,17110364,1711036401,4,1.0,444.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1330,1340,564.0,-1,1,30,40,17110364,1711036401,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
545,590,93.0,-1,1,1005,1030,17118150,1711815001,4,1.0,304.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1040,1055,93.0,-1,1,1305,1315,17118150,1711815001,4,8.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,645,555.0,-1,1,645,695,17128264,1712826401,4,8.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
745,755,555.0,-1,1,810,820,17128264,1712826401,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
855,875,555.0,-1,1,875,895,17128264,1712826401,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,495,269.0,-1,1,1000,1030,17125286,1712528601,4,1.0,2587.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1095,1110,269.0,-1,1,1170,1180,17125286,1712528601,4,7.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,540,67.0,-1,1,570,600,17125114,1712511401,4,7.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
645,650,67.0,-1,1,945,960,17125114,1712511401,4,8.0,16.0,-1.0,4,1,2,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,585,1930.0,-1,1,780,825,17133470,1713347001,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
880,900,1930.0,-1,1,1150,1195,17133470,1713347001,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1230,1250,1930.0,-1,1,1305,1330,17133470,1713347001,4,8.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,675,2800.0,-1,1,1155,1200,17137194,1713719405,4,6.0,480.0,-1.0,4,1,5,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,675,2800.0,-1,1,1155,1200,17137194,1713719403,4,6.0,480.0,-1.0,4,1,5,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,505,141.0,-1,1,510,520,17116364,1711636404,4,3.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
740,750,141.0,-1,1,755,765,17116364,1711636404,4,3.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
790,795,141.0,-1,1,810,825,17116364,1711636404,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,515,86.0,-1,1,1005,1025,17152128,1715212801,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1070,86.0,-1,1,1070,1095,17152128,1715212801,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1105,1115,86.0,-1,1,1170,1185,17152128,1715212801,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
675,685,1706.0,-1,1,780,790,17128839,1712883901,4,5.0,1710.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1300,1305,1706.0,-1,1,1305,1315,17128839,1712883901,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,570,38.0,-1,1,690,705,17117715,1711771502,4,7.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1005,1020,38.0,-1,1,1110,1140,17117715,1711771502,4,8.0,91.0,-1.0,4,1,2,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,545,3136.0,-1,1,940,945,17124746,1712474603,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
970,975,3136.0,-1,1,1035,1040,17124746,1712474603,4,8.0,3142.0,-1.0,4,1,3,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
640,660,341.0,-1,1,810,900,17105658,1710565801,4,7.0,438.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1045,1050,341.0,-1,1,1180,1185,17105658,1710565801,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,550,1627.0,-1,1,990,1000,17125271,1712527101,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1010,1020,1627.0,-1,1,1110,1125,17125271,1712527101,4,8.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1170,1180,1627.0,-1,1,1205,1215,17125271,1712527101,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,505,275.0,-1,1,1055,1080,17133098,1713309803,4,1.0,303.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1120,275.0,-1,1,1140,1150,17133098,1713309803,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
580,630,286.0,-1,1,1185,1205,17132570,1713257001,4,1.0,474.0,-1.0,4,1,1,4,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,540,2545.0,-1,1,670,680,17120025,1712002502,4,5.0,2373.0,-1.0,4,1,2,4,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,535,141.0,-1,1,1005,1020,17119024,1711902402,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1245,1260,141.0,-1,1,1265,1290,17119024,1711902402,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1300,1320,141.0,-1,1,1380,1400,17119024,1711902402,4,4.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,570,1623.0,-1,1,1020,1080,17113495,1711349502,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1080,1110,1623.0,-1,1,1310,1320,17113495,1711349502,4,8.0,1929.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
360,370,323.0,-1,1,385,395,17152296,1715229602,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,475,323.0,-1,1,480,500,17152296,1715229602,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1030,1045,323.0,-1,1,1210,1220,17152296,1715229602,4,7.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,565,246.0,-1,1,585,595,17102166,1710216602,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
780,795,246.0,-1,1,840,855,17102166,1710216602,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
930,940,246.0,-1,1,960,970,17102166,1710216602,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
565,575,2802.0,-1,1,630,640,17147528,1714752801,4,5.0,2788.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1025,2802.0,-1,1,1100,1110,17147528,1714752801,4,9.0,2808.0,-1.0,4,1,1,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,750,1643.0,-1,1,810,840,17106442,1710644205,4,9.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
915,930,1643.0,-1,1,1050,1055,17106442,1710644205,4,4.0,1666.0,-1.0,4,1,2,2,2,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
465,475,1679.0,-1,1,990,1020,17140194,1714019401,4,1.0,1655.0,-1.0,4,1,2,4,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,420,645.0,-1,1,960,990,17106670,1710667002,4,1.0,529.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1055,645.0,-1,1,1060,1075,17106670,1710667002,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
725,735,2667.0,-1,1,770,785,17104190,1710419002,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
890,895,2667.0,-1,1,905,910,17104190,1710419002,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
945,980,2667.0,-1,1,980,995,17104190,1710419002,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
410,445,128.0,-1,1,1015,1065,17147547,1714754701,4,1.0,1045.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1095,1110,128.0,-1,1,1185,1205,17147547,1714754701,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,565,1657.0,-1,1,570,580,17109212,1710921202,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
760,770,1657.0,-1,1,830,845,17109212,1710921202,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,880,1657.0,-1,1,1155,1170,17109212,1710921202,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,540,1675.0,-1,1,690,705,17139522,1713952202,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,765,1675.0,-1,1,1005,1020,17139522,1713952202,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1065,1675.0,-1,1,1110,1125,17139522,1713952202,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
585,590,556.0,-1,1,605,610,17149804,1714980401,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,780,556.0,-1,1,1260,1290,17149804,1714980401,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1295,1300,556.0,-1,1,1380,1395,17149804,1714980401,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,675,2800.0,-1,1,1155,1200,17137194,1713719404,4,6.0,480.0,-1.0,4,1,5,1,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
